 sweep_vcmfb            sweep_voutp            sweep_voutn            sweep_voutcm           sweep_vod             
 1.709999999999995e-02  3.582779302306734e-07  3.582779302331838e-07  3.582779302319286e-07 -2.510393897424933e-18 
 1.719999999999995e-02  3.582779295469485e-07  3.582779295453264e-07  3.582779295461374e-07  1.622068093991985e-18 
 1.729999999999995e-02  3.582779288693307e-07  3.582779288692702e-07  3.582779288693005e-07  6.050991616947908e-20 
 1.739999999999995e-02  3.582779282299926e-07  3.582779282326126e-07  3.582779282313026e-07 -2.619925845416754e-18 
 1.749999999999995e-02  3.582779275456773e-07  3.582779275463627e-07  3.582779275460200e-07 -6.854084730063392e-19 
 1.759999999999995e-02  3.582779268636568e-07  3.582779268622822e-07  3.582779268629695e-07  1.374628594275323e-18 
 1.769999999999995e-02  3.582779261190884e-07  3.582779261177410e-07  3.582779261184147e-07  1.347470600403982e-18 
 1.779999999999995e-02  3.582779254777554e-07  3.582779254789845e-07  3.582779254783699e-07 -1.229150685584397e-18 
 1.789999999999995e-02  3.582779247754364e-07  3.582779247763122e-07  3.582779247758743e-07 -8.757791279017432e-19 
 1.799999999999995e-02  3.582779240942940e-07  3.582779240941601e-07  3.582779240942271e-07  1.338841452253828e-19 
 1.809999999999995e-02  3.582779234284792e-07  3.582779234275014e-07  3.582779234279903e-07  9.777936584866830e-19 
 1.819999999999995e-02  3.582779227481018e-07  3.582779227483334e-07  3.582779227482175e-07 -2.316105715148477e-19 
 1.829999999999994e-02  3.582779220542840e-07  3.582779220563696e-07  3.582779220553268e-07 -2.085606874376901e-18 
 1.839999999999994e-02  3.582779213639544e-07  3.582779213804929e-07  3.582779213722237e-07 -1.653853005337703e-17 
 1.849999999999994e-02  3.582779207243029e-07  3.582779207027619e-07  3.582779207135324e-07  2.154105370030172e-17 
 1.859999999999994e-02  3.582779200014057e-07  3.582779200158849e-07  3.582779200086453e-07 -1.447918120036501e-17 
 1.869999999999994e-02  3.582779193172862e-07  3.582779193111418e-07  3.582779193142140e-07  6.144376999382695e-18 
 1.879999999999994e-02  3.582779186523436e-07  3.582779186520472e-07  3.582779186521954e-07  2.964085919798017e-19 
 1.889999999999994e-02  3.582779180005830e-07  3.582779180023186e-07  3.582779180014508e-07 -1.735517569364858e-18 
 1.899999999999994e-02  3.582779172858574e-07  3.582779172853733e-07  3.582779172856153e-07  4.841852084742394e-19 
 1.909999999999994e-02  3.582779166350925e-07  3.582779166361955e-07  3.582779166356440e-07 -1.103048655561913e-18 
 1.919999999999994e-02  3.582779159123699e-07  3.582779159134779e-07  3.582779159129239e-07 -1.108024974127032e-18 
 1.929999999999994e-02  3.582779152347426e-07  3.582779152363420e-07  3.582779152355423e-07 -1.599357023093729e-18 
 1.939999999999994e-02  3.582779145844831e-07  3.582779145826001e-07  3.582779145835416e-07  1.883007181305513e-18 
 1.949999999999994e-02  3.582779138819138e-07  3.582779138849974e-07  3.582779138834556e-07 -3.083570504920077e-18 
 1.959999999999994e-02  3.582779132135926e-07  3.582779132154004e-07  3.582779132144965e-07 -1.807780067677490e-18 
