 sweep_vcmfb            sweep_voutp            sweep_voutn            sweep_voutcm           sweep_vod             
 5.613999999999545e-01  3.582731040600215e-07  3.582731040625590e-07  3.582731040612902e-07 -2.537551891296274e-18 
 5.614999999999545e-01  3.582731029289397e-07  3.582731029267781e-07  3.582731029278589e-07  2.161628081392974e-18 
 5.615999999999545e-01  3.582731017888192e-07  3.582731017890070e-07  3.582731017889131e-07 -1.878295560536411e-19 
 5.616999999999545e-01  3.582731006149973e-07  3.582731006118260e-07  3.582731006134116e-07  3.171291354520100e-18 
 5.617999999999544e-01  3.582730994826791e-07  3.582730994814815e-07  3.582730994820803e-07  1.197651647858377e-18 
 5.618999999999544e-01  3.582730983438752e-07  3.582730983431532e-07  3.582730983435142e-07  7.219367688566809e-19 
 5.619999999999544e-01  3.582730971796577e-07  3.582730971780928e-07  3.582730971788752e-07  1.564946309611523e-18 
 5.620999999999544e-01  3.582730960407295e-07  3.582730960417425e-07  3.582730960412360e-07 -1.013051404916143e-18 
 5.621999999999544e-01  3.582730948821039e-07  3.582730948837392e-07  3.582730948829216e-07 -1.635355923352037e-18 
 5.622999999999544e-01  3.582730936891426e-07  3.582730936889164e-07  3.582730936890295e-07  2.261577969168982e-19 
 5.623999999999544e-01  3.582730925592056e-07  3.582730925608428e-07  3.582730925600242e-07 -1.637155868364952e-18 
 5.624999999999544e-01  3.582730914370152e-07  3.582730914357512e-07  3.582730914363831e-07  1.264037855099433e-18 
 5.625999999999544e-01  3.582730902698841e-07  3.582730902689617e-07  3.582730902694229e-07  9.223659400007297e-19 
 5.626999999999543e-01  3.582730891202874e-07  3.582730891176980e-07  3.582730891189927e-07  2.589432659315600e-18 
 5.627999999999543e-01  3.582730880016728e-07  3.582730879980461e-07  3.582730879998594e-07  3.626730382346897e-18 
 5.628999999999543e-01  3.582730868268166e-07  3.582730868272838e-07  3.582730868270502e-07 -4.672445495291534e-19 
 5.629999999999543e-01  3.582730856576683e-07  3.582730856603877e-07  3.582730856590280e-07 -2.719346337600728e-18 
 5.630999999999543e-01  3.582730844945837e-07  3.582730844951362e-07  3.582730844948599e-07 -5.525301794058208e-19 
 5.631999999999543e-01  3.582730833892813e-07  3.582730833889409e-07  3.582730833891111e-07  3.404543052370253e-19 
 5.632999999999543e-01  3.582730822099487e-07  3.582730822112948e-07  3.582730822106217e-07 -1.346094171864693e-18 
 5.633999999999543e-01  3.582730810509302e-07  3.582730810656125e-07  3.582730810582714e-07 -1.468236322858764e-17 
 5.634999999999543e-01  3.582730799213419e-07  3.582730799263401e-07  3.582730799238410e-07 -4.998182603070016e-18 
 5.635999999999542e-01  3.582730787693419e-07  3.582730787682149e-07  3.582730787687784e-07  1.126977336321847e-18 
 5.636999999999542e-01  3.582730776116375e-07  3.582730775941360e-07  3.582730776028867e-07  1.750150063528676e-17 
 5.637999999999542e-01  3.582730764470086e-07  3.582730764390224e-07  3.582730764430156e-07  7.986197203627967e-18 
 5.638999999999542e-01  3.582730753258089e-07  3.582730753262982e-07  3.582730753260536e-07 -4.893203457169686e-19 
 5.639999999999542e-01  3.582730741654817e-07  3.582730741652848e-07  3.582730741653833e-07  1.968822206774214e-19 
 5.640999999999542e-01  3.582730730095933e-07  3.582730730062216e-07  3.582730730079074e-07  3.371720525664149e-18 
 5.641999999999542e-01  3.582730718332149e-07  3.582730718349179e-07  3.582730718340664e-07 -1.703012680013974e-18 
 5.642999999999542e-01  3.582730706815857e-07  3.582730706813525e-07  3.582730706814691e-07  2.331458187317462e-19 
 5.643999999999542e-01  3.582730695196159e-07  3.582730695172413e-07  3.582730695184286e-07  2.374603928068228e-18 
 5.644999999999541e-01  3.582730684116543e-07  3.582730684098889e-07  3.582730684107715e-07  1.765375480755572e-18 
 5.645999999999541e-01  3.582730672472261e-07  3.582730672475508e-07  3.582730672473884e-07 -3.246783165944140e-19 
 5.646999999999541e-01  3.582730661056019e-07  3.582730661042282e-07  3.582730661049150e-07  1.373675682209662e-18 
 5.647999999999541e-01  3.582730649223140e-07  3.582730649241203e-07  3.582730649232172e-07 -1.806297760019795e-18 
 5.648999999999541e-01  3.582730637603211e-07  3.582730637587666e-07  3.582730637595439e-07  1.554517216448455e-18 
 5.649999999999541e-01  3.582730625910441e-07  3.582730625914814e-07  3.582730625912628e-07 -4.372807590200326e-19 
 5.650999999999541e-01  3.582730614601120e-07  3.582730614609128e-07  3.582730614605124e-07 -8.007637725105342e-19 
 5.651999999999541e-01  3.582730603190849e-07  3.582730603182165e-07  3.582730603186506e-07  8.683675896132680e-19 
 5.652999999999541e-01  3.582730591397247e-07  3.582730591422180e-07  3.582730591409713e-07 -2.493294419802236e-18 
 5.653999999999541e-01  3.582730579978216e-07  3.582730579998849e-07  3.582730579988532e-07 -2.063319319952272e-18 
 5.654999999999540e-01  3.582730568662940e-07  3.582730568683732e-07  3.582730568673336e-07 -2.079254127272494e-18 
 5.655999999999540e-01  3.582730556631720e-07  3.582730556653089e-07  3.582730556642405e-07 -2.136905307244990e-18 
 5.656999999999540e-01  3.582730545773197e-07  3.582730545771760e-07  3.582730545772479e-07  1.436250241188073e-19 
 5.657999999999540e-01  3.582730533878702e-07  3.582730533861148e-07  3.582730533869925e-07  1.755316964506927e-18 
 5.658999999999540e-01  3.582730522573030e-07  3.582730522596204e-07  3.582730522584617e-07 -2.317376264569359e-18 
 5.659999999999540e-01  3.582730510678325e-07  3.582730510676788e-07  3.582730510677556e-07  1.536306008082487e-19 
 5.660999999999540e-01  3.582730499385816e-07  3.582730499355332e-07  3.582730499370574e-07  3.048471577168227e-18 
 5.661999999999540e-01  3.582730487596084e-07  3.582730487582464e-07  3.582730487589274e-07  1.361976039625712e-18 
 5.662999999999540e-01  3.582730476176451e-07  3.582730476183750e-07  3.582730476180100e-07 -7.298777027371899e-19 
 5.663999999999539e-01  3.582730464332364e-07  3.582730464340424e-07  3.582730464336393e-07 -8.060047888716702e-19 
 5.664999999999539e-01  3.582730453097953e-07  3.582730453113158e-07  3.582730453105556e-07 -1.520424140321469e-18 
 5.665999999999539e-01  3.582730441531252e-07  3.582730441527799e-07  3.582730441529525e-07  3.452718051245342e-19 
 5.666999999999539e-01  3.582730429903667e-07  3.582730429911326e-07  3.582730429907496e-07 -7.658766029954977e-19 
 5.667999999999539e-01  3.582730418309436e-07  3.582730418311291e-07  3.582730418310364e-07 -1.854472758894884e-19 
 5.668999999999539e-01  3.582730406882618e-07  3.582730406866414e-07  3.582730406874516e-07  1.620374028097477e-18 
 5.669999999999539e-01  3.582730395325873e-07  3.582730395313220e-07  3.582730395319546e-07  1.265308404520315e-18 
 5.670999999999539e-01  3.582730383944396e-07  3.582730383928872e-07  3.582730383936634e-07  1.552346694521116e-18 
 5.671999999999539e-01  3.582730372333848e-07  3.582730372332375e-07  3.582730372333111e-07  1.473307932630449e-19 
 5.672999999999538e-01  3.582730360710572e-07  3.582730360686820e-07  3.582730360698696e-07  2.375186263219465e-18 
 5.673999999999538e-01  3.582730349001667e-07  3.582730348971523e-07  3.582730348986595e-07  3.014325561482038e-18 
 5.674999999999538e-01  3.582730337374711e-07  3.582730337372186e-07  3.582730337373449e-07  2.524687578409849e-19 
 5.675999999999538e-01  3.582730325958073e-07  3.582730325960951e-07  3.582730325959512e-07 -2.877794438296485e-19 
 5.676999999999538e-01  3.582730314316926e-07  3.582730314296652e-07  3.582730314306789e-07  2.027426298812371e-18 
 5.677999999999538e-01  3.582730302646284e-07  3.582730302647272e-07  3.582730302646778e-07 -9.883815703273617e-20 
 5.678999999999538e-01  3.582730290838862e-07  3.582730290856773e-07  3.582730290847818e-07 -1.791051166969218e-18 
 5.679999999999538e-01  3.582730279547790e-07  3.582730279528184e-07  3.582730279537987e-07  1.960563635538485e-18 
 5.680999999999538e-01  3.582730268109812e-07  3.582730268103333e-07  3.582730268106572e-07  6.478213859719296e-19 
 5.681999999999537e-01  3.582730256288389e-07  3.582730256301666e-07  3.582730256295027e-07 -1.327777084380319e-18 
 5.682999999999537e-01  3.582730244589833e-07  3.582730244566716e-07  3.582730244578275e-07  2.311764671293799e-18 
 5.683999999999537e-01  3.582730233309388e-07  3.582730233287794e-07  3.582730233298591e-07  2.159351680347229e-18 
 5.684999999999537e-01  3.582730221304993e-07  3.582730221320442e-07  3.582730221312718e-07 -1.544829277114234e-18 
 5.685999999999537e-01  3.582730209957749e-07  3.582730209939468e-07  3.582730209948608e-07  1.828108858411594e-18 
 5.686999999999537e-01  3.582730198202220e-07  3.582730198200135e-07  3.582730198201177e-07  2.084230445837613e-19 
 5.687999999999537e-01  3.582730186627818e-07  3.582730186607611e-07  3.582730186617715e-07  2.020650035234337e-18 
 5.688999999999537e-01  3.582730175279393e-07  3.582730175254965e-07  3.582730175267179e-07  2.442843019881402e-18 
 5.689999999999537e-01  3.582730163484503e-07  3.582730163471861e-07  3.582730163478182e-07  1.264143734217840e-18 
 5.690999999999536e-01  3.582730152285819e-07  3.582730152277554e-07  3.582730152281686e-07  8.264394587241802e-19 
 5.691999999999536e-01  3.582730140736054e-07  3.582730140738693e-07  3.582730140737374e-07 -2.639037026289179e-19 
 5.692999999999536e-01  3.582730129222886e-07  3.582730129210496e-07  3.582730129216691e-07  1.238997443596228e-18 
 5.693999999999536e-01  3.582730117251598e-07  3.582730117249626e-07  3.582730117250612e-07  1.972527975918452e-19 
 5.694999999999536e-01  3.582730105997376e-07  3.582730105994388e-07  3.582730105995882e-07  2.988438117031578e-19 
 5.695999999999536e-01  3.582730094378635e-07  3.582730094353132e-07  3.582730094365884e-07  2.550363264623495e-18 
 5.696999999999536e-01  3.582730082664535e-07  3.582730082647204e-07  3.582730082655869e-07  1.733082349641502e-18 
 5.697999999999536e-01  3.582730070945910e-07  3.582730070937000e-07  3.582730070941455e-07  8.909727813931172e-19 
 5.698999999999536e-01  3.582730059323415e-07  3.582730059327391e-07  3.582730059325403e-07 -3.975760896174872e-19 
 5.699999999999535e-01  3.582730047827003e-07  3.582730047806538e-07  3.582730047816771e-07  2.046484540125593e-18 
 5.700999999999535e-01  3.582730036505650e-07  3.582730036487005e-07  3.582730036496327e-07  1.864478335584325e-18 
 5.701999999999535e-01  3.582730024892168e-07  3.582730024883710e-07  3.582730024887939e-07  8.458682769518257e-19 
 5.702999999999535e-01  3.582730013092200e-07  3.582730013076382e-07  3.582730013084291e-07  1.581781089438202e-18 
 5.703999999999535e-01  3.582730001227152e-07  3.582730001224469e-07  3.582730001225810e-07  2.682447464835962e-19 
 5.704999999999535e-01  3.582729989998228e-07  3.582729989994454e-07  3.582729989996341e-07  3.774061175609942e-19 
 5.705999999999535e-01  3.582729978009681e-07  3.582729978029539e-07  3.582729978019610e-07 -1.985868744837707e-18 
 5.706999999999535e-01  3.582729966440303e-07  3.582729966448183e-07  3.582729966444243e-07 -7.880582783017197e-19 
 5.707999999999535e-01  3.582729954780759e-07  3.582729954782124e-07  3.582729954781442e-07 -1.365311231855525e-19 
 5.708999999999534e-01  3.582729943267858e-07  3.582729943250495e-07  3.582729943259177e-07  1.736311662752909e-18 
 5.709999999999534e-01  3.582729931898687e-07  3.582729931898083e-07  3.582729931898385e-07  6.040403705107229e-20 
 5.710999999999534e-01  3.582729920177679e-07  3.582729920160814e-07  3.582729920169247e-07  1.686495537542515e-18 
 5.711999999999534e-01  3.582729908951824e-07  3.582729908928718e-07  3.582729908940271e-07  2.310547061432121e-18 
 5.712999999999534e-01  3.582729896685880e-07  3.582729896704473e-07  3.582729896695177e-07 -1.859290258782393e-18 
 5.713999999999534e-01  3.582729885381911e-07  3.582729885391507e-07  3.582729885386709e-07 -9.596353896799189e-19 
 5.714999999999534e-01  3.582729873491572e-07  3.582729873471804e-07  3.582729873481688e-07  1.976763140654723e-18 
 5.715999999999534e-01  3.582729862155987e-07  3.582729862171199e-07  3.582729862163593e-07 -1.521271173268723e-18 
 5.716999999999534e-01  3.582729850378947e-07  3.582729850390944e-07  3.582729850384945e-07 -1.199716290667310e-18 
 5.717999999999533e-01  3.582729838706121e-07  3.582729838683959e-07  3.582729838695040e-07  2.216155827372470e-18 
 5.718999999999533e-01  3.582729827024373e-07  3.582729826998076e-07  3.582729827011224e-07  2.629719663869382e-18 
 5.719999999999533e-01  3.582729815400189e-07  3.582729815392857e-07  3.582729815396523e-07  7.332128949670037e-19 
 5.720999999999533e-01  3.582729803917662e-07  3.582729803890709e-07  3.582729803904186e-07  2.695364717281590e-18 
 5.721999999999533e-01  3.582729792027524e-07  3.582729792039301e-07  3.582729792033412e-07 -1.177693434038698e-18 
 5.722999999999533e-01  3.582729780880205e-07  3.582729780872962e-07  3.582729780876583e-07  7.242661094616302e-19 
 5.723999999999533e-01  3.582729769377063e-07  3.582729769374136e-07  3.582729769375600e-07  2.927028228355642e-19 
 5.724999999999533e-01  3.582729757196061e-07  3.582729757202336e-07  3.582729757199199e-07 -6.274925952378264e-19 
 5.725999999999533e-01  3.582729745649638e-07  3.582729745622187e-07  3.582729745635912e-07  2.745127902932781e-18 
 5.726999999999532e-01  3.582729734314941e-07  3.582729734331085e-07  3.582729734323013e-07 -1.614338918348290e-18 
 5.727999999999532e-01  3.582729722440883e-07  3.582729722429154e-07  3.582729722435018e-07  1.172928873710392e-18 
 5.728999999999532e-01  3.582729710726624e-07  3.582729710753992e-07  3.582729710740308e-07 -2.736763452578644e-18 
 5.729999999999532e-01  3.582729699106586e-07  3.582729699121156e-07  3.582729699113871e-07 -1.457002548395803e-18 
 5.730999999999532e-01  3.582729687408589e-07  3.582729687383543e-07  3.582729687396066e-07  2.504570545912559e-18 
 5.731999999999532e-01  3.582729676063090e-07  3.582729676077412e-07  3.582729676070251e-07 -1.432120955570208e-18 
 5.732999999999532e-01  3.582729664447500e-07  3.582729664425585e-07  3.582729664436543e-07  2.191485992783689e-18 
 5.733999999999532e-01  3.582729652985686e-07  3.582729652992815e-07  3.582729652989250e-07 -7.129370437921039e-19 
 5.734999999999532e-01  3.582729641002153e-07  3.582729640985263e-07  3.582729640993708e-07  1.688930757265871e-18 
 5.735999999999531e-01  3.582729628979974e-07  3.582729628985294e-07  3.582729628982634e-07 -5.319366908757006e-19 
 5.736999999999531e-01  3.582729617594251e-07  3.582729617576391e-07  3.582729617585321e-07  1.785968969285692e-18 
 5.737999999999531e-01  3.582729606138584e-07  3.582729606131217e-07  3.582729606134901e-07  7.366539663152243e-19 
 5.738999999999531e-01  3.582729594460790e-07  3.582729594432857e-07  3.582729594446823e-07  2.793355841367072e-18 
 5.739999999999531e-01  3.582729582811014e-07  3.582729582780164e-07  3.582729582795589e-07  3.084999873018569e-18 
 5.740999999999531e-01  3.582729570729858e-07  3.582729570727115e-07  3.582729570728487e-07  2.743327957919865e-19 
 5.741999999999531e-01  3.582729559360983e-07  3.582729559374370e-07  3.582729559367676e-07 -1.338735573135422e-18 
 5.742999999999531e-01  3.582729547952675e-07  3.582729547946566e-07  3.582729547949621e-07  6.108695736479607e-19 
 5.743999999999531e-01  3.582729535954217e-07  3.582729535941384e-07  3.582729535947800e-07  1.283307854649468e-18 
 5.744999999999530e-01  3.582729524510936e-07  3.582729524515936e-07  3.582729524513436e-07 -4.999082575576474e-19 
 5.745999999999530e-01  3.582729512632930e-07  3.582729512648982e-07  3.582729512640956e-07 -1.605180374606103e-18 
 5.746999999999530e-01  3.582729501184018e-07  3.582729501198807e-07  3.582729501191413e-07 -1.478866586346805e-18 
 5.747999999999530e-01  3.582729489629780e-07  3.582729489632897e-07  3.582729489631339e-07 -3.116551850303791e-19 
 5.748999999999530e-01  3.582729477570622e-07  3.582729477547058e-07  3.582729477558840e-07  2.356339780143057e-18 
 5.749999999999530e-01  3.582729466181786e-07  3.582729466164187e-07  3.582729466172987e-07  1.759869766598419e-18 
 5.750999999999530e-01  3.582729454295257e-07  3.582729454284776e-07  3.582729454290017e-07  1.048044453549586e-18 
 5.751999999999530e-01  3.582729442678112e-07  3.582729442686213e-07  3.582729442682162e-07 -8.100811349303315e-19 
 5.752999999999530e-01  3.582729430936007e-07  3.582729430944661e-07  3.582729430940334e-07 -8.653500347386746e-19 
 5.753999999999529e-01  3.582729419480641e-07  3.582729419480878e-07  3.582729419480760e-07 -2.361104340471362e-20 
 5.754999999999529e-01  3.582729407839058e-07  3.582729407835186e-07  3.582729407837122e-07  3.871999360136220e-19 
 5.755999999999529e-01  3.582729396382881e-07  3.582729396368583e-07  3.582729396375732e-07  1.429791614965259e-18 
 5.756999999999529e-01  3.582729384709954e-07  3.582729384703455e-07  3.582729384706705e-07  6.499389683400653e-19 
 5.757999999999529e-01  3.582729372884519e-07  3.582729372863250e-07  3.582729372873884e-07  2.126846790996345e-18 
 5.758999999999529e-01  3.582729361380287e-07  3.582729361359398e-07  3.582729361369843e-07  2.088836187488308e-18 
 5.759999999999529e-01  3.582729349698883e-07  3.582729349683554e-07  3.582729349691218e-07  1.532917876293470e-18 
 5.760999999999529e-01  3.582729337979652e-07  3.582729337968755e-07  3.582729337974203e-07  1.089654947083454e-18 
 5.761999999999529e-01  3.582729326224218e-07  3.582729326228768e-07  3.582729326226494e-07 -4.550155113531695e-19 
 5.762999999999528e-01  3.582729314415291e-07  3.582729314411298e-07  3.582729314413295e-07  3.993230950711992e-19 
 5.763999999999528e-01  3.582729302723629e-07  3.582729302745916e-07  3.582729302734773e-07 -2.228702502903674e-18 
 5.764999999999528e-01  3.582729291079215e-07  3.582729291069314e-07  3.582729291074264e-07  9.901285757810737e-19 
 5.765999999999528e-01  3.582729279552447e-07  3.582729279546911e-07  3.582729279549679e-07  5.536419101490921e-19 
 5.766999999999528e-01  3.582729267852778e-07  3.582729267847802e-07  3.582729267850290e-07  4.975789169526981e-19 
 5.767999999999528e-01  3.582729256065548e-07  3.582729256059662e-07  3.582729256062605e-07  5.886349587825353e-19 
 5.768999999999528e-01  3.582729244125057e-07  3.582729244115156e-07  3.582729244120107e-07  9.901285757810737e-19 
 5.769999999999528e-01  3.582729232506242e-07  3.582729232499023e-07  3.582729232502632e-07  7.219367688566809e-19 
 5.770999999999528e-01  3.582729220968712e-07  3.582729220978338e-07  3.582729220973525e-07 -9.625470654361055e-19 
 5.771999999999528e-01  3.582729209323394e-07  3.582729209312901e-07  3.582729209318147e-07  1.049367942529671e-18 
 5.772999999999527e-01  3.582729198046841e-07  3.582729198043317e-07  3.582729198045079e-07  3.524186456169923e-19 
 5.773999999999527e-01  3.582729185952177e-07  3.582729185945635e-07  3.582729185948906e-07  6.541741330763368e-19 
 5.774999999999527e-01  3.582729174209326e-07  3.582729174216863e-07  3.582729174213095e-07 -7.537534439379205e-19 
 5.775999999999527e-01  3.582729162583342e-07  3.582729162609364e-07  3.582729162596353e-07 -2.602244032642821e-18 
 5.776999999999527e-01  3.582729150646178e-07  3.582729150661587e-07  3.582729150653882e-07 -1.540858810173979e-18 
 5.777999999999527e-01  3.582729139094740e-07  3.582729139097296e-07  3.582729139096018e-07 -2.555921918339851e-19 
 5.778999999999527e-01  3.582729127270485e-07  3.582729127253913e-07  3.582729127262199e-07  1.657167021743835e-18 
 5.779999999999527e-01  3.582729115520933e-07  3.582729115544696e-07  3.582729115532814e-07 -2.376297993962736e-18 
 5.780999999999527e-01  3.582729104070552e-07  3.582729104086179e-07  3.582729104078365e-07 -1.562616969006574e-18 
 5.781999999999526e-01  3.582729092471336e-07  3.582729092480445e-07  3.582729092475890e-07 -9.109309952127966e-19 
 5.782999999999526e-01  3.582729080533667e-07  3.582729080532226e-07  3.582729080532946e-07  1.441014801516378e-19 
 5.783999999999526e-01  3.582729068843143e-07  3.582729068839526e-07  3.582729068841335e-07  3.616830684775862e-19 
 5.784999999999526e-01  3.582729057270527e-07  3.582729057281112e-07  3.582729057275819e-07 -1.058420607153452e-18 
 5.785999999999526e-01  3.582729045667124e-07  3.582729045658379e-07  3.582729045662751e-07  8.745085784808617e-19 
 5.786999999999526e-01  3.582729033968156e-07  3.582729033980617e-07  3.582729033974386e-07 -1.246144284088686e-18 
 5.787999999999526e-01  3.582729021975639e-07  3.582729021995581e-07  3.582729021985610e-07 -1.994180255632640e-18 
 5.788999999999526e-01  3.582729010488502e-07  3.582729010478423e-07  3.582729010483463e-07  1.007916267673414e-18 
 5.789999999999526e-01  3.582728998653882e-07  3.582728998624215e-07  3.582728998639049e-07  2.966732897758187e-18 
 5.790999999999525e-01  3.582728986872103e-07  3.582728986860787e-07  3.582728986866445e-07  1.131636017531745e-18 
 5.791999999999525e-01  3.582728975528706e-07  3.582728975522715e-07  3.582728975525711e-07  5.990640519456039e-19 
 5.792999999999525e-01  3.582728963358051e-07  3.582728963377590e-07  3.582728963367820e-07 -1.953893251078857e-18 
 5.793999999999525e-01  3.582728951728450e-07  3.582728951739030e-07  3.582728951733740e-07 -1.057997090679825e-18 
 5.794999999999525e-01  3.582728940031576e-07  3.582728940031102e-07  3.582728940031339e-07  4.738090548703743e-20 
 5.795999999999525e-01  3.582728928416808e-07  3.582728928433230e-07  3.582728928425019e-07 -1.642291005607682e-18 
 5.796999999999525e-01  3.582728916449832e-07  3.582728916431394e-07  3.582728916440614e-07  1.843831907495002e-18 
 5.797999999999525e-01  3.582728905153207e-07  3.582728905153888e-07  3.582728905153548e-07 -6.813321269476778e-20 
 5.798999999999525e-01  3.582728893150430e-07  3.582728893141301e-07  3.582728893145866e-07  9.129426984625256e-19 
 5.799999999999524e-01  3.582728881428815e-07  3.582728881451579e-07  3.582728881440197e-07 -2.276401045745932e-18 
 5.800999999999524e-01  3.582728869538466e-07  3.582728869539085e-07  3.582728869538776e-07 -6.188634470876732e-20 
 5.801999999999524e-01  3.582728857978610e-07  3.582728857952466e-07  3.582728857965538e-07  2.614367191700398e-18 
 5.802999999999524e-01  3.582728846165636e-07  3.582728846038811e-07  3.582728846102224e-07  1.268246550056103e-17 
 5.803999999999524e-01  3.582728834547321e-07  3.582728834479600e-07  3.582728834513461e-07  6.772134292416538e-18 
 5.804999999999524e-01  3.582728822908421e-07  3.582728822890769e-07  3.582728822899595e-07  1.765163722518759e-18 
 5.805999999999524e-01  3.582728810935321e-07  3.582728810964358e-07  3.582728810949840e-07 -2.903681882746945e-18 
 5.806999999999524e-01  3.582728799621787e-07  3.582728799619475e-07  3.582728799620631e-07  2.312399946004240e-19 
 5.807999999999524e-01  3.582728787425279e-07  3.582728787445747e-07  3.582728787435513e-07 -2.046802177480813e-18 
 5.808999999999523e-01  3.582728775643209e-07  3.582728775655559e-07  3.582728775649384e-07 -1.234974037096770e-18 
 5.809999999999523e-01  3.582728764191818e-07  3.582728764194422e-07  3.582728764193120e-07 -2.604096917214940e-19 
 5.810999999999523e-01  3.582728752378165e-07  3.582728752403067e-07  3.582728752390616e-07 -2.490276864927643e-18 
 5.811999999999523e-01  3.582728740798234e-07  3.582728740820611e-07  3.582728740809422e-07 -2.237755167527455e-18 
 5.812999999999523e-01  3.582728728497754e-07  3.582728728488239e-07  3.582728728492997e-07  9.514826975625962e-19 
 5.813999999999523e-01  3.582728717058324e-07  3.582728717049797e-07  3.582728717054061e-07  8.527504196482669e-19 
 5.814999999999523e-01  3.582728705306830e-07  3.582728705295494e-07  3.582728705301162e-07  1.133594781222271e-18 
 5.815999999999523e-01  3.582728693521906e-07  3.582728693544328e-07  3.582728693533117e-07 -2.242255030059743e-18 
 5.816999999999523e-01  3.582728681864980e-07  3.582728681872689e-07  3.582728681868835e-07 -7.709588006790235e-19 
 5.817999999999522e-01  3.582728670509176e-07  3.582728670489385e-07  3.582728670499280e-07  1.979145420818876e-18 
 5.818999999999522e-01  3.582728658498463e-07  3.582728658470063e-07  3.582728658484263e-07  2.840048532584466e-18 
 5.819999999999522e-01  3.582728646800638e-07  3.582728646794713e-07  3.582728646797675e-07  5.924995466043831e-19 
 5.820999999999522e-01  3.582728634898204e-07  3.582728634875924e-07  3.582728634887064e-07  2.227961349074827e-18 
 5.821999999999522e-01  3.582728623217406e-07  3.582728623201057e-07  3.582728623209232e-07  1.634932406878410e-18 
 5.822999999999522e-01  3.582728611355312e-07  3.582728611361285e-07  3.582728611358298e-07 -5.973170464918919e-19 
 5.823999999999522e-01  3.582728599657652e-07  3.582728599676040e-07  3.582728599666846e-07 -1.838802649370679e-18 
 5.824999999999522e-01  3.582728587898306e-07  3.582728587896382e-07  3.582728587897344e-07  1.923294185859296e-19 
 5.825999999999522e-01  3.582728576248086e-07  3.582728576242956e-07  3.582728576245520e-07  5.130372682400890e-19 
 5.826999999999521e-01  3.582728564275963e-07  3.582728564284310e-07  3.582728564280136e-07 -8.346980299599096e-19 
 5.827999999999521e-01  3.582728552435955e-07  3.582728552435812e-07  3.582728552435884e-07  1.434662054411971e-20 
 5.828999999999521e-01  3.582728540996618e-07  3.582728540998814e-07  3.582728540997716e-07 -2.195403520164740e-19 
 5.829999999999521e-01  3.582728529207846e-07  3.582728529225738e-07  3.582728529216792e-07 -1.789198282397099e-18 
 5.830999999999521e-01  3.582728517488640e-07  3.582728517466407e-07  3.582728517477523e-07  2.223302667864928e-18 
 5.831999999999521e-01  3.582728505474013e-07  3.582728505480869e-07  3.582728505477441e-07 -6.855672916839493e-19 
 5.832999999999521e-01  3.582728493514879e-07  3.582728493496099e-07  3.582728493505489e-07  1.878030862740394e-18 
 5.833999999999521e-01  3.582728482094771e-07  3.582728482068385e-07  3.582728482081578e-07  2.638560570256349e-18 
 5.834999999999521e-01  3.582728470264771e-07  3.582728470292601e-07  3.582728470278686e-07 -2.782926748204004e-18 
 5.835999999999520e-01  3.582728458788906e-07  3.582728458778707e-07  3.582728458783807e-07  1.019933547612584e-18 
 5.836999999999520e-01  3.582728446842536e-07  3.582728446858989e-07  3.582728446850763e-07 -1.645361500041478e-18 
 5.837999999999520e-01  3.582728434790413e-07  3.582728434797240e-07  3.582728434793826e-07 -6.826556159277627e-19 
 5.838999999999520e-01  3.582728423121148e-07  3.582728423124000e-07  3.582728423122574e-07 -2.851854054286822e-19 
 5.839999999999520e-01  3.582728411229146e-07  3.582728411207064e-07  3.582728411218105e-07  2.208214893491961e-18 
 5.840999999999520e-01  3.582728399383808e-07  3.582728399400684e-07  3.582728399392246e-07 -1.687660207844990e-18 
 5.841999999999520e-01  3.582728387729912e-07  3.582728387746092e-07  3.582728387738002e-07 -1.617938808374120e-18 
 5.842999999999520e-01  3.582728376238450e-07  3.582728376215937e-07  3.582728376227194e-07  2.251307694683524e-18 
 5.843999999999520e-01  3.582728364255887e-07  3.582728364234641e-07  3.582728364245264e-07  2.124623329509802e-18 
 5.844999999999519e-01  3.582728352588557e-07  3.582728352593154e-07  3.582728352590855e-07 -4.596741925630681e-19 
 5.845999999999519e-01  3.582728341030803e-07  3.582728341013976e-07  3.582728341022389e-07  1.682683889279871e-18 
 5.846999999999519e-01  3.582728328934871e-07  3.582728328927349e-07  3.582728328931111e-07  7.522181967210221e-19 
 5.847999999999519e-01  3.582728317344409e-07  3.582728317315461e-07  3.582728317329935e-07  2.894840976359978e-18 
 5.848999999999519e-01  3.582728305357369e-07  3.582728305328741e-07  3.582728305343055e-07  2.862865482601128e-18 
 5.849999999999519e-01  3.582728293330490e-07  3.582728293353508e-07  3.582728293341999e-07 -2.301759094604358e-18 
 5.850999999999519e-01  3.582728281658721e-07  3.582728281653628e-07  3.582728281656174e-07  5.092785595366481e-19 
 5.851999999999519e-01  3.582728269926895e-07  3.582728269913317e-07  3.582728269920106e-07  1.357793814448643e-18 
 5.852999999999519e-01  3.582728258129379e-07  3.582728258104603e-07  3.582728258116991e-07  2.477624310278032e-18 
 5.853999999999518e-01  3.582728246674779e-07  3.582728246678289e-07  3.582728246676534e-07 -3.510422170777041e-19 
 5.854999999999518e-01  3.582728234622711e-07  3.582728234622622e-07  3.582728234622667e-07  8.893845946170154e-21 
 5.855999999999518e-01  3.582728222674646e-07  3.582728222676362e-07  3.582728222675504e-07 -1.715771113781992e-19 
