 frequency              onoise_spectrum       
 7.943282347242747e+00  1.126538159261981e-02 
 8.128305161640922e+00  1.113341483121174e-02 
 8.317637711026638e+00  1.100302078846005e-02 
 8.511380382023690e+00  1.087418085769044e-02 
 8.709635899560730e+00  1.074687591013783e-02 
 8.912509381337378e+00  1.062108705279206e-02 
 9.120108393559018e+00  1.049679633420311e-02 
 9.332543007969829e+00  1.037398506424904e-02 
 9.549925860214275e+00  1.025263548277062e-02 
 9.772372209558020e+00  1.013273003085808e-02 
 9.999999999999911e+00  1.001425044633685e-02 
 1.023292992280745e+01  9.897180265331035e-03 
 1.047128548050890e+01  9.781501864062261e-03 
 1.071519305237597e+01  9.667198275886354e-03 
 1.096478196143175e+01  9.554252302003005e-03 
 1.122018454301953e+01  9.442648021820987e-03 
 1.148153621496872e+01  9.332368836673519e-03 
 1.174897554939519e+01  9.223398555263570e-03 
 1.202264434617402e+01  9.115721173313272e-03 
 1.230268770812370e+01  9.009320870870771e-03 
 1.258925411794155e+01  8.904181809266278e-03 
 1.288249551693122e+01  8.800289130314916e-03 
 1.318256738556395e+01  8.697627145664435e-03 
 1.348962882591641e+01  8.596180359425545e-03 
 1.380384264602872e+01  8.495934420650535e-03 
 1.412537544622741e+01  8.396874175314399e-03 
 1.445439770745913e+01  8.298985399947896e-03 
 1.479108388168193e+01  8.202253463445688e-03 
 1.513561248436193e+01  8.106663904458942e-03 
 1.548816618912466e+01  8.012202969082532e-03 
 1.584893192461098e+01  7.918856330085537e-03 
 1.621810097358914e+01  7.826610710254086e-03 
 1.659586907437544e+01  7.735451741244588e-03 
 1.698243652461728e+01  7.645366095332893e-03 
 1.737800828749359e+01  7.556340752238197e-03 
 1.778279410038905e+01  7.468362315726398e-03 
 1.819700858609966e+01  7.381417704580752e-03 
 1.862087136662849e+01  7.295493976311792e-03 
 1.905460717963228e+01  7.210578324744944e-03 
 1.949844599758026e+01  7.126657597564766e-03 
 1.995262314968860e+01  7.043720536054955e-03 
 2.041737944669509e+01  6.961753294049352e-03 
 2.089296130854019e+01  6.880744535444552e-03 
