 time                   tr_vin                 tr_vout                tr_err                 tr_vin_diff            tr_idd                 tr_iout               
 1.795750000000059e-06  2.000000000000000e+00  1.999980816000691e+00 -1.918399930889159e-05  1.918399930889159e-05  8.397666378355736e-04 -1.483635436749215e-13 
 1.796250000000059e-06  2.000000000000000e+00  1.999980815994149e+00 -1.918400585076974e-05  1.918400585076974e-05  8.397666374615478e-04 -1.366950996811798e-13 
 1.796750000000059e-06  2.000000000000000e+00  1.999980815987022e+00 -1.918401297840155e-05  1.918401297840155e-05  8.397666376002517e-04 -1.225219925517611e-13 
 1.797250000000059e-06  2.000000000000000e+00  1.999980815981897e+00 -1.918401810296899e-05  1.918401810296899e-05  8.397666375189191e-04 -7.874811912591686e-14 
 1.797750000000059e-06  2.000000000000000e+00  1.999980815979147e+00 -1.918402085321347e-05  1.918402085321347e-05  8.397666378684242e-04 -8.164358078766097e-14 
 1.798250000000059e-06  2.000000000000000e+00  1.999980815973733e+00 -1.918402626732707e-05  1.918402626732707e-05  8.397666374689925e-04 -1.042455011211682e-13 
 1.798750000000059e-06  2.000000000000000e+00  1.999980815968722e+00 -1.918403127776358e-05  1.918403127776358e-05  8.397666373317589e-04 -1.028466201097485e-13 
 1.799250000000059e-06  2.000000000000000e+00  1.999980815963448e+00 -1.918403655198908e-05  1.918403655198908e-05  8.397666374924962e-04 -1.132738347554684e-13 
 1.799750000000059e-06  2.000000000000000e+00  1.999980815957395e+00 -1.918404260514706e-05  1.918404260514706e-05  8.397666378503012e-04 -9.276579505893857e-14 
 1.800250000000059e-06  2.000000000000000e+00  1.999980815954171e+00 -1.918404582856859e-05  1.918404582856859e-05  8.397666376126747e-04 -8.727019107338795e-14 
 1.800750000000059e-06  2.000000000000000e+00  1.999980815948668e+00 -1.918405133216616e-05  1.918405133216616e-05  8.397666374404240e-04 -1.153188655701678e-13 
 1.801250000000059e-06  2.000000000000000e+00  1.999980815942640e+00 -1.918405736045514e-05  1.918405736045514e-05  8.397666378875465e-04 -8.965717057340546e-14 
 1.801750000000059e-06  2.000000000000000e+00  1.999980815939702e+00 -1.918406029788322e-05  1.918406029788322e-05  8.397666376453757e-04 -2.378541808806602e-14 
 1.802250000000059e-06  2.000000000000000e+00  1.999980815940261e+00 -1.918405973899695e-05  1.918405973899695e-05  8.397666377226525e-04  3.705258322949550e-14 
 1.802750000000059e-06  2.000000000000000e+00  1.999980815943407e+00 -1.918405659262490e-05  1.918405659262490e-05  8.397666379149662e-04  1.012945283158060e-13 
 1.803250000000059e-06  2.000000000000000e+00  1.999980815950390e+00 -1.918404960954412e-05  1.918404960954412e-05  8.397666380983170e-04  1.451527786829178e-13 
 1.803750000000059e-06  2.000000000000000e+00  1.999980815957923e+00 -1.918404207734703e-05  1.918404207734703e-05  8.397666380739112e-04  2.134559196056601e-13 
 1.804250000000059e-06  2.000000000000000e+00  1.999980815971736e+00 -1.918402826395216e-05  1.918402826395216e-05  8.397666382827333e-04  3.381894764508354e-13 
 1.804750000000059e-06  2.000000000000000e+00  1.999980815991742e+00 -1.918400825839939e-05  1.918400825839939e-05  8.397666382369172e-04  4.172617806847233e-13 
 1.805250000000059e-06  2.000000000000000e+00  1.999980816013462e+00 -1.918398653777409e-05  1.918398653777409e-05  8.397666383861144e-04  4.447975321371972e-13 
 1.805750000000060e-06  2.000000000000000e+00  1.999980816036221e+00 -1.918396377864617e-05  1.918396377864617e-05  8.397666386630928e-04  4.629541194861416e-13 
 1.806250000000060e-06  2.000000000000000e+00  1.999980816059758e+00 -1.918394024236214e-05  1.918394024236214e-05  8.397666385475216e-04  5.133560243508808e-13 
 1.806750000000060e-06  2.000000000000000e+00  1.999980816087557e+00 -1.918391244304374e-05  1.918391244304374e-05  8.397666381982772e-04  5.618749909757524e-13 
 1.807250000000060e-06  2.000000000000000e+00  1.999980816115945e+00 -1.918388405486304e-05  1.918388405486304e-05  8.397666385067483e-04  5.559130933364860e-13 
 1.807750000000060e-06  2.000000000000000e+00  1.999980816143148e+00 -1.918385685173440e-05  1.918385685173440e-05  8.397666379782321e-04  5.246425516160425e-13 
 1.808250000000060e-06  2.000000000000000e+00  1.999980816168409e+00 -1.918383159060788e-05  1.918383159060788e-05  8.397666385393570e-04  5.241118650208217e-13 
 1.808750000000060e-06  2.000000000000000e+00  1.999980816195559e+00 -1.918380444054790e-05  1.918380444054790e-05  8.397666384686574e-04  5.434519501078132e-13 
 1.809250000000060e-06  2.000000000000000e+00  1.999980816222755e+00 -1.918377724541287e-05  1.918377724541287e-05  8.397666386472769e-04  4.667843889028004e-13 
 1.809750000000060e-06  2.000000000000000e+00  1.999980816242238e+00 -1.918375776210901e-05  1.918375776210901e-05  8.397666384103350e-04  3.527178549282250e-13 
 1.810250000000060e-06  2.000000000000000e+00  1.999980816258026e+00 -1.918374197362738e-05  1.918374197362738e-05  8.397666381279573e-04  3.209765786468651e-13 
 1.810750000000060e-06  2.000000000000000e+00  1.999980816274336e+00 -1.918372566445115e-05  1.918372566445115e-05  8.397666385297090e-04  3.511013701991120e-13 
 1.811250000000060e-06  2.000000000000000e+00  1.999980816293137e+00 -1.918370686349036e-05  1.918370686349036e-05  8.397666382092588e-04  3.282507598854268e-13 
 1.811750000000060e-06  2.000000000000000e+00  1.999980816307161e+00 -1.918369283937515e-05  1.918369283937515e-05  8.397666377528458e-04  2.388911290966191e-13 
 1.812250000000060e-06  2.000000000000000e+00  1.999980816317026e+00 -1.918368297437745e-05  1.918368297437745e-05  8.397666380557964e-04  1.951172556862989e-13 
 1.812750000000060e-06  2.000000000000000e+00  1.999980816326672e+00 -1.918367332764959e-05  1.918367332764959e-05  8.397666381105845e-04  2.132383158980380e-13 
 1.813250000000060e-06  2.000000000000000e+00  1.999980816338349e+00 -1.918366165054586e-05  1.918366165054586e-05  8.397666381555353e-04  2.468980575524959e-13 
 1.813750000000060e-06  2.000000000000000e+00  1.999980816351362e+00 -1.918364863784383e-05  1.918364863784383e-05  8.397666380658188e-04  2.439337620863472e-13 
 1.814250000000060e-06  2.000000000000000e+00  1.999980816362743e+00 -1.918363725716965e-05  1.918363725716965e-05  8.397666379342442e-04  1.856803599772182e-13 
 1.814750000000060e-06  2.000000000000000e+00  1.999980816369930e+00 -1.918363006980783e-05  1.918363006980783e-05  8.397666377949780e-04  1.588928988450088e-13 
 1.815250000000060e-06  2.000000000000000e+00  1.999980816378632e+00 -1.918362136787977e-05  1.918362136787977e-05  8.397666382367349e-04  1.631583756978525e-13 
 1.815750000000060e-06  2.000000000000000e+00  1.999980816386246e+00 -1.918361375397026e-05  1.918361375397026e-05  8.397666382463450e-04  1.868527554818180e-13 
 1.816250000000060e-06  2.000000000000000e+00  1.999980816397317e+00 -1.918360268260422e-05  1.918360268260422e-05  8.397666381895747e-04  2.244782137956381e-13 
 1.816750000000060e-06  2.000000000000000e+00  1.999980816408694e+00 -1.918359130614888e-05  1.918359130614888e-05  8.397666380522946e-04  2.423417022592098e-13 
 1.817250000000060e-06  2.000000000000000e+00  1.999980816421552e+00 -1.918357844843399e-05  1.918357844843399e-05  8.397666384341874e-04  2.503353080362765e-13 
 1.817750000000060e-06  2.000000000000000e+00  1.999980816433727e+00 -1.918356627261808e-05  1.918356627261808e-05  8.397666381654128e-04  1.985722697392399e-13 
 1.818250000000060e-06  2.000000000000000e+00  1.999980816441409e+00 -1.918355859120702e-05  1.918355859120702e-05  8.397666379750935e-04  1.968114560055588e-13 
 1.818750000000061e-06  2.000000000000000e+00  1.999980816453409e+00 -1.918354659147248e-05  1.918354659147248e-05  8.397666381287996e-04  1.862332510376075e-13 
 1.819250000000061e-06  2.000000000000000e+00  1.999980816460032e+00 -1.918353996788191e-05  1.918353996788191e-05  8.397666381523648e-04  1.072053557102069e-13 
 1.819750000000061e-06  2.000000000000000e+00  1.999980816464129e+00 -1.918353587093691e-05  1.918353587093691e-05  8.397666378396935e-04  8.822720332222864e-14 
 1.820250000000061e-06  2.000000000000000e+00  1.999980816468855e+00 -1.918353114516158e-05  1.918353114516158e-05  8.397666383459077e-04  9.735101613688382e-14 
 1.820750000000061e-06  2.000000000000000e+00  1.999980816473864e+00 -1.918352613583529e-05  1.918352613583529e-05  8.397666384444933e-04  1.247624226232458e-13 
 1.821250000000061e-06  2.000000000000000e+00  1.999980816481331e+00 -1.918351866891932e-05  1.918351866891932e-05  8.397666381991425e-04  1.524980142163822e-13 
 1.821750000000061e-06  2.000000000000000e+00  1.999980816489114e+00 -1.918351088603387e-05  1.918351088603387e-05  8.397666384168969e-04  1.571121011062589e-13 
 1.822250000000061e-06  2.000000000000000e+00  1.999980816497042e+00 -1.918350295770921e-05  1.918350295770921e-05  8.397666383919226e-04  1.541966554437205e-13 
 1.822750000000061e-06  2.000000000000000e+00  1.999980816504534e+00 -1.918349546636833e-05  1.918349546636833e-05  8.397666384007713e-04  1.625788392768222e-13 
 1.823250000000061e-06  2.000000000000000e+00  1.999980816513300e+00 -1.918348669982528e-05  1.918348669982528e-05  8.397666383741331e-04  1.465805254891578e-13 
 1.823750000000061e-06  2.000000000000000e+00  1.999980816519192e+00 -1.918348080831578e-05  1.918348080831578e-05  8.397666381048360e-04  1.276934114068853e-13 
 1.824250000000061e-06  2.000000000000000e+00  1.999980816526070e+00 -1.918347393048414e-05  1.918347393048414e-05  8.397666381461357e-04  1.289923723363220e-13 
 1.824750000000061e-06  2.000000000000000e+00  1.999980816532091e+00 -1.918346790907854e-05  1.918346790907854e-05  8.397666379679332e-04  1.179323305678308e-13 
 1.825250000000061e-06  2.000000000000000e+00  1.999980816537863e+00 -1.918346213725108e-05  1.918346213725108e-05  8.397666381702787e-04  1.221200918141873e-13 
 1.825750000000061e-06  2.000000000000000e+00  1.999980816544303e+00 -1.918345569706936e-05  1.918345569706936e-05  8.397666383035210e-04  1.299471641394468e-13 
 1.826250000000061e-06  2.000000000000000e+00  1.999980816550857e+00 -1.918344914253467e-05  1.918344914253467e-05  8.397666381566337e-04  1.056843501665521e-13 
 1.826750000000061e-06  2.000000000000000e+00  1.999980816554871e+00 -1.918344512863435e-05  1.918344512863435e-05  8.397666380846959e-04  7.143396984860465e-14 
 1.827250000000061e-06  2.000000000000000e+00  1.999980816558001e+00 -1.918344199913768e-05  1.918344199913768e-05  8.397666383660837e-04  5.656586310062076e-14 
 1.827750000000061e-06  2.000000000000000e+00  1.999980816560528e+00 -1.918343947204804e-05  1.918343947204804e-05  8.397666380400956e-04  7.982947637204747e-14 
 1.828250000000061e-06  2.000000000000000e+00  1.999980816565984e+00 -1.918343401619005e-05  1.918343401619005e-05  8.397666383239266e-04  1.281308392714830e-13 
 1.828750000000061e-06  2.000000000000000e+00  1.999980816573341e+00 -1.918342665896411e-05  1.918342665896411e-05  8.397666384108406e-04  1.367150837022567e-13 
 1.829250000000061e-06  2.000000000000000e+00  1.999980816579655e+00 -1.918342034468168e-05  1.918342034468168e-05  8.397666382356300e-04  1.292432827429235e-13 
 1.829750000000061e-06  2.000000000000000e+00  1.999980816586265e+00 -1.918341373463583e-05  1.918341373463583e-05  8.397666381919249e-04  1.086775114215137e-13 
 1.830250000000061e-06  2.000000000000000e+00  1.999980816590523e+00 -1.918340947693054e-05  1.918340947693054e-05  8.397666380437595e-04  6.008082921570677e-14 
 1.830750000000061e-06  2.000000000000000e+00  1.999980816592273e+00 -1.918340772655291e-05  1.918340772655291e-05  8.397666384292532e-04  5.524469770246582e-14 
 1.831250000000061e-06  2.000000000000000e+00  1.999980816596048e+00 -1.918340395246076e-05  1.918340395246076e-05  8.397666380527784e-04  7.498890397511814e-14 
 1.831750000000061e-06  2.000000000000000e+00  1.999980816599772e+00 -1.918340022766252e-05  1.918340022766252e-05  8.397666381027805e-04  1.161382101589088e-13 
 1.832250000000062e-06  2.000000000000000e+00  1.999980816607661e+00 -1.918339233863975e-05  1.918339233863975e-05  8.397666381063591e-04  1.819344674823454e-13 
 1.832750000000062e-06  2.000000000000000e+00  1.999980816617966e+00 -1.918338203421577e-05  1.918338203421577e-05  8.397666381400747e-04  2.160982504060058e-13 
 1.833250000000062e-06  2.000000000000000e+00  1.999980816629271e+00 -1.918337072881471e-05  1.918337072881471e-05  8.397666382140323e-04  2.266387078012052e-13 
 1.833750000000062e-06  2.000000000000000e+00  1.999980816640630e+00 -1.918335937034499e-05  1.918335937034499e-05  8.397666380305295e-04  2.274269661482413e-13 
 1.834250000000062e-06  2.000000000000000e+00  1.999980816652014e+00 -1.918334798611809e-05  1.918334798611809e-05  8.397666379289007e-04  1.844790986700086e-13 
 1.834750000000062e-06  2.000000000000000e+00  1.999980816659078e+00 -1.918334092243512e-05  1.918334092243512e-05  8.397666380776399e-04  1.091549073248543e-13 
 1.835250000000062e-06  2.000000000000000e+00  1.999980816662929e+00 -1.918333707062736e-05  1.918333707062736e-05  8.397666380381213e-04  1.008326755418174e-13 
 1.835750000000062e-06  2.000000000000000e+00  1.999980816669161e+00 -1.918333083916757e-05  1.918333083916757e-05  8.397666379386181e-04  1.365330071178798e-13 
 1.836250000000062e-06  2.000000000000000e+00  1.999980816676583e+00 -1.918332341732665e-05  1.918332341732665e-05  8.397666379763001e-04  1.036637442514603e-13 
 1.836750000000062e-06  2.000000000000000e+00  1.999980816679527e+00 -1.918332047279314e-05  1.918332047279314e-05  8.397666379971219e-04  7.058797991208611e-14 
 1.837250000000062e-06  2.000000000000000e+00  1.999980816683641e+00 -1.918331635852866e-05  1.918331635852866e-05  8.397666379708813e-04  4.911848704876573e-14 
 1.837750000000062e-06  2.000000000000000e+00  1.999980816684439e+00 -1.918331556094444e-05  1.918331556094444e-05  8.397666379213640e-04  1.989297615466407e-14 
 1.838250000000062e-06  2.000000000000000e+00  1.999980816685631e+00 -1.918331436923104e-05  1.918331436923104e-05  8.397666377994834e-04  4.326983215218213e-14 
 1.838750000000062e-06  2.000000000000000e+00  1.999980816688766e+00 -1.918331123396122e-05  1.918331123396122e-05  8.397666380521812e-04  5.280220705147035e-14 
 1.839250000000062e-06  2.000000000000000e+00  1.999980816690911e+00 -1.918330908901034e-05  1.918330908901034e-05  8.397666378210734e-04  2.632782879879836e-14 
 1.839750000000062e-06  2.000000000000000e+00  1.999980816691399e+00 -1.918330860117834e-05  1.918330860117834e-05  8.397666379983195e-04  1.026734253177658e-14 
 1.840250000000062e-06  2.000000000000000e+00  1.999980816691938e+00 -1.918330806227608e-05  1.918330806227608e-05  8.397666378924169e-04  5.097255949612215e-14 
 1.840750000000062e-06  2.000000000000000e+00  1.999980816696496e+00 -1.918330350392239e-05  1.918330350392239e-05  8.397666379359446e-04  1.071565058939603e-13 
 1.841250000000062e-06  2.000000000000000e+00  1.999980816702653e+00 -1.918329734662549e-05  1.918329734662549e-05  8.397666379155262e-04  3.243183500851786e-14 
 1.841750000000062e-06  2.000000000000000e+00  1.999980816699739e+00 -1.918330026073889e-05  1.918330026073889e-05  8.397666378224138e-04 -2.473576926288847e-15 
 1.842250000000062e-06  2.000000000000000e+00  1.999980816702406e+00 -1.918329759398318e-05  1.918329759398318e-05  8.397666382188963e-04  9.132694601984509e-15 
 1.842750000000062e-06  2.000000000000000e+00  1.999980816700653e+00 -1.918329934746943e-05  1.918329934746943e-05  8.397666377953820e-04 -2.972067036690858e-14 
 1.843250000000062e-06  2.000000000000000e+00  1.999980816699434e+00 -1.918330056605022e-05  1.918330056605022e-05  8.397666380113294e-04  2.568389945580252e-14 
 1.843750000000062e-06  2.000000000000000e+00  1.999980816703221e+00 -1.918329677907948e-05  1.918329677907948e-05  8.397666379778147e-04  7.963629755533160e-14 
 1.844250000000062e-06  2.000000000000000e+00  1.999980816707398e+00 -1.918329260242047e-05  1.918329260242047e-05  8.397666377793862e-04  8.421707775609566e-14 
 1.844750000000062e-06  2.000000000000000e+00  1.999980816711643e+00 -1.918328835737171e-05  1.918328835737171e-05  8.397666379647105e-04  8.581801935733299e-14 
 1.845250000000063e-06  2.000000000000000e+00  1.999980816715979e+00 -1.918328402061853e-05  1.918328402061853e-05  8.397666378907227e-04  2.610134333892134e-14 
 1.845750000000063e-06  2.000000000000000e+00  1.999980816714253e+00 -1.918328574723738e-05  1.918328574723738e-05  8.397666378519962e-04  2.093880623193807e-15 
 1.846250000000063e-06  2.000000000000000e+00  1.999980816716189e+00 -1.918328381123047e-05  1.918328381123047e-05  8.397666377542879e-04  2.603028902992106e-14 
 1.846750000000063e-06  2.000000000000000e+00  1.999980816716856e+00 -1.918328314420847e-05  1.918328314420847e-05  8.397666378497815e-04  3.491207323412050e-14 
 1.847250000000063e-06  2.000000000000000e+00  1.999980816719680e+00 -1.918328032002314e-05  1.918328032002314e-05  8.397666379649144e-04  3.348654687485412e-14 
 1.847750000000063e-06  2.000000000000000e+00  1.999980816720204e+00 -1.918327979555379e-05  1.918327979555379e-05  8.397666379473300e-04  8.355538482907936e-15 
 1.848250000000063e-06  2.000000000000000e+00  1.999980816720516e+00 -1.918327948446930e-05  1.918327948446930e-05  8.397666378497776e-04  8.673062268001868e-15 
 1.848750000000063e-06  2.000000000000000e+00  1.999980816721072e+00 -1.918327892824756e-05  1.918327892824756e-05  8.397666378468235e-04 -1.827205054839863e-14 
 1.849250000000063e-06  2.000000000000000e+00  1.999980816718688e+00 -1.918328131167435e-05  1.918328131167435e-05  8.397666378253944e-04 -2.863043135969568e-14 
 1.849750000000063e-06  2.000000000000000e+00  1.999980816718209e+00 -1.918328179129070e-05  1.918328179129070e-05  8.397666379623590e-04  5.928590912685341e-16 
 1.850250000000063e-06  2.000000000000000e+00  1.999980816718748e+00 -1.918328125238844e-05  1.918328125238844e-05  8.397666377934753e-04 -3.976596830002435e-14 
 1.850750000000063e-06  2.000000000000000e+00  1.999980816714232e+00 -1.918328576788753e-05  1.918328576788753e-05  8.397666376867665e-04 -6.348033210915192e-14 
 1.851250000000063e-06  2.000000000000000e+00  1.999980816712400e+00 -1.918328760042165e-05  1.918328760042165e-05  8.397666381748086e-04 -3.635536316431516e-14 
 1.851750000000063e-06  2.000000000000000e+00  1.999980816710597e+00 -1.918328940342384e-05  1.918328940342384e-05  8.397666381354259e-04 -3.077538223914260e-14 
 1.852250000000063e-06  2.000000000000000e+00  1.999980816709322e+00 -1.918329067795987e-05  1.918329067795987e-05  8.397666378529252e-04 -3.312239371903098e-14 
 1.852750000000063e-06  2.000000000000000e+00  1.999980816707284e+00 -1.918329271566321e-05  1.918329271566321e-05  8.397666381090966e-04 -3.632205647379945e-14 
 1.853250000000063e-06  2.000000000000000e+00  1.999980816705690e+00 -1.918329431016552e-05  1.918329431016552e-05  8.397666378301864e-04 -1.331601496447603e-14 
 1.853750000000063e-06  2.000000000000000e+00  1.999980816705953e+00 -1.918329404726471e-05  1.918329404726471e-05  8.397666380891610e-04 -3.099076551222037e-14 
 1.854250000000063e-06  2.000000000000000e+00  1.999980816702591e+00 -1.918329740924207e-05  1.918329740924207e-05  8.397666378664248e-04 -1.341593500044053e-14 
 1.854750000000063e-06  2.000000000000000e+00  1.999980816704611e+00 -1.918329538885821e-05  1.918329538885821e-05  8.397666379378224e-04  8.364420287185954e-15 
 1.855250000000063e-06  2.000000000000000e+00  1.999980816703427e+00 -1.918329657280005e-05  1.918329657280005e-05  8.397666379625139e-04  1.104005775157235e-14 
 1.855750000000063e-06  2.000000000000000e+00  1.999980816705715e+00 -1.918329428485244e-05  1.918329428485244e-05  8.397666381612004e-04  6.544542686165855e-14 
 1.856250000000063e-06  2.000000000000000e+00  1.999980816709972e+00 -1.918329002825736e-05  1.918329002825736e-05  8.397666378998116e-04  7.626566045393701e-14 
 1.856750000000063e-06  2.000000000000000e+00  1.999980816713342e+00 -1.918328665828639e-05  1.918328665828639e-05  8.397666379447690e-04  4.217071137704548e-14 
 1.857250000000063e-06  2.000000000000000e+00  1.999980816714189e+00 -1.918328581118622e-05  1.918328581118622e-05  8.397666379886512e-04  4.298117417731943e-14 
 1.857750000000063e-06  2.000000000000000e+00  1.999980816717640e+00 -1.918328236016897e-05  1.918328236016897e-05  8.397666379307088e-04  3.155475878576684e-14 
 1.858250000000063e-06  2.000000000000000e+00  1.999980816717344e+00 -1.918328265571034e-05  1.918328265571034e-05  8.397666378699368e-04  2.670086372214015e-14 
 1.858750000000064e-06  2.000000000000000e+00  1.999980816720310e+00 -1.918327969008260e-05  1.918327969008260e-05  8.397666376282941e-04  8.885780999433197e-14 
 1.859250000000064e-06  2.000000000000000e+00  1.999980816726230e+00 -1.918327376992934e-05  1.918327376992934e-05  8.397666379720837e-04  5.327738248576200e-14 
 1.859750000000064e-06  2.000000000000000e+00  1.999980816725638e+00 -1.918327436234435e-05  1.918327436234435e-05  8.397666381088542e-04  2.561062473057957e-14 
 1.860250000000064e-06  2.000000000000000e+00  1.999980816728791e+00 -1.918327120886687e-05  1.918327120886687e-05  8.397666379824836e-04  1.303623873406606e-14 
 1.860750000000064e-06  2.000000000000000e+00  1.999980816726941e+00 -1.918327305872047e-05  1.918327305872047e-05  8.397666378638455e-04 -2.059241665950496e-14 
 1.861250000000064e-06  2.000000000000000e+00  1.999980816726732e+00 -1.918327326810854e-05  1.918327326810854e-05  8.397666379775979e-04  4.496847337605767e-14 
 1.861750000000064e-06  2.000000000000000e+00  1.999980816731438e+00 -1.918326856187313e-05  1.918326856187313e-05  8.397666381048356e-04  1.075539657361470e-13 
 1.862250000000064e-06  2.000000000000000e+00  1.999980816737487e+00 -1.918326251271196e-05  1.918326251271196e-05  8.397666381185072e-04  7.064793195683829e-14 
 1.862750000000064e-06  2.000000000000000e+00  1.999980816738503e+00 -1.918326149707994e-05  1.918326149707994e-05  8.397666378079174e-04  1.788791337397898e-14 
 1.863250000000064e-06  2.000000000000000e+00  1.999980816739276e+00 -1.918326072392063e-05  1.918326072392063e-05  8.397666378466492e-04  1.876498956207789e-14 
 1.863750000000064e-06  2.000000000000000e+00  1.999980816740379e+00 -1.918325962058098e-05  1.918325962058098e-05  8.397666379620950e-04  3.098854506707605e-14 
 1.864250000000064e-06  2.000000000000000e+00  1.999980816742375e+00 -1.918325762506612e-05  1.918325762506612e-05  8.397666379970644e-04  7.176481628737125e-15 
 1.864750000000064e-06  2.000000000000000e+00  1.999980816741097e+00 -1.918325890293282e-05  1.918325890293282e-05  8.397666377815928e-04  1.088240607740271e-14 
 1.865250000000064e-06  2.000000000000000e+00  1.999980816743463e+00 -1.918325653682551e-05  1.918325653682551e-05  8.397666378796048e-04  3.895106459437042e-14 
 1.865750000000064e-06  2.000000000000000e+00  1.999980816744992e+00 -1.918325500782636e-05  1.918325500782636e-05  8.397666377570063e-04  3.445244089955186e-14 
 1.866250000000064e-06  2.000000000000000e+00  1.999980816746908e+00 -1.918325309158142e-05  1.918325309158142e-05  8.397666381677010e-04  4.662936720411205e-15 
 1.866750000000064e-06  2.000000000000000e+00  1.999980816745458e+00 -1.918325454153269e-05  1.918325454153269e-05  8.397666375955489e-04 -2.382538611989946e-15 
 1.867250000000064e-06  2.000000000000000e+00  1.999980816746670e+00 -1.918325332983528e-05  1.918325332983528e-05  8.397666379513619e-04  6.128431088349295e-15 
 1.867750000000064e-06  2.000000000000000e+00  1.999980816746071e+00 -1.918325392868958e-05  1.918325392868958e-05  8.397666379531176e-04 -5.014877402501556e-14 
 1.868250000000064e-06  2.000000000000000e+00  1.999980816741655e+00 -1.918325834471268e-05  1.918325834471268e-05  8.397666380700834e-04 -9.341194484450530e-14 
 1.868750000000064e-06  2.000000000000000e+00  1.999980816736730e+00 -1.918326326988407e-05  1.918326326988407e-05  8.397666378505799e-04 -8.244294135960792e-14 
 1.869250000000064e-06  2.000000000000000e+00  1.999980816733411e+00 -1.918326658900682e-05  1.918326658900682e-05  8.397666377490767e-04 -2.716493697276827e-14 
 1.869750000000064e-06  2.000000000000000e+00  1.999980816734014e+00 -1.918326598637776e-05  1.918326598637776e-05  8.397666378449911e-04 -3.299582833830173e-15 
 1.870250000000064e-06  2.000000000000000e+00  1.999980816733081e+00 -1.918326691896510e-05  1.918326691896510e-05  8.397666378235429e-04 -2.993383318944293e-14 
 1.870750000000064e-06  2.000000000000000e+00  1.999980816731020e+00 -1.918326897976108e-05  1.918326897976108e-05  8.397666382636765e-04 -2.016165013542811e-14 
 1.871250000000064e-06  2.000000000000000e+00  1.999980816731065e+00 -1.918326893513012e-05  1.918326893513012e-05  8.397666378900404e-04 -8.582023981012910e-15 
 1.871750000000064e-06  2.000000000000000e+00  1.999980816730162e+00 -1.918326983796348e-05  1.918326983796348e-05  8.397666381317191e-04  2.147171328533600e-14 
 1.872250000000065e-06  2.000000000000000e+00  1.999980816733212e+00 -1.918326678795879e-05  1.918326678795879e-05  8.397666379989815e-04  7.668754520584369e-14 
 1.872750000000065e-06  2.000000000000000e+00  1.999980816737831e+00 -1.918326216920896e-05  1.918326216920896e-05  8.397666381017538e-04  5.438760550573622e-14 
 1.873250000000065e-06  2.000000000000000e+00  1.999980816738651e+00 -1.918326134919823e-05  1.918326134919823e-05  8.397666375782562e-04  6.858957843273661e-15 
 1.873750000000065e-06  2.000000000000000e+00  1.999980816738517e+00 -1.918326148331317e-05  1.918326148331317e-05  8.397666380844127e-04  1.403099858444160e-14 
 1.874250000000065e-06  2.000000000000000e+00  1.999980816740054e+00 -1.918325994609837e-05  1.918325994609837e-05  8.397666378463562e-04  1.589839382710937e-15 
 1.874750000000065e-06  2.000000000000000e+00  1.999980816738676e+00 -1.918326132432924e-05  1.918326132432924e-05  8.397666379576645e-04  2.187139358845421e-14 
 1.875250000000065e-06  2.000000000000000e+00  1.999980816742241e+00 -1.918325775895902e-05  1.918325775895902e-05  8.397666376790821e-04  7.452038986058422e-14 
 1.875750000000065e-06  2.000000000000000e+00  1.999980816746128e+00 -1.918325387229025e-05  1.918325387229025e-05  8.397666381160055e-04  7.843281579722591e-14 
 1.876250000000065e-06  2.000000000000000e+00  1.999980816750084e+00 -1.918324991567744e-05  1.918324991567744e-05  8.397666378465532e-04  8.571587883813260e-14 
 1.876750000000065e-06  2.000000000000000e+00  1.999980816754699e+00 -1.918324530070237e-05  1.918324530070237e-05  8.397666378481815e-04  8.099743098119068e-14 
 1.877250000000065e-06  2.000000000000000e+00  1.999980816758184e+00 -1.918324181593434e-05  1.918324181593434e-05  8.397666379624151e-04  7.442046978643646e-14 
 1.877750000000065e-06  2.000000000000000e+00  1.999980816762141e+00 -1.918323785865539e-05  1.918323785865539e-05  8.397666378887375e-04  6.593614542703549e-14 
 1.878250000000065e-06  2.000000000000000e+00  1.999980816764778e+00 -1.918323522231979e-05  1.918323522231979e-05  8.397666377937861e-04  6.428191309481564e-15 
 1.878750000000065e-06  2.000000000000000e+00  1.999980816762784e+00 -1.918323721583626e-05  1.918323721583626e-05  8.397666378823317e-04 -5.738964858401069e-14 
 1.879250000000065e-06  2.000000000000000e+00  1.999980816759039e+00 -1.918324096128465e-05  1.918324096128465e-05  8.397666376703647e-04 -7.906564292245434e-14 
 1.879750000000065e-06  2.000000000000000e+00  1.999980816754878e+00 -1.918324512240055e-05  1.918324512240055e-05  8.397666378648031e-04 -4.835909451238090e-14 
 1.880250000000065e-06  2.000000000000000e+00  1.999980816754203e+00 -1.918324579719410e-05  1.918324579719410e-05  8.397666379169259e-04  1.021183136836704e-14 
 1.880750000000065e-06  2.000000000000000e+00  1.999980816755899e+00 -1.918324410121741e-05  1.918324410121741e-05  8.397666379596623e-04  1.046940312336577e-14 
 1.881250000000065e-06  2.000000000000000e+00  1.999980816755250e+00 -1.918324475025379e-05  1.918324475025379e-05  8.397666379618485e-04  3.457234500636447e-14 
 1.881750000000065e-06  2.000000000000000e+00  1.999980816759356e+00 -1.918324064398291e-05  1.918324064398291e-05  8.397666380642219e-04  9.888756480445635e-14 
