 frequency              vavdd_real             vavdd_imag             vout_real              vout_imag             
 1.380384264602905e-01  1.000000000000000e+00  0.000000000000000e+00  2.866129925295269e-01  3.052605116332870e-04 
 1.396368361055958e-01  1.000000000000000e+00  0.000000000000000e+00  2.866129956321970e-01  3.087952603955217e-04 
 1.412537544622775e-01  1.000000000000000e+00  0.000000000000000e+00  2.866129988071719e-01  3.123709395712353e-04 
 1.428893958511124e-01  1.000000000000000e+00  0.000000000000000e+00  2.866130020560860e-01  3.159880231105764e-04 
 1.445439770745949e-01  1.000000000000000e+00  0.000000000000000e+00  2.866130053806870e-01  3.196469904517691e-04 
 1.462177174456740e-01  1.000000000000000e+00  0.000000000000000e+00  2.866130087827372e-01  3.233483265845199e-04 
 1.479108388168229e-01  1.000000000000000e+00  0.000000000000000e+00  2.866130122640271e-01  3.270925221144524e-04 
 1.496235656094456e-01  1.000000000000000e+00  0.000000000000000e+00  2.866130158263758e-01  3.308800733281022e-04 
 1.513561248436231e-01  1.000000000000000e+00  0.000000000000000e+00  2.866130194717442e-01  3.347114822585269e-04 
 1.531087461682053e-01  1.000000000000000e+00  0.000000000000000e+00  2.866130232020083e-01  3.385872567521457e-04 
 1.548816618912505e-01  1.000000000000000e+00  0.000000000000000e+00  2.866130270191434e-01  3.425079105357811e-04 
 1.566751070108173e-01  1.000000000000000e+00  0.000000000000000e+00  2.866130309251957e-01  3.464739632849037e-04 
 1.584893192461138e-01  1.000000000000000e+00  0.000000000000000e+00  2.866130349222544e-01  3.504859406924241e-04 
