 frequency              vavdd_real             vavdd_imag             vout_real              vout_imag             
 1.023292992280794e+01  1.000000000000000e+00  0.000000000000000e+00  2.873440915842261e-01  2.260562467186383e-02 
 1.035142166679384e+01  1.000000000000000e+00  0.000000000000000e+00  2.873611059506183e-01  2.286682871282231e-02 
 1.047128548050940e+01  1.000000000000000e+00  0.000000000000000e+00  2.873785157757659e-01  2.313103781677552e-02 
 1.059253725177330e+01  1.000000000000000e+00  0.000000000000000e+00  2.873963302340831e-01  2.339828609569918e-02 
 1.071519305237648e+01  1.000000000000000e+00  0.000000000000000e+00  2.874145586986093e-01  2.366860803303463e-02 
 1.083926914021246e+01  1.000000000000000e+00  0.000000000000000e+00  2.874332107753279e-01  2.394203848617308e-02 
 1.096478196143228e+01  1.000000000000000e+00  0.000000000000000e+00  2.874522962916986e-01  2.421861269045174e-02 
 1.109174815262445e+01  1.000000000000000e+00  0.000000000000000e+00  2.874718252789933e-01  2.449836626344072e-02 
 1.122018454302007e+01  1.000000000000000e+00  0.000000000000000e+00  2.874918080262829e-01  2.478133520673984e-02 
 1.135010815672360e+01  1.000000000000000e+00  0.000000000000000e+00  2.875122550465873e-01  2.506755591083862e-02 
 1.148153621496928e+01  1.000000000000000e+00  0.000000000000000e+00  2.875331771020423e-01  2.535706515792378e-02 
 1.161448613840389e+01  1.000000000000000e+00  0.000000000000000e+00  2.875545851993958e-01  2.564990012574480e-02 
 1.174897554939576e+01  1.000000000000000e+00  0.000000000000000e+00  2.875764905991013e-01  2.594609839101905e-02 
 1.188502227437065e+01  1.000000000000000e+00  0.000000000000000e+00  2.875989048145235e-01  2.624569793319314e-02 
 1.202264434617461e+01  1.000000000000000e+00  0.000000000000000e+00  2.876218396373749e-01  2.654873713723673e-02 
 1.216186000646416e+01  1.000000000000000e+00  0.000000000000000e+00  2.876453071209045e-01  2.685525479802249e-02 
 1.230268770812430e+01  1.000000000000000e+00  0.000000000000000e+00  2.876693195992674e-01  2.716529012335625e-02 
 1.244514611771434e+01  1.000000000000000e+00  0.000000000000000e+00  2.876938896969037e-01  2.747888273737782e-02 
 1.258925411794217e+01  1.000000000000000e+00  0.000000000000000e+00  2.877190303090840e-01  2.779607268508999e-02 
 1.273503081016712e+01  1.000000000000000e+00  0.000000000000000e+00  2.877447546474553e-01  2.811690043435943e-02 
 1.288249551693185e+01  1.000000000000000e+00  0.000000000000000e+00  2.877710762241671e-01  2.844140688030192e-02 
 1.303166778452351e+01  1.000000000000000e+00  0.000000000000000e+00  2.877980088583947e-01  2.876963334880252e-02 
 1.318256738556460e+01  1.000000000000000e+00  0.000000000000000e+00  2.878255666773902e-01  2.910162160027513e-02 
 1.333521432163377e+01  1.000000000000000e+00  0.000000000000000e+00  2.878537641525359e-01  2.943741383195055e-02 
 1.348962882591708e+01  1.000000000000000e+00  0.000000000000000e+00  2.878826160743048e-01  2.977705268267171e-02 
 1.364583136588979e+01  1.000000000000000e+00  0.000000000000000e+00  2.879121375761201e-01  3.012058123569106e-02 
 1.380384264602940e+01  1.000000000000000e+00  0.000000000000000e+00  2.879423441353792e-01  3.046804302237666e-02 
 1.396368361055994e+01  1.000000000000000e+00  0.000000000000000e+00  2.879732515912021e-01  3.081948202521105e-02 
 1.412537544622811e+01  1.000000000000000e+00  0.000000000000000e+00  2.880048761425849e-01  3.117494268161383e-02 
 1.428893958511160e+01  1.000000000000000e+00  0.000000000000000e+00  2.880372343598672e-01  3.153446988716704e-02 
 1.445439770745986e+01  1.000000000000000e+00  0.000000000000000e+00  2.880703431866938e-01  3.189810899926623e-02 
 1.462177174456777e+01  1.000000000000000e+00  0.000000000000000e+00  2.881042199743620e-01  3.226590583926045e-02 
 1.479108388168267e+01  1.000000000000000e+00  0.000000000000000e+00  2.881388824453281e-01  3.263790669780361e-02 
 1.496235656094494e+01  1.000000000000000e+00  0.000000000000000e+00  2.881743487441537e-01  3.301415833618924e-02 
 1.513561248436270e+01  1.000000000000000e+00  0.000000000000000e+00  2.882106374337676e-01  3.339470799014960e-02 
 1.531087461682092e+01  1.000000000000000e+00  0.000000000000000e+00  2.882477674851919e-01  3.377960337395608e-02 
 1.548816618912544e+01  1.000000000000000e+00  0.000000000000000e+00  2.882857583164086e-01  3.416889268218035e-02 
 1.566751070108213e+01  1.000000000000000e+00  0.000000000000000e+00  2.883246297889913e-01  3.456262459338361e-02 
 1.584893192461178e+01  1.000000000000000e+00  0.000000000000000e+00  2.883644022083330e-01  3.496084827364749e-02 
 1.603245390690107e+01  1.000000000000000e+00  0.000000000000000e+00  2.884050963565012e-01  3.536361337844007e-02 
 1.621810097358996e+01  1.000000000000000e+00  0.000000000000000e+00  2.884467334799460e-01  3.577097005666933e-02 
 1.640589773199606e+01  1.000000000000000e+00  0.000000000000000e+00  2.884893353129617e-01  3.618296895291457e-02 
 1.659586907437629e+01  1.000000000000000e+00  0.000000000000000e+00  2.885329240787955e-01  3.659966121073343e-02 
 1.678804018122629e+01  1.000000000000000e+00  0.000000000000000e+00  2.885775225299638e-01  3.702109847387480e-02 
 1.698243652461814e+01  1.000000000000000e+00  0.000000000000000e+00  2.886231539009724e-01  3.744733289200659e-02 
 1.717908387157659e+01  1.000000000000000e+00  0.000000000000000e+00  2.886698419880823e-01  3.787841711972605e-02 
 1.737800828749447e+01  1.000000000000000e+00  0.000000000000000e+00  2.887176111058384e-01  3.831440432199334e-02 
 1.757923613958765e+01  1.000000000000000e+00  0.000000000000000e+00  2.887664861445530e-01  3.875534817411457e-02 
 1.778279410038996e+01  1.000000000000000e+00  0.000000000000000e+00  2.888164925305003e-01  3.920130286690864e-02 
 1.798870915128862e+01  1.000000000000000e+00  0.000000000000000e+00  2.888676562938309e-01  3.965232310592180e-02 
 1.819700858610059e+01  1.000000000000000e+00  0.000000000000000e+00  2.889200040421533e-01  4.010846411571477e-02 
 1.840772001469032e+01  1.000000000000000e+00  0.000000000000000e+00  2.889735629930912e-01  4.056978164081398e-02 
 1.862087136662944e+01  1.000000000000000e+00  0.000000000000000e+00  2.890283609714556e-01  4.103633194856770e-02 
 1.883649089489878e+01  1.000000000000000e+00  0.000000000000000e+00  2.890844264455106e-01  4.150817182962627e-02 
 1.905460717963326e+01  1.000000000000000e+00  0.000000000000000e+00  2.891417885114270e-01  4.198535860136064e-02 
 1.927524913191016e+01  1.000000000000000e+00  0.000000000000000e+00  2.892004769434465e-01  4.246795010728015e-02 
 1.949844599758126e+01  1.000000000000000e+00  0.000000000000000e+00  2.892605221755926e-01  4.295600472039964e-02 
 1.972422736114936e+01  1.000000000000000e+00  0.000000000000000e+00  2.893219553262689e-01  4.344958134395202e-02 
 1.995262314968963e+01  1.000000000000000e+00  0.000000000000000e+00  2.893848082326502e-01  4.394873941130206e-02 
 2.018366363681645e+01  1.000000000000000e+00  0.000000000000000e+00  2.894491134304174e-01  4.445353888914383e-02 
 2.041737944669615e+01  1.000000000000000e+00  0.000000000000000e+00  2.895149042049448e-01  4.496404027607578e-02 
 2.065380155810616e+01  1.000000000000000e+00  0.000000000000000e+00  2.895822145814809e-01  4.548030460487704e-02 
 2.089296130854127e+01  1.000000000000000e+00  0.000000000000000e+00  2.896510793509406e-01  4.600239344237517e-02 
 2.113489039836736e+01  1.000000000000000e+00  0.000000000000000e+00  2.897215340996491e-01  4.653036888883019e-02 
 2.137962089502322e+01  1.000000000000000e+00  0.000000000000000e+00  2.897936151904408e-01  4.706429358041102e-02 
 2.162718523727112e+01  1.000000000000000e+00  0.000000000000000e+00  2.898673598222032e-01  4.760423068624427e-02 
 2.187761623949645e+01  1.000000000000000e+00  0.000000000000000e+00  2.899428060180961e-01  4.815024391005195e-02 
 2.213094709605732e+01  1.000000000000000e+00  0.000000000000000e+00  2.900199926599701e-01  4.870239748847120e-02 
 2.238721138568435e+01  1.000000000000000e+00  0.000000000000000e+00  2.900989594966517e-01  4.926075619095575e-02 
 2.264644307593156e+01  1.000000000000000e+00  0.000000000000000e+00  2.901797471595323e-01  4.982538531896641e-02 
 2.290867652767870e+01  1.000000000000000e+00  0.000000000000000e+00  2.902623971976413e-01  5.039635070355742e-02 
 2.317394649968577e+01  1.000000000000000e+00  0.000000000000000e+00  2.903469520841537e-01  5.097371870474116e-02 
 2.344228815320022e+01  1.000000000000000e+00  0.000000000000000e+00  2.904334552360586e-01  5.155755620967457e-02 
 2.371373705661756e+01  1.000000000000000e+00  0.000000000000000e+00  2.905219510440019e-01  5.214793062985764e-02 
 2.398832919019593e+01  1.000000000000000e+00  0.000000000000000e+00  2.906124848862838e-01  5.274490989918598e-02 
 2.426610095082519e+01  1.000000000000000e+00  0.000000000000000e+00  2.907051031334633e-01  5.334856247250521e-02 
 2.454708915685136e+01  1.000000000000000e+00  0.000000000000000e+00  2.907998532086831e-01  5.395895731961302e-02 
 2.483133105295677e+01  1.000000000000000e+00  0.000000000000000e+00  2.908967835702331e-01  5.457616392488056e-02 
 2.511886431509688e+01  1.000000000000000e+00  0.000000000000000e+00  2.909959437596253e-01  5.520025228154071e-02 
 2.540972705549414e+01  1.000000000000000e+00  0.000000000000000e+00  2.910973844110306e-01  5.583129288862890e-02 
 2.570395782768975e+01  1.000000000000000e+00  0.000000000000000e+00  2.912011572741148e-01  5.646935674655727e-02 
 2.600159563165384e+01  1.000000000000000e+00  0.000000000000000e+00  2.913073152471786e-01  5.711451535149715e-02 
 2.630267991895496e+01  1.000000000000000e+00  0.000000000000000e+00  2.914159123876030e-01  5.776684069119774e-02 
 2.660725059798925e+01  1.000000000000000e+00  0.000000000000000e+00  2.915270039427431e-01  5.842640523882443e-02 
 2.691534803927033e+01  1.000000000000000e+00  0.000000000000000e+00  2.916406463806237e-01  5.909328194631285e-02 
 2.722701308078031e+01  1.000000000000000e+00  0.000000000000000e+00  2.917568974054721e-01  5.976754423863495e-02 
 2.754228703338287e+01  1.000000000000000e+00  0.000000000000000e+00  2.918758159795029e-01  6.044926600711710e-02 
 2.786121168629892e+01  1.000000000000000e+00  0.000000000000000e+00  2.919974623684782e-01  6.113852160022756e-02 
 2.818382931264577e+01  1.000000000000000e+00  0.000000000000000e+00  2.921218981418925e-01  6.183538581785819e-02 
 2.851018267504034e+01  1.000000000000000e+00  0.000000000000000e+00  2.922491862255100e-01  6.253993390052945e-02 
 2.884031503126733e+01  1.000000000000000e+00  0.000000000000000e+00  2.923793908995312e-01  6.325224152291641e-02 
 2.917427014001295e+01  1.000000000000000e+00  0.000000000000000e+00  2.925125778582935e-01  6.397238478134580e-02 
 2.951209226666516e+01  1.000000000000000e+00  0.000000000000000e+00  2.926488142126432e-01  6.470044018590841e-02 
 2.985382618918092e+01  1.000000000000000e+00  0.000000000000000e+00  2.927881685278656e-01  6.543648464881389e-02 
 3.019951720402150e+01  1.000000000000000e+00  0.000000000000000e+00  2.929307108624511e-01  6.618059547204218e-02 
 3.054921113215649e+01  1.000000000000000e+00  0.000000000000000e+00  2.930765127683375e-01  6.693285033802347e-02 
 3.090295432513728e+01  1.000000000000000e+00  0.000000000000000e+00  2.932256473658575e-01  6.769332729260806e-02 
 3.126079367124094e+01  1.000000000000000e+00  0.000000000000000e+00  2.933781893224943e-01  6.846210473659890e-02 
 3.162277660168520e+01  1.000000000000000e+00  0.000000000000000e+00  2.935342149317791e-01  6.923926140694465e-02 
 3.198895109691541e+01  1.000000000000000e+00  0.000000000000000e+00  2.936938021027619e-01  7.002487636595013e-02 
 3.235936569296427e+01  1.000000000000000e+00  0.000000000000000e+00  2.938570304269299e-01  7.081902898214941e-02 
 3.273406948788529e+01  1.000000000000000e+00  0.000000000000000e+00  2.940239811812344e-01  7.162179891678962e-02 
 3.311311214826060e+01  1.000000000000000e+00  0.000000000000000e+00  2.941947373832718e-01  7.243326610430810e-02 
 3.349654391578427e+01  1.000000000000000e+00  0.000000000000000e+00  2.943693838047554e-01  7.325351073625058e-02 
 3.388441561392178e+01  1.000000000000000e+00  0.000000000000000e+00  2.945480070275769e-01  7.408261323995699e-02 
 3.427677865464658e+01  1.000000000000000e+00  0.000000000000000e+00  2.947306954518218e-01  7.492065426145575e-02 
 3.467368504525474e+01  1.000000000000000e+00  0.000000000000000e+00  2.949175393492022e-01  7.576771464263851e-02 
 3.507518739525840e+01  1.000000000000000e+00  0.000000000000000e+00  2.951086308914352e-01  7.662387540022471e-02 
 3.548133892335916e+01  1.000000000000000e+00  0.000000000000000e+00  2.953040641821187e-01  7.748921770339923e-02 
 3.589219346450216e+01  1.000000000000000e+00  0.000000000000000e+00  2.955039353018505e-01  7.836382284902960e-02 
 3.630780547701179e+01  1.000000000000000e+00  0.000000000000000e+00  2.957083423279954e-01  7.924777223868119e-02 
 3.672823004981014e+01  1.000000000000000e+00  0.000000000000000e+00  2.959173853871946e-01  8.014114735095511e-02 
 3.715352290971895e+01  1.000000000000000e+00  0.000000000000000e+00  2.961311666886616e-01  8.104402971487207e-02 
 3.758374042884613e+01  1.000000000000000e+00  0.000000000000000e+00  2.963497905486250e-01  8.195650088322144e-02 
 3.801893963205786e+01  1.000000000000000e+00  0.000000000000000e+00  2.965733634436333e-01  8.287864240142503e-02 
 3.845917820453712e+01  1.000000000000000e+00  0.000000000000000e+00  2.968019940453003e-01  8.381053577733216e-02 
 3.890451449942984e+01  1.000000000000000e+00  0.000000000000000e+00  2.970357932453735e-01  8.475226245100928e-02 
 3.935500754557955e+01  1.000000000000000e+00  0.000000000000000e+00  2.972748742104738e-01  8.570390375973311e-02 
 3.981071705535155e+01  1.000000000000000e+00  0.000000000000000e+00  2.975193524174097e-01  8.666554090395386e-02 
 4.027170343254776e+01  1.000000000000000e+00  0.000000000000000e+00  2.977693456764690e-01  8.763725491352217e-02 
 4.073802778041315e+01  1.000000000000000e+00  0.000000000000000e+00  2.980249741960922e-01  8.861912660730917e-02 
 4.120975190973492e+01  1.000000000000000e+00  0.000000000000000e+00  2.982863606066758e-01  8.961123655657142e-02 
 4.168693834703546e+01  1.000000000000000e+00  0.000000000000000e+00  2.985536300002776e-01  9.061366504485099e-02 
 4.216965034286017e+01  1.000000000000000e+00  0.000000000000000e+00  2.988269099738169e-01  9.162649202593334e-02 
 4.265795188016124e+01  1.000000000000000e+00  0.000000000000000e+00  2.991063306725469e-01  9.264979708017984e-02 
 4.315190768277852e+01  1.000000000000000e+00  0.000000000000000e+00  2.993920248272004e-01  9.368365937012607e-02 
 4.365158322401862e+01  1.000000000000000e+00  0.000000000000000e+00  2.996841277880827e-01  9.472815759486476e-02 
 4.415704473533330e+01  1.000000000000000e+00  0.000000000000000e+00  2.999827775817155e-01  9.578336993965912e-02 
 4.466835921509839e+01  1.000000000000000e+00  0.000000000000000e+00  3.002881149385200e-01  9.684937402777391e-02 
 4.518559443749434e+01  1.000000000000000e+00  0.000000000000000e+00  3.006002833275195e-01  9.792624686963906e-02 
 4.570881896148964e+01  1.000000000000000e+00  0.000000000000000e+00  3.009194290253758e-01  9.901406480524164e-02 
 4.623810213992819e+01  1.000000000000000e+00  0.000000000000000e+00  3.012457011127372e-01  1.001129034550640e-01 
 4.677351412872201e+01  1.000000000000000e+00  0.000000000000000e+00  3.015792515656284e-01  1.012228376553320e-01 
 4.731512589615027e+01  1.000000000000000e+00  0.000000000000000e+00  3.019202352546120e-01  1.023439414047298e-01 
 4.786300923226609e+01  1.000000000000000e+00  0.000000000000000e+00  3.022688100041614e-01  1.034762878002065e-01 
 4.841723675841222e+01  1.000000000000000e+00  0.000000000000000e+00  3.026251366298368e-01  1.046199489740324e-01 
 4.897788193684693e+01  1.000000000000000e+00  0.000000000000000e+00  3.029893789904951e-01  1.057749960262970e-01 
 4.954501908048136e+01  1.000000000000000e+00  0.000000000000000e+00  3.033617039899675e-01  1.069414989630219e-01 
 5.011872336272960e+01  1.000000000000000e+00  0.000000000000000e+00  3.037422816638878e-01  1.081195266189495e-01 
 5.069907082747284e+01  1.000000000000000e+00  0.000000000000000e+00  3.041312851834860e-01  1.093091465907326e-01 
 5.128613839913892e+01  1.000000000000000e+00  0.000000000000000e+00  3.045288909097751e-01  1.105104251600003e-01 
 5.188000389289858e+01  1.000000000000000e+00  0.000000000000000e+00  3.049352784314227e-01  1.117234272164862e-01 
 5.248074602497976e+01  1.000000000000000e+00  0.000000000000000e+00  3.053506305984731e-01  1.129482161792919e-01 
 5.308844442310136e+01  1.000000000000000e+00  0.000000000000000e+00  3.057751335559848e-01  1.141848539157036e-01 
 5.370317963702784e+01  1.000000000000000e+00  0.000000000000000e+00  3.062089767795717e-01  1.154334006570590e-01 
 5.432503314924592e+01  1.000000000000000e+00  0.000000000000000e+00  3.066523531166429e-01  1.166939149109667e-01 
 5.495408738576509e+01  1.000000000000000e+00  0.000000000000000e+00  3.071054588268897e-01  1.179664533708279e-01 
 5.559042572704302e+01  1.000000000000000e+00  0.000000000000000e+00  3.075684935867757e-01  1.192510708288321e-01 
 5.623413251903760e+01  1.000000000000000e+00  0.000000000000000e+00  3.080416605560585e-01  1.205478200753740e-01 
 5.688529308438687e+01  1.000000000000000e+00  0.000000000000000e+00  3.085251663869267e-01  1.218567518054495e-01 
 5.754399373371846e+01  1.000000000000000e+00  0.000000000000000e+00  3.090192212563016e-01  1.231779145181366e-01 
 5.821032177708994e+01  1.000000000000000e+00  0.000000000000000e+00  3.095240389036377e-01  1.245113544119528e-01 
 5.888436553556173e+01  1.000000000000000e+00  0.000000000000000e+00  3.100398366513866e-01  1.258571152802387e-01 
 5.956621435290392e+01  1.000000000000000e+00  0.000000000000000e+00  3.105668354239401e-01  1.272152384037186e-01 
 6.025595860743869e+01  1.000000000000000e+00  0.000000000000000e+00  3.111052597773304e-01  1.285857624378808e-01 
 6.095368972401987e+01  1.000000000000000e+00  0.000000000000000e+00  3.116553379303811e-01  1.299687232966856e-01 
 6.165950018615121e+01  1.000000000000000e+00  0.000000000000000e+00  3.122173017627596e-01  1.313641540393135e-01 
 6.237348354824496e+01  1.000000000000000e+00  0.000000000000000e+00  3.127913868608784e-01  1.327720847442723e-01 
 6.309573444802240e+01  1.000000000000000e+00  0.000000000000000e+00  3.133778324990660e-01  1.341925423926978e-01 
 6.382634861905798e+01  1.000000000000000e+00  0.000000000000000e+00  3.139768816845011e-01  1.356255507356447e-01 
 6.456542290346870e+01  1.000000000000000e+00  0.000000000000000e+00  3.145887811523245e-01  1.370711301675924e-01 
 6.531305526475043e+01  1.000000000000000e+00  0.000000000000000e+00  3.152137813741229e-01  1.385292975938138e-01 
 6.606934480076283e+01  1.000000000000000e+00  0.000000000000000e+00  3.158521365794721e-01  1.400000662913092e-01 
 6.683439175686473e+01  1.000000000000000e+00  0.000000000000000e+00  3.165041047242477e-01  1.414834457770855e-01 
 6.760829753920149e+01  1.000000000000000e+00  0.000000000000000e+00  3.171699475279987e-01  1.429794416583753e-01 
 6.839116472814628e+01  1.000000000000000e+00  0.000000000000000e+00  3.178499304521770e-01  1.444880554913829e-01 
 6.918309709189704e+01  1.000000000000000e+00  0.000000000000000e+00  3.185443226995263e-01  1.460092846317050e-01 
 6.998419960023078e+01  1.000000000000000e+00  0.000000000000000e+00  3.192533971916146e-01  1.475431220857614e-01 
 7.079457843841726e+01  1.000000000000000e+00  0.000000000000000e+00  3.199774305707244e-01  1.490895563529585e-01 
 7.161434102129371e+01  1.000000000000000e+00  0.000000000000000e+00  3.207167031727949e-01  1.506485712702763e-01 
 7.244359600750256e+01  1.000000000000000e+00  0.000000000000000e+00  3.214714990153148e-01  1.522201458496150e-01 
 7.328245331389401e+01  1.000000000000000e+00  0.000000000000000e+00  3.222421057619228e-01  1.538042541164237e-01 
 7.413102413009540e+01  1.000000000000000e+00  0.000000000000000e+00  3.230288146862553e-01  1.554008649445997e-01 
 7.498942093324928e+01  1.000000000000000e+00  0.000000000000000e+00  3.238319206647411e-01  1.570099418807020e-01 
 7.585775750292213e+01  1.000000000000000e+00  0.000000000000000e+00  3.246517220970783e-01  1.586314429809983e-01 
 7.673614893618569e+01  1.000000000000000e+00  0.000000000000000e+00  3.254885209045282e-01  1.602653206262697e-01 
 7.762471166287301e+01  1.000000000000000e+00  0.000000000000000e+00  3.263426224402165e-01  1.619115213535305e-01 
 7.852356346101107e+01  1.000000000000000e+00  0.000000000000000e+00  3.272143354554115e-01  1.635699856705283e-01 
 7.943282347243209e+01  1.000000000000000e+00  0.000000000000000e+00  3.281039720509364e-01  1.652406478696196e-01 
 8.035261221856572e+01  1.000000000000000e+00  0.000000000000000e+00  3.290118475797405e-01  1.669234358499272e-01 
 8.128305161641397e+01  1.000000000000000e+00  0.000000000000000e+00  3.299382805863603e-01  1.686182709266030e-01 
 8.222426499471122e+01  1.000000000000000e+00  0.000000000000000e+00  3.308835927463956e-01  1.703250676361222e-01 
 8.317637711027126e+01  1.000000000000000e+00  0.000000000000000e+00  3.318481087530645e-01  1.720437335512119e-01 
 8.413951416452372e+01  1.000000000000000e+00  0.000000000000000e+00  3.328321562405358e-01  1.737741690828755e-01 
 8.511380382024191e+01  1.000000000000000e+00  0.000000000000000e+00  3.338360656842254e-01  1.755162672846124e-01 
 8.609937521846439e+01  1.000000000000000e+00  0.000000000000000e+00  3.348601702885448e-01  1.772699136564669e-01 
 8.709635899561245e+01  1.000000000000000e+00  0.000000000000000e+00  3.359048058726319e-01  1.790349859462828e-01 
 8.810488730080586e+01  1.000000000000000e+00  0.000000000000000e+00  3.369703107582414e-01  1.808113539469530e-01 
 8.912509381337905e+01  1.000000000000000e+00  0.000000000000000e+00  3.380570256276786e-01  1.825988792986769e-01 
 9.015711376060024e+01  1.000000000000000e+00  0.000000000000000e+00  3.391652933925486e-01  1.843974152851964e-01 
 9.120108393559559e+01  1.000000000000000e+00  0.000000000000000e+00  3.402954590567202e-01  1.862068066287101e-01 
 9.225714271548100e+01  1.000000000000000e+00  0.000000000000000e+00  3.414478695465212e-01  1.880268892911399e-01 
 9.332543007970385e+01  1.000000000000000e+00  0.000000000000000e+00  3.426228735446129e-01  1.898574902721511e-01 
 9.440608762859715e+01  1.000000000000000e+00  0.000000000000000e+00  3.438208213444003e-01  1.916984273984824e-01 
 9.549925860214847e+01  1.000000000000000e+00  0.000000000000000e+00  3.450420646295648e-01  1.935495091331330e-01 
 9.660508789898628e+01  1.000000000000000e+00  0.000000000000000e+00  3.462869563217520e-01  1.954105343624760e-01 
 9.772372209558608e+01  1.000000000000000e+00  0.000000000000000e+00  3.475558503529851e-01  1.972812922039809e-01 
 9.885530946569897e+01  1.000000000000000e+00  0.000000000000000e+00  3.488491014668266e-01  1.991615618039494e-01 
 1.000000000000051e+02  1.000000000000000e+00  0.000000000000000e+00  3.501670649860310e-01  2.010511121443774e-01 
 1.011579454259951e+02  1.000000000000000e+00  0.000000000000000e+00  3.515100966052078e-01  2.029497018409100e-01 
 1.023292992280807e+02  1.000000000000000e+00  0.000000000000000e+00  3.528785521257899e-01  2.048570789584397e-01 
 1.035142166679397e+02  1.000000000000000e+00  0.000000000000000e+00  3.542727872101854e-01  2.067729808204423e-01 
 1.047128548050954e+02  1.000000000000000e+00  0.000000000000000e+00  3.556931571250582e-01  2.086971338218341e-01 
 1.059253725177344e+02  1.000000000000000e+00  0.000000000000000e+00  3.571400164648848e-01  2.106292532485995e-01 
 1.071519305237662e+02  1.000000000000000e+00  0.000000000000000e+00  3.586137188734354e-01  2.125690430990257e-01 
 1.083926914021260e+02  1.000000000000000e+00  0.000000000000000e+00  3.601146167306523e-01  2.145161959176865e-01 
 1.096478196143242e+02  1.000000000000000e+00  0.000000000000000e+00  3.616430607986568e-01  2.164703926075127e-01 
 1.109174815262459e+02  1.000000000000000e+00  0.000000000000000e+00  3.631994001575313e-01  2.184313023340277e-01 
 1.122018454302022e+02  1.000000000000000e+00  0.000000000000000e+00  3.647839814871019e-01  2.203985822773465e-01 
 1.135010815672374e+02  1.000000000000000e+00  0.000000000000000e+00  3.663971489856668e-01  2.223718775481112e-01 
 1.148153621496943e+02  1.000000000000000e+00  0.000000000000000e+00  3.680392439502364e-01  2.243508210337504e-01 
 1.161448613840403e+02  1.000000000000000e+00  0.000000000000000e+00  3.697106044165860e-01  2.263350332665789e-01 
 1.174897554939591e+02  1.000000000000000e+00  0.000000000000000e+00  3.714115647846153e-01  2.283241223018033e-01 
 1.188502227437080e+02  1.000000000000000e+00  0.000000000000000e+00  3.731424554385918e-01  2.303176836028819e-01 
 1.202264434617476e+02  1.000000000000000e+00  0.000000000000000e+00  3.749036023359455e-01  2.323152999444539e-01 
 1.216186000646432e+02  1.000000000000000e+00  0.000000000000000e+00  3.766953266139265e-01  2.343165413154212e-01 
 1.230268770812446e+02  1.000000000000000e+00  0.000000000000000e+00  3.785179441595988e-01  2.363209648430991e-01 
 1.244514611771450e+02  1.000000000000000e+00  0.000000000000000e+00  3.803717651892845e-01  2.383281147219023e-01 
 1.258925411794233e+02  1.000000000000000e+00  0.000000000000000e+00  3.822570938115369e-01  2.403375221568931e-01 
 1.273503081016729e+02  1.000000000000000e+00  0.000000000000000e+00  3.841742275579696e-01  2.423487053297955e-01 
 1.288249551693202e+02  1.000000000000000e+00  0.000000000000000e+00  3.861351262503450e-01  2.443563731489596e-01 
 1.303166778452368e+02  1.000000000000000e+00  0.000000000000000e+00  3.881166951620483e-01  2.463695708285754e-01 
 1.318256738556477e+02  1.000000000000000e+00  0.000000000000000e+00  3.901309171468004e-01  2.483830204129408e-01 
 1.333521432163395e+02  1.000000000000000e+00  0.000000000000000e+00  3.921780588062327e-01  2.503961878473987e-01 
 1.348962882591725e+02  1.000000000000000e+00  0.000000000000000e+00  3.942583777756662e-01  2.524085260715915e-01 
 1.364583136588997e+02  1.000000000000000e+00  0.000000000000000e+00  3.963721222461866e-01  2.544194750626720e-01 
 1.380384264602958e+02  1.000000000000000e+00  0.000000000000000e+00  3.985195304183498e-01  2.564284619224159e-01 
 1.396368361056012e+02  1.000000000000000e+00  0.000000000000000e+00  4.007008300375305e-01  2.584349009458705e-01 
 1.412537544622830e+02  1.000000000000000e+00  0.000000000000000e+00  4.029162378296370e-01  2.604381937494980e-01 
 1.428893958511179e+02  1.000000000000000e+00  0.000000000000000e+00  4.051659589864368e-01  2.624377293963552e-01 
 1.445439770746005e+02  1.000000000000000e+00  0.000000000000000e+00  4.074501866354494e-01  2.644328845466139e-01 
 1.462177174456796e+02  1.000000000000000e+00  0.000000000000000e+00  4.097691013028464e-01  2.664230236310525e-01 
 1.479108388168287e+02  1.000000000000000e+00  0.000000000000000e+00  4.121228703602662e-01  2.684074990528674e-01 
 1.496235656094514e+02  1.000000000000000e+00  0.000000000000000e+00  4.145116474990120e-01  2.703856513987113e-01 
 1.513561248436289e+02  1.000000000000000e+00  0.000000000000000e+00  4.169355721865295e-01  2.723568096802007e-01 
 1.531087461682112e+02  1.000000000000000e+00  0.000000000000000e+00  4.193947691069820e-01  2.743202916070142e-01 
 1.548816618912565e+02  1.000000000000000e+00  0.000000000000000e+00  4.218893476318112e-01  2.762754038703538e-01 
 1.566751070108234e+02  1.000000000000000e+00  0.000000000000000e+00  4.244194012861764e-01  2.782214424534403e-01 
 1.584893192461199e+02  1.000000000000000e+00  0.000000000000000e+00  4.269850071821116e-01  2.801576929852615e-01 
 1.603245390690128e+02  1.000000000000000e+00  0.000000000000000e+00  4.295862255183179e-01  2.820834310886607e-01 
 1.621810097359018e+02  1.000000000000000e+00  0.000000000000000e+00  4.322230990196163e-01  2.839979227867883e-01 
 1.640589773199628e+02  1.000000000000000e+00  0.000000000000000e+00  4.348956524482649e-01  2.859004249027018e-01 
 1.659586907437651e+02  1.000000000000000e+00  0.000000000000000e+00  4.376038920473479e-01  2.877901855233542e-01 
 1.678804018122651e+02  1.000000000000000e+00  0.000000000000000e+00  4.403478050787242e-01  2.896664444462265e-01 
 1.698243652461837e+02  1.000000000000000e+00  0.000000000000000e+00  4.431273592961027e-01  2.915284336908874e-01 
