Parameter,Unit,Spec,Min,MeanMinus3Sigma,MeanMinusSigma,Mean,MeanPlusSigma,MeanPlus3Sigma,Max,Yield_pct
Bias current,uA,40±10,38.5906,38.5529210630736,39.5454543543579,40.041721,40.5379876456421,41.5305209369264,41.5114,100
Total current,mA,≤1.25,0.798712,0.792287195994804,0.818427118664935,0.83149708,0.844567041335065,0.870706964005196,0.868942,100
Total power,mW,≤4.5,2.63575,2.61454762889019,2.70080960963006,2.7439406,2.78707159036994,2.87333357110981,2.86751,100
DC gain,dB,≥88,96.382,96.3799744093669,96.426900469789,96.4503635,96.473826530211,96.5207525906331,96.5083,100
UGF,MHz,≥8,12.2852,12.1733246727375,12.6032475575792,12.818209,13.0331704424208,13.4630933272625,13.3878,100
Phase margin,deg,≥55,67.3736,67.3134949092193,67.6432466364064,67.8081225,67.9729983635936,68.3027500907807,68.232,100
Input offset,uV,±2000,-976.478,-1234.4982803353,-408.750398345099,4.12354265,416.997483645099,1242.7453656353,1182.96,100
Gain error,%,±0.01,-0.00219999999999665,-0.0024102271618972,-0.00161907572063213,-0.0012234999999996,-0.000827924279367065,-3.67728381019954e-05,-0.000100000000002876,100
