 time                   v(VDIFFCMD)            tr_vin_diff            v(OUTP)                v(OUTN)                tr_voutcm              tr_voutdiff            v(VOCM)                tr_idd                
 1.025750000000002e-06  1.000000000000000e+00  4.011262291752169e-01  1.743491283736487e+00  1.582502098035555e+00  1.662996690886021e+00  1.609891857009320e-01  1.662891909506931e+00  1.681663511268160e-03 
 1.026250000000002e-06  1.000000000000000e+00  4.020096064952481e-01  1.745476679351762e+00  1.580614510887609e+00  1.663045595119685e+00  1.648621684641525e-01  1.662947467525934e+00  1.679885644933854e-03 
 1.026750000000002e-06  1.000000000000000e+00  4.027602062811897e-01  1.747447742745862e+00  1.578720671348544e+00  1.663084207047203e+00  1.687270713973177e-01  1.662992665544301e+00  1.678176133873250e-03 
 1.027250000000002e-06  1.000000000000000e+00  4.033844603501326e-01  1.749405089181190e+00  1.576820765651541e+00  1.663112927416365e+00  1.725843235296496e-01  1.663027890378473e+00  1.676533302440887e-03 
 1.027750000000002e-06  1.000000000000000e+00  4.038884938181986e-01  1.751349316796667e+00  1.574914977755023e+00  1.663132147275845e+00  1.764343390416445e-01  1.663053520856070e+00  1.674955433412521e-03 
 1.028250000000002e-06  1.000000000000000e+00  4.042781385475960e-01  1.753281006032925e+00  1.573003489480681e+00  1.663142247756803e+00  1.802775165522441e-01  1.663069927454168e+00  1.673440783438877e-03 
 1.028750000000002e-06  1.000000000000000e+00  4.045589462560750e-01  1.755200719297015e+00  1.571086480586336e+00  1.663143599941675e+00  1.841142387106793e-01  1.663077472036207e+00  1.671987604031382e-03 
 1.029250000000002e-06  1.000000000000000e+00  4.047362011527966e-01  1.757109000809345e+00  1.569164128795265e+00  1.663136564802305e+00  1.879448720140802e-01  1.663076507666302e+00  1.670594140242912e-03 
 1.029750000000002e-06  1.000000000000000e+00  4.048149322925556e-01  1.759006376592262e+00  1.567236609798075e+00  1.663121493195168e+00  1.917697667941873e-01  1.663067378486485e+00  1.669258655057808e-03 
 1.030250000000002e-06  1.000000000000000e+00  4.047999253102539e-01  1.760893354590245e+00  1.565304097227307e+00  1.663098725908776e+00  1.955892573629381e-01  1.663050419658543e+00  1.667979416742946e-03 
 1.030750000000002e-06  1.000000000000000e+00  4.046957337957984e-01  1.762770424876199e+00  1.563366762612872e+00  1.663068593744535e+00  1.994036622633268e-01  1.663025957342671e+00  1.666754723603967e-03 
 1.031250000000002e-06  1.000000000000000e+00  4.045066901657768e-01  1.764638059931386e+00  1.561424775323072e+00  1.663031417627229e+00  2.032132846083143e-01  1.662994308715744e+00  1.665582890877335e-03 
 1.031750000000002e-06  1.000000000000000e+00  4.042369161879484e-01  1.766496714982687e+00  1.559478302498237e+00  1.662987508740462e+00  2.070184124844503e-01  1.662955782021519e+00  1.664462268698905e-03 
 1.032250000000002e-06  1.000000000000000e+00  4.038903329662100e-01  1.768346828386925e+00  1.557527508982092e+00  1.662937168684508e+00  2.108193194048333e-01  1.662910676648969e+00  1.663391233623661e-03 
 1.032750000000002e-06  1.000000000000000e+00  4.034706705266344e-01  1.770188822043746e+00  1.555572557245386e+00  1.662880689644566e+00  2.146162647983598e-01  1.662859283227641e+00  1.662368196835420e-03 
 1.033250000000002e-06  1.000000000000000e+00  4.029814770412501e-01  1.772023101828037e+00  1.553613607319201e+00  1.662818354573619e+00  2.184094945088355e-01  1.662801883744788e+00  1.661391604289756e-03 
 1.033750000000002e-06  1.000000000000000e+00  4.024261275065331e-01  1.773850058046953e+00  1.551650816722210e+00  1.662750437384582e+00  2.221992413247431e-01  1.662738751673681e+00  1.660459938294123e-03 
 1.034250000000002e-06  1.000000000000000e+00  4.018078322202074e-01  1.775670065896615e+00  1.549684340396572e+00  1.662677203146593e+00  2.259857255000426e-01  1.662670152117201e+00  1.659571714310054e-03 
 1.034750000000002e-06  1.000000000000000e+00  4.011296446594013e-01  1.777483485932424e+00  1.547714330637754e+00  1.662598908285089e+00  2.297691552946703e-01  1.662596341953215e+00  1.658725488523241e-03 
 1.035250000000002e-06  1.000000000000000e+00  4.003944691979779e-01  1.779290664536181e+00  1.545740937041710e+00  1.662515800788946e+00  2.335497274944711e-01  1.662517569997107e+00  1.657919848857716e-03 
 1.035750000000003e-06  1.000000000000000e+00  3.996050682987597e-01  1.781091934383074e+00  1.543764306454989e+00  1.662428120419032e+00  2.373276279280847e-01  1.662434077166167e+00  1.657153425841683e-03 
 1.036250000000003e-06  1.000000000000000e+00  3.987640695263575e-01  1.782887614897700e+00  1.541784582926470e+00  1.662336098912085e+00  2.411030319712300e-01  1.662346096644487e+00  1.656424881259585e-03 
 1.036750000000003e-06  1.000000000000000e+00  3.978739720317821e-01  1.784678012709995e+00  1.539801907664897e+00  1.662239960187446e+00  2.448761050450985e-01  1.662253854054462e+00  1.655732918034683e-03 
 1.037250000000003e-06  1.000000000000000e+00  3.969371529173271e-01  1.786463422100582e+00  1.537816419009261e+00  1.662139920554922e+00  2.486470030913210e-01  1.662157567632133e+00  1.655076272843465e-03 
 1.037750000000003e-06  1.000000000000000e+00  3.959558732009751e-01  1.788244125434615e+00  1.535828252394687e+00  1.662036188914651e+00  2.524158730399277e-01  1.662057448397110e+00  1.654453714668590e-03 
 1.038250000000003e-06  1.000000000000000e+00  3.949322834945781e-01  1.790020393592106e+00  1.533837540334793e+00  1.661928966963450e+00  2.561828532573129e-01  1.661953700332611e+00  1.653864054305761e-03 
 1.038750000000003e-06  1.000000000000000e+00  3.938684294203825e-01  1.791792486380726e+00  1.531844412404111e+00  1.661818449392419e+00  2.599480739766156e-01  1.661846520558498e+00  1.653306132344893e-03 
 1.039250000000003e-06  1.000000000000000e+00  3.927662568357675e-01  1.793560652936152e+00  1.529848995224792e+00  1.661704824080472e+00  2.637116577113596e-01  1.661736099502897e+00  1.652778822592102e-03 
 1.039750000000003e-06  1.000000000000000e+00  3.916276166768025e-01  1.795325132110762e+00  1.527851412461791e+00  1.661588272286276e+00  2.674737196489703e-01  1.661622621075309e+00  1.652281034020568e-03 
 1.040250000000003e-06  1.000000000000000e+00  3.904542696059894e-01  1.797086152857708e+00  1.525851784822051e+00  1.661468968839879e+00  2.712343680356577e-01  1.661506262838020e+00  1.651811707881182e-03 
 1.040750000000003e-06  1.000000000000000e+00  3.892478905410470e-01  1.798843934596556e+00  1.523850230058216e+00  1.661347082327386e+00  2.749937045383406e-01  1.661387196176619e+00  1.651369814320261e-03 
 1.041250000000003e-06  1.000000000000000e+00  3.880100728011859e-01  1.800598687571433e+00  1.521846862973461e+00  1.661222775272447e+00  2.787518245979721e-01  1.661265586466443e+00  1.650954358440142e-03 
 1.041750000000003e-06  1.000000000000000e+00  3.867423321741916e-01  1.802350613195298e+00  1.519841795439229e+00  1.661096204317264e+00  2.825088177560691e-01  1.661141593238503e+00  1.650564373705036e-03 
 1.042250000000003e-06  1.000000000000000e+00  3.854461107511464e-01  1.804099904374610e+00  1.517835136409897e+00  1.660967520392253e+00  2.862647679647130e-01  1.661015370341792e+00  1.650198921946133e-03 
 1.042750000000003e-06  1.000000000000000e+00  3.841227804475686e-01  1.805846745834229e+00  1.515826991941223e+00  1.660836868887726e+00  2.900197538930063e-01  1.660887066098673e+00  1.649857094799923e-03 
 1.043250000000003e-06  1.000000000000000e+00  3.827736465851224e-01  1.807591314426714e+00  1.513817465211618e+00  1.660704389819166e+00  2.937738492150963e-01  1.660756823465864e+00  1.649538011207420e-03 
 1.043750000000003e-06  1.000000000000000e+00  3.813999511157398e-01  1.809333779432329e+00  1.511806656551989e+00  1.660570217992159e+00  2.975271228803407e-01  1.660624780187826e+00  1.649240821746943e-03 
 1.044250000000003e-06  1.000000000000000e+00  3.800028757377756e-01  1.811074302848262e+00  1.509794663476350e+00  1.660434483162306e+00  3.012796393719124e-01  1.660491068949614e+00  1.648964694650977e-03 
 1.044750000000003e-06  1.000000000000000e+00  3.785835448998254e-01  1.812813039662441e+00  1.507781580711072e+00  1.660297310186757e+00  3.050314589513687e-01  1.660355817522906e+00  1.648708833641318e-03 
 1.045250000000003e-06  1.000000000000000e+00  3.771430286031561e-01  1.814550138120110e+00  1.505767500224800e+00  1.660158819172455e+00  3.087826378953096e-01  1.660219148907714e+00  1.648472459957783e-03 
 1.045750000000003e-06  1.000000000000000e+00  3.756823450618139e-01  1.816285739983141e+00  1.503752511270680e+00  1.660019125626911e+00  3.125332287124611e-01  1.660081181477138e+00  1.648254823890858e-03 
 1.046250000000003e-06  1.000000000000000e+00  3.742024632692698e-01  1.818019980778286e+00  1.501736700423113e+00  1.659878340600699e+00  3.162832803551729e-01  1.659942029116795e+00  1.648055200257774e-03 
 1.046750000000003e-06  1.000000000000000e+00  3.727043054559580e-01  1.819752990028821e+00  1.499720151614824e+00  1.659736570821823e+00  3.200328384139974e-01  1.659801801354735e+00  1.647872880599185e-03 
 1.047250000000003e-06  1.000000000000000e+00  3.711887493117334e-01  1.821484891492896e+00  1.497702946183642e+00  1.659593918838269e+00  3.237819453092539e-01  1.659660603499742e+00  1.647707187815924e-03 
 1.047750000000003e-06  1.000000000000000e+00  3.696566302759341e-01  1.823215803382698e+00  1.495685162908225e+00  1.659450483145462e+00  3.275306404744738e-01  1.659518536766507e+00  1.647557459179433e-03 
 1.048250000000003e-06  1.000000000000000e+00  3.681087435369157e-01  1.824945838576654e+00  1.493666878055935e+00  1.659306358316295e+00  3.312789605207194e-01  1.659375698402987e+00  1.647423058599859e-03 
 1.048750000000004e-06  1.000000000000000e+00  3.665458460412268e-01  1.826675104819844e+00  1.491648165429977e+00  1.659161635124911e+00  3.350269393898668e-01  1.659232181812516e+00  1.647303365836209e-03 
 1.049250000000004e-06  1.000000000000000e+00  3.649686583910128e-01  1.828403704924920e+00  1.489629096410791e+00  1.659016400667855e+00  3.387746085141288e-01  1.659088076672306e+00  1.647197785052612e-03 
 1.049750000000004e-06  1.000000000000000e+00  3.633778666057144e-01  1.830131736961068e+00  1.487609740006328e+00  1.658870738483698e+00  3.425219969547402e-01  1.658943469051630e+00  1.647105736272171e-03 
 1.050250000000004e-06  1.000000000000000e+00  3.617741238317085e-01  1.831859294437669e+00  1.485590162897896e+00  1.658724728667782e+00  3.462691315397721e-01  1.658798441526255e+00  1.647026663937325e-03 
 1.050750000000004e-06  1.000000000000000e+00  3.601580519579568e-01  1.833586466476470e+00  1.483570429488911e+00  1.658578447982691e+00  3.500160369875585e-01  1.658653073286568e+00  1.646960022882653e-03 
 1.051250000000004e-06  1.000000000000000e+00  3.585302431482598e-01  1.835313337980267e+00  1.481550601947806e+00  1.658431969964036e+00  3.537627360324611e-01  1.658507440244832e+00  1.646905290842720e-03 
 1.051750000000004e-06  1.000000000000000e+00  3.568912612997051e-01  1.837039989792643e+00  1.479530740263696e+00  1.658285365028169e+00  3.575092495289476e-01  1.658361615140138e+00  1.646861962087803e-03 
 1.052250000000004e-06  1.000000000000000e+00  3.552416434454504e-01  1.838766498859549e+00  1.477510902289873e+00  1.658138700574711e+00  3.612555965696762e-01  1.658215667641279e+00  1.646829548651583e-03 
 1.052750000000004e-06  1.000000000000000e+00  3.535819010440944e-01  1.840492938373546e+00  1.475491143793922e+00  1.657992041083734e+00  3.650017945796242e-01  1.658069664444918e+00  1.646807575249764e-03 
 1.053250000000004e-06  1.000000000000000e+00  3.519125213126226e-01  1.842219377917838e+00  1.473471518506711e+00  1.657845448212274e+00  3.687478594111269e-01  1.657923669370796e+00  1.646795586505283e-03 
 1.053750000000004e-06  1.000000000000000e+00  3.502339683322588e-01  1.843945883602097e+00  1.471452078174146e+00  1.657698980888121e+00  3.724938054279503e-01  1.657777743456165e+00  1.646793138572739e-03 
 1.054250000000004e-06  1.000000000000000e+00  3.485466841927285e-01  1.845672518200675e+00  1.469432872598395e+00  1.657552695399535e+00  3.762396456022798e-01  1.657631945045555e+00  1.646799805059169e-03 
 1.054750000000004e-06  1.000000000000000e+00  3.468510901016895e-01  1.847399341276334e+00  1.467413949691834e+00  1.657406645484084e+00  3.799853915845000e-01  1.657486329880212e+00  1.646815172861074e-03 
 1.055250000000004e-06  1.000000000000000e+00  3.451475874053171e-01  1.849126409301558e+00  1.465395355524519e+00  1.657260882413038e+00  3.837310537770393e-01  1.657340951183535e+00  1.646838842487543e-03 
 1.055750000000004e-06  1.000000000000000e+00  3.434365585841774e-01  1.850853775776897e+00  1.463377134369730e+00  1.657115455073314e+00  3.874766414071673e-01  1.657195859742389e+00  1.646870427861693e-03 
 1.056250000000004e-06  1.000000000000000e+00  3.417183681128368e-01  1.852581491347619e+00  1.461359328753796e+00  1.656970410050707e+00  3.912221625938235e-01  1.657051103991387e+00  1.646909557338940e-03 
 1.056750000000004e-06  1.000000000000000e+00  3.399933633918579e-01  1.854309603904813e+00  1.459341979502930e+00  1.656825791703871e+00  3.949676244018825e-01  1.656906730087512e+00  1.646955871354796e-03 
 1.057250000000004e-06  1.000000000000000e+00  3.382618756170570e-01  1.856038158691292e+00  1.457325125790390e+00  1.656681642240841e+00  3.987130329009023e-01  1.656762781987514e+00  1.647009019853335e-03 
 1.057750000000004e-06  1.000000000000000e+00  3.365242205073253e-01  1.857767198403012e+00  1.455308805180972e+00  1.656538001791992e+00  4.024583932220405e-01  1.656619301522832e+00  1.647068669545853e-03 
 1.058250000000004e-06  1.000000000000000e+00  3.347806991145283e-01  1.859496763285833e+00  1.453293053681273e+00  1.656394908483553e+00  4.062037096045596e-01  1.656476328470478e+00  1.647134495187539e-03 
 1.058750000000004e-06  1.000000000000000e+00  3.330315985179366e-01  1.861226891227115e+00  1.451277905783056e+00  1.656252398505085e+00  4.099489854440597e-01  1.656333900625280e+00  1.647206183521772e-03 
 1.059250000000004e-06  1.000000000000000e+00  3.312771925261111e-01  1.862957617838426e+00  1.449263394507907e+00  1.656110506173167e+00  4.136942233305192e-01  1.656192053861731e+00  1.647283433681817e-03 
 1.059750000000004e-06  1.000000000000000e+00  3.295177423650391e-01  1.864688976545187e+00  1.447249551450990e+00  1.655969263998089e+00  4.174394250941968e-01  1.656050822203637e+00  1.647365951371907e-03 
 1.060250000000004e-06  1.000000000000000e+00  3.277534972226206e-01  1.866420998661971e+00  1.445236406825497e+00  1.655828702743734e+00  4.211845918364736e-01  1.655910237883055e+00  1.647453454928214e-03 
 1.060750000000004e-06  1.000000000000000e+00  3.259846948976555e-01  1.868153713475240e+00  1.443223989507315e+00  1.655688851491278e+00  4.249297239679244e-01  1.655770331406134e+00  1.647545673595660e-03 
 1.061250000000004e-06  1.000000000000000e+00  3.242115623411759e-01  1.869887148312380e+00  1.441212327076919e+00  1.655549737694650e+00  4.286748212354610e-01  1.655631131608374e+00  1.647642344801207e-03 
 1.061750000000004e-06  1.000000000000000e+00  3.224343162280023e-01  1.871621328614047e+00  1.439201445866749e+00  1.655411387240398e+00  4.324198827472980e-01  1.655492665717291e+00  1.647743211297369e-03 
 1.062250000000005e-06  1.000000000000000e+00  3.206531634143501e-01  1.873356278003821e+00  1.437191370999709e+00  1.655273824501765e+00  4.361649070041120e-01  1.655354959405528e+00  1.647848034019223e-03 
 1.062750000000005e-06  1.000000000000000e+00  3.188683014737734e-01  1.875092018351998e+00  1.435182126429903e+00  1.655137072390950e+00  4.399098919220947e-01  1.655218036844799e+00  1.647956573660025e-03 
 1.063250000000005e-06  1.000000000000000e+00  3.170799191228806e-01  1.876828569837074e+00  1.433173734984779e+00  1.655001152410926e+00  4.436548348522951e-01  1.655081920759389e+00  1.648068604956443e-03 
 1.063750000000005e-06  1.000000000000000e+00  3.152881966671162e-01  1.878565951005245e+00  1.431166218407977e+00  1.654866084706611e+00  4.473997325972685e-01  1.654946632476619e+00  1.648183905511368e-03 
 1.064250000000005e-06  1.000000000000000e+00  3.134933064627257e-01  1.880304178824751e+00  1.429159597399191e+00  1.654731888111971e+00  4.511445814255601e-01  1.654812191976314e+00  1.648302265852796e-03 
 1.064750000000005e-06  1.000000000000000e+00  3.116954132987546e-01  1.882043268741330e+00  1.427153891653098e+00  1.654598580197214e+00  4.548893770882318e-01  1.654678617938338e+00  1.648423479696672e-03 
 1.065250000000005e-06  1.000000000000000e+00  3.098946747419047e-01  1.883783234728514e+00  1.425149119896587e+00  1.654466177312551e+00  4.586341148319271e-01  1.654545927787377e+00  1.648547353172736e-03 
 1.065750000000005e-06  1.000000000000000e+00  3.080912415195827e-01  1.885524089335742e+00  1.423145299932514e+00  1.654334694634128e+00  4.623787894032287e-01  1.654414137740229e+00  1.648673692621688e-03 
 1.066250000000005e-06  1.000000000000000e+00  3.062852578897577e-01  1.887265843734031e+00  1.421142448672184e+00  1.654204146203107e+00  4.661233950618462e-01  1.654283262844713e+00  1.648802317335157e-03 
 1.066750000000005e-06  1.000000000000000e+00  3.044768619208491e-01  1.889008507766242e+00  1.419140582175440e+00  1.654074544970841e+00  4.698679255908016e-01  1.654153317026389e+00  1.648933050725349e-03 
 1.067250000000005e-06  1.000000000000000e+00  3.026661859264719e-01  1.890752089977406e+00  1.417139715696323e+00  1.653945902836865e+00  4.736123742810825e-01  1.654024313127798e+00  1.649065722215759e-03 
 1.067750000000005e-06  1.000000000000000e+00  3.008533566046683e-01  1.892496597662728e+00  1.415139863714913e+00  1.653818230688821e+00  4.773567339478144e-01  1.653896262947885e+00  1.649200168293634e-03 
 1.068250000000005e-06  1.000000000000000e+00  2.990384954319352e-01  1.894242036901572e+00  1.413141039968530e+00  1.653691538435051e+00  4.811009969330413e-01  1.653769177278056e+00  1.649336230977649e-03 
 1.068750000000005e-06  1.000000000000000e+00  2.972217189030240e-01  1.895988412591457e+00  1.411143257498001e+00  1.653565835044729e+00  4.848451550934554e-01  1.653643065939748e+00  1.649473755860477e-03 
 1.069250000000005e-06  1.000000000000000e+00  2.954031388108538e-01  1.897735728485169e+00  1.409146528682717e+00  1.653441128583943e+00  4.885891998024521e-01  1.653517937823658e+00  1.649612602247808e-03 
 1.069750000000005e-06  1.000000000000000e+00  2.935828624756573e-01  1.899483987218287e+00  1.407150865276388e+00  1.653317426247337e+00  4.923331219418996e-01  1.653393800921561e+00  1.649752625947945e-03 
 1.070250000000005e-06  1.000000000000000e+00  2.917609929781393e-01  1.901233190338528e+00  1.405156278439727e+00  1.653194734389127e+00  4.960769118988002e-01  1.653270662357884e+00  1.649893689990489e-03 
 1.070750000000005e-06  1.000000000000000e+00  2.899376294150735e-01  1.902983338330650e+00  1.403162778779857e+00  1.653073058555254e+00  4.998205595507932e-01  1.653148528423069e+00  1.650035665118444e-03 
 1.071250000000005e-06  1.000000000000000e+00  2.881128670917603e-01  1.904734430644852e+00  1.401170376383878e+00  1.652952403514365e+00  5.035640542609736e-01  1.653027404605024e+00  1.650178424647285e-03 
 1.071750000000005e-06  1.000000000000000e+00  2.862867977536243e-01  1.906486465718702e+00  1.399179080857747e+00  1.652832773288224e+00  5.073073848609553e-01  1.652907295620063e+00  1.650321850318825e-03 
 1.072250000000005e-06  1.000000000000000e+00  2.844595097778717e-01  1.908239440999115e+00  1.397188901360521e+00  1.652714171179818e+00  5.110505396385934e-01  1.652788205442197e+00  1.650465820519806e-03 
 1.072750000000005e-06  1.000000000000000e+00  2.826310883378562e-01  1.909993352961460e+00  1.395199846640676e+00  1.652596599801068e+00  5.147935063207834e-01  1.652670137330756e+00  1.650610227906145e-03 
 1.073250000000005e-06  1.000000000000000e+00  2.808016156220090e-01  1.911748197126254e+00  1.393211925072062e+00  1.652480061099158e+00  5.185362720541922e-01  1.652553093859232e+00  1.650754963171798e-03 
 1.073750000000005e-06  1.000000000000000e+00  2.789711710408673e-01  1.913503968073224e+00  1.391225144692361e+00  1.652364556382792e+00  5.222788233808626e-01  1.652437076939180e+00  1.650899923509004e-03 
 1.074250000000005e-06  1.000000000000000e+00  2.771398312820179e-01  1.915260659459187e+00  1.389239513236515e+00  1.652250086347851e+00  5.260211462226723e-01  1.652322087848772e+00  1.651045009035978e-03 
 1.074750000000005e-06  1.000000000000000e+00  2.753076705550965e-01  1.917018264027120e+00  1.387255038175413e+00  1.652136651101267e+00  5.297632258517075e-01  1.652208127257631e+00  1.651190122709872e-03 
 1.075250000000006e-06  1.000000000000000e+00  2.734747607510351e-01  1.918776773619018e+00  1.385271726746310e+00  1.652024250182664e+00  5.335050468727087e-01  1.652095195247484e+00  1.651335176627419e-03 
 1.075750000000006e-06  1.000000000000000e+00  2.716411715565188e-01  1.920536179180089e+00  1.383289585994287e+00  1.651912882587188e+00  5.372465931858015e-01  1.651983291336521e+00  1.651480076800317e-03 
 1.076250000000006e-06  1.000000000000000e+00  2.698069705971899e-01  1.922296470770675e+00  1.381308622810911e+00  1.651802546790794e+00  5.409878479597638e-01  1.651872414504704e+00  1.651624745256727e-03 
 1.076750000000006e-06  1.000000000000000e+00  2.679722235920672e-01  1.924057637573891e+00  1.379328843967938e+00  1.651693240770915e+00  5.447287936059526e-01  1.651762563215236e+00  1.651769096217507e-03 
 1.077250000000006e-06  1.000000000000000e+00  2.661369944992908e-01  1.925819667893704e+00  1.377350256155646e+00  1.651584962024675e+00  5.484694117380584e-01  1.651653735433584e+00  1.651913054218230e-03 
 1.077750000000006e-06  1.000000000000000e+00  2.643013456064776e-01  1.927582549157777e+00  1.375372866020014e+00  1.651477707588896e+00  5.522096831377632e-01  1.651545928648349e+00  1.652056545082312e-03 
 1.078250000000006e-06  1.000000000000000e+00  2.624653376901254e-01  1.929346267915204e+00  1.373396680205012e+00  1.651371474060108e+00  5.559495877101921e-01  1.651439139890996e+00  1.652199494942343e-03 
 1.078750000000006e-06  1.000000000000000e+00  2.606290300722345e-01  1.931110809838539e+00  1.371421705390115e+00  1.651266257614326e+00  5.596891044484240e-01  1.651333365756294e+00  1.652341837728001e-03 
 1.079250000000006e-06  1.000000000000000e+00  2.587924807931727e-01  1.932876159721729e+00  1.369447948326160e+00  1.651162054023944e+00  5.634282113955686e-01  1.651228602419837e+00  1.652483508016427e-03 
 1.079750000000006e-06  1.000000000000000e+00  2.569557466752637e-01  1.934642301472641e+00  1.367475415880472e+00  1.651058858676556e+00  5.671668855921697e-01  1.651124845656883e+00  1.652624440604117e-03 
 1.080250000000006e-06  1.000000000000000e+00  2.551188835015183e-01  1.936409218101243e+00  1.365504115075816e+00  1.650956666588530e+00  5.709051030254266e-01  1.651022090858044e+00  1.652764578493076e-03 
 1.080750000000006e-06  1.000000000000000e+00  2.532819460409588e-01  1.938176891717369e+00  1.363534053135134e+00  1.650855472426251e+00  5.746428385822349e-01  1.650920333048638e+00  1.652903862696230e-03 
 1.081250000000006e-06  1.000000000000000e+00  2.514449881586873e-01  1.939945303519169e+00  1.361565237517837e+00  1.650755270518503e+00  5.783800660013318e-01  1.650819566903063e+00  1.653042239725067e-03 
 1.081750000000006e-06  1.000000000000000e+00  2.496080629415889e-01  1.941714433780390e+00  1.359597675968418e+00  1.650656054874404e+00  5.821167578119715e-01  1.650719786762924e+00  1.653179658294429e-03 
 1.082250000000006e-06  1.000000000000000e+00  2.477712227948958e-01  1.943484261835541e+00  1.357631376560128e+00  1.650557819197835e+00  5.858528852754123e-01  1.650620986651236e+00  1.653316066453852e-03 
 1.082750000000006e-06  1.000000000000000e+00  2.459345194734746e-01  1.945254766062410e+00  1.355666347740765e+00  1.650460556901587e+00  5.895884183216451e-01  1.650523160286830e+00  1.653451419428149e-03 
 1.083250000000006e-06  1.000000000000000e+00  2.440980042093093e-01  1.947025923867982e+00  1.353702598375990e+00  1.650364261121986e+00  5.933233254919916e-01  1.650426301101084e+00  1.653585672825610e-03 
 1.083750000000006e-06  1.000000000000000e+00  2.422617278223465e-01  1.948797711666201e+00  1.351740137800028e+00  1.650268924733115e+00  5.970575738661730e-01  1.650330402250430e+00  1.653718783559815e-03 
 1.084250000000006e-06  1.000000000000000e+00  2.404257407321080e-01  1.950570104855826e+00  1.349778975863998e+00  1.650174540359912e+00  6.007911289918286e-01  1.650235456630683e+00  1.653850710223645e-03 
