 time                   v(REF)                 v(VOCM)                v(OUTP)                v(OUTN)                cm_voutcm              cm_voutdiff            cm_idd                
 8.247500000000036e-06  1.650000000000000e+00  1.649108588207475e+00  1.649108670545279e+00  1.649108670760230e+00  1.649108670652754e+00 -2.149507238868864e-10  1.605332224452468e-03 
 8.252500000000037e-06  1.650000000000000e+00  1.649108588186838e+00  1.649108670525126e+00  1.649108670741471e+00  1.649108670633299e+00 -2.163453860504205e-10  1.605332224764409e-03 
 8.257500000000037e-06  1.650000000000000e+00  1.649108588168553e+00  1.649108670503043e+00  1.649108670734432e+00  1.649108670618738e+00 -2.313895741679062e-10  1.605332224303377e-03 
 8.262500000000038e-06  1.650000000000000e+00  1.649108588156464e+00  1.649108670485282e+00  1.649108670733875e+00  1.649108670609578e+00 -2.485931460682878e-10  1.605332224275954e-03 
 8.267500000000039e-06  1.650000000000000e+00  1.649108588154004e+00  1.649108670473363e+00  1.649108670735519e+00  1.649108670604441e+00 -2.621565187155284e-10  1.605332224723260e-03 
 8.272500000000040e-06  1.650000000000000e+00  1.649108588149172e+00  1.649108670462292e+00  1.649108670735650e+00  1.649108670598971e+00 -2.733586690339962e-10  1.605332224496666e-03 
 8.277500000000041e-06  1.650000000000000e+00  1.649108588144123e+00  1.649108670453542e+00  1.649108670734590e+00  1.649108670594066e+00 -2.810480737025500e-10  1.605332224861990e-03 
 8.282500000000041e-06  1.650000000000000e+00  1.649108588139743e+00  1.649108670447771e+00  1.649108670742230e+00  1.649108670595000e+00 -2.944589017062071e-10  1.605332224886859e-03 
 8.287500000000042e-06  1.650000000000000e+00  1.649108588140807e+00  1.649108670444457e+00  1.649108670748718e+00  1.649108670596587e+00 -3.042610607906227e-10  1.605332224363675e-03 
 8.292500000000043e-06  1.650000000000000e+00  1.649108588143314e+00  1.649108670443405e+00  1.649108670751555e+00  1.649108670597480e+00 -3.081503940904895e-10  1.605332224832362e-03 
 8.297500000000044e-06  1.650000000000000e+00  1.649108588143048e+00  1.649108670448594e+00  1.649108670756088e+00  1.649108670602341e+00 -3.074933641045163e-10  1.605332224811388e-03 
 8.302500000000045e-06  1.650000000000000e+00  1.649108588155441e+00  1.649108670461045e+00  1.649108670771147e+00  1.649108670616096e+00 -3.101015000339657e-10  1.605332225063167e-03 
 8.307500000000045e-06  1.650000000000000e+00  1.649108588173418e+00  1.649108670478744e+00  1.649108670790720e+00  1.649108670634732e+00 -3.119757785441379e-10  1.605332225264427e-03 
 8.312500000000046e-06  1.650000000000000e+00  1.649108588189425e+00  1.649108670498052e+00  1.649108670803744e+00  1.649108670650898e+00 -3.056916941801546e-10  1.605332225308909e-03 
 8.317500000000047e-06  1.650000000000000e+00  1.649108588202153e+00  1.649108670511923e+00  1.649108670808651e+00  1.649108670660287e+00 -2.967284196131459e-10  1.605332225256413e-03 
 8.322500000000048e-06  1.650000000000000e+00  1.649108588211448e+00  1.649108670523521e+00  1.649108670818686e+00  1.649108670671104e+00 -2.951645594606589e-10  1.605332224903510e-03 
 8.327500000000049e-06  1.650000000000000e+00  1.649108588226560e+00  1.649108670535796e+00  1.649108670830770e+00  1.649108670683283e+00 -2.949738231450283e-10  1.605332224866129e-03 
 8.332500000000049e-06  1.650000000000000e+00  1.649108588240801e+00  1.649108670553288e+00  1.649108670853332e+00  1.649108670703310e+00 -3.000444337430963e-10  1.605332225065779e-03 
 8.337500000000050e-06  1.650000000000000e+00  1.649108588265513e+00  1.649108670580288e+00  1.649108670878095e+00  1.649108670729192e+00 -2.978068902592668e-10  1.605332225753066e-03 
 8.342500000000051e-06  1.650000000000000e+00  1.649108588287344e+00  1.649108670607793e+00  1.649108670903058e+00  1.649108670755426e+00 -2.952651456666899e-10  1.605332225512534e-03 
 8.347500000000052e-06  1.650000000000000e+00  1.649108588317781e+00  1.649108670634364e+00  1.649108670930894e+00  1.649108670782629e+00 -2.965305778701577e-10  1.605332225745067e-03 
 8.352500000000053e-06  1.650000000000000e+00  1.649108588344851e+00  1.649108670664261e+00  1.649108670956243e+00  1.649108670810252e+00 -2.919824382274783e-10  1.605332225059058e-03 
 8.357500000000053e-06  1.650000000000000e+00  1.649108588364498e+00  1.649108670690834e+00  1.649108670974427e+00  1.649108670832630e+00 -2.835938150980155e-10  1.605332225511349e-03 
 8.362500000000054e-06  1.650000000000000e+00  1.649108588389262e+00  1.649108670713501e+00  1.649108670992958e+00  1.649108670853230e+00 -2.794569020636573e-10  1.605332224599096e-03 
 8.367500000000055e-06  1.650000000000000e+00  1.649108588408963e+00  1.649108670736977e+00  1.649108671011975e+00  1.649108670874476e+00 -2.749986904859725e-10  1.605332225439972e-03 
 8.372500000000056e-06  1.650000000000000e+00  1.649108588435178e+00  1.649108670762041e+00  1.649108671036260e+00  1.649108670899150e+00 -2.742195359672905e-10  1.605332225191867e-03 
 8.377500000000057e-06  1.650000000000000e+00  1.649108588455741e+00  1.649108670786736e+00  1.649108671050070e+00  1.649108670918403e+00 -2.633344653446557e-10  1.605332225491541e-03 
 8.382500000000057e-06  1.650000000000000e+00  1.649108588475529e+00  1.649108670809823e+00  1.649108671070405e+00  1.649108670940114e+00 -2.605824445112148e-10  1.605332225072123e-03 
 8.387500000000058e-06  1.650000000000000e+00  1.649108588487992e+00  1.649108670827044e+00  1.649108671084498e+00  1.649108670955771e+00 -2.574540580724261e-10  1.605332225099137e-03 
 8.392500000000059e-06  1.650000000000000e+00  1.649108588507325e+00  1.649108670835121e+00  1.649108671098609e+00  1.649108670966865e+00 -2.634881202112638e-10  1.605332225219102e-03 
 8.397500000000060e-06  1.650000000000000e+00  1.649108588505592e+00  1.649108670834689e+00  1.649108671100909e+00  1.649108670967799e+00 -2.662194908964466e-10  1.605332224641075e-03 
 8.402500000000061e-06  1.650000000000000e+00  1.649108588509978e+00  1.649108670825697e+00  1.649108671104109e+00  1.649108670964903e+00 -2.784121821974850e-10  1.605332224721361e-03 
 8.407500000000061e-06  1.650000000000000e+00  1.649108588504339e+00  1.649108670812092e+00  1.649108671100697e+00  1.649108670956394e+00 -2.886044736527538e-10  1.605332224494100e-03 
 8.412500000000062e-06  1.650000000000000e+00  1.649108588490181e+00  1.649108670796719e+00  1.649108671095032e+00  1.649108670945876e+00 -2.983127078692860e-10  1.605332224495273e-03 
 8.417500000000063e-06  1.650000000000000e+00  1.649108588484377e+00  1.649108670783058e+00  1.649108671084631e+00  1.649108670933845e+00 -3.015734328926101e-10  1.605332224667096e-03 
 8.422500000000064e-06  1.650000000000000e+00  1.649108588472171e+00  1.649108670768668e+00  1.649108671077377e+00  1.649108670923022e+00 -3.087092803610858e-10  1.605332224532913e-03 
 8.427500000000065e-06  1.650000000000000e+00  1.649108588460781e+00  1.649108670753867e+00  1.649108671070001e+00  1.649108670911934e+00 -3.161337858159641e-10  1.605332224666563e-03 
 8.432500000000065e-06  1.650000000000000e+00  1.649108588446006e+00  1.649108670739194e+00  1.649108671054566e+00  1.649108670896880e+00 -3.153721728210712e-10  1.605332224499282e-03 
 8.437500000000066e-06  1.650000000000000e+00  1.649108588435247e+00  1.649108670730830e+00  1.649108671038980e+00  1.649108670884905e+00 -3.081499500012796e-10  1.605332224446132e-03 
 8.442500000000067e-06  1.650000000000000e+00  1.649108588426075e+00  1.649108670731030e+00  1.649108671024933e+00  1.649108670877981e+00 -2.939031240600798e-10  1.605332224866387e-03 
 8.447500000000068e-06  1.650000000000000e+00  1.649108588427069e+00  1.649108670736307e+00  1.649108671025268e+00  1.649108670880787e+00 -2.889608552436584e-10  1.605332224864083e-03 
 8.452500000000069e-06  1.650000000000000e+00  1.649108588427773e+00  1.649108670744762e+00  1.649108671021849e+00  1.649108670883305e+00 -2.770879081737121e-10  1.605332224883991e-03 
 8.457500000000069e-06  1.650000000000000e+00  1.649108588434993e+00  1.649108670753580e+00  1.649108671025991e+00  1.649108670889785e+00 -2.724105385709663e-10  1.605332224899774e-03 
 8.462500000000070e-06  1.650000000000000e+00  1.649108588433636e+00  1.649108670754640e+00  1.649108671033234e+00  1.649108670893937e+00 -2.785940367289186e-10  1.605332224641214e-03 
 8.467500000000071e-06  1.650000000000000e+00  1.649108588437800e+00  1.649108670746810e+00  1.649108671041831e+00  1.649108670894320e+00 -2.950204525120625e-10  1.605332225158791e-03 
 8.472500000000072e-06  1.650000000000000e+00  1.649108588442342e+00  1.649108670736999e+00  1.649108671055841e+00  1.649108670896420e+00 -3.188425079514445e-10  1.605332225141582e-03 
 8.477500000000073e-06  1.650000000000000e+00  1.649108588437214e+00  1.649108670727934e+00  1.649108671058396e+00  1.649108670893165e+00 -3.304616580379616e-10  1.605332224496018e-03 
 8.482500000000073e-06  1.650000000000000e+00  1.649108588433754e+00  1.649108670719703e+00  1.649108671054574e+00  1.649108670887138e+00 -3.348712418471678e-10  1.605332224632922e-03 
 8.487500000000074e-06  1.650000000000000e+00  1.649108588420248e+00  1.649108670710486e+00  1.649108671038966e+00  1.649108670874726e+00 -3.284799099390057e-10  1.605332224182270e-03 
 8.492500000000075e-06  1.650000000000000e+00  1.649108588410133e+00  1.649108670701122e+00  1.649108671020963e+00  1.649108670861043e+00 -3.198410425397924e-10  1.605332224037349e-03 
 8.497500000000076e-06  1.650000000000000e+00  1.649108588402544e+00  1.649108670692455e+00  1.649108671010977e+00  1.649108670851716e+00 -3.185214314527229e-10  1.605332224399809e-03 
 8.502500000000077e-06  1.650000000000000e+00  1.649108588391614e+00  1.649108670685684e+00  1.649108671003595e+00  1.649108670844639e+00 -3.179110308337840e-10  1.605332224632817e-03 
 8.507500000000077e-06  1.650000000000000e+00  1.649108588384028e+00  1.649108670683134e+00  1.649108670995570e+00  1.649108670839352e+00 -3.124360770101475e-10  1.605332224671772e-03 
 8.512500000000078e-06  1.650000000000000e+00  1.649108588387494e+00  1.649108670683885e+00  1.649108670995135e+00  1.649108670839510e+00 -3.112492485968232e-10  1.605332224444278e-03 
 8.517500000000079e-06  1.650000000000000e+00  1.649108588386698e+00  1.649108670687580e+00  1.649108670993838e+00  1.649108670840709e+00 -3.062583520119233e-10  1.605332224375095e-03 
 8.522500000000080e-06  1.650000000000000e+00  1.649108588388409e+00  1.649108670689035e+00  1.649108670994764e+00  1.649108670841899e+00 -3.057294417629919e-10  1.605332224636494e-03 
 8.527500000000081e-06  1.650000000000000e+00  1.649108588388112e+00  1.649108670683920e+00  1.649108670992012e+00  1.649108670837966e+00 -3.080922184039991e-10  1.605332224951831e-03 
 8.532500000000081e-06  1.650000000000000e+00  1.649108588371958e+00  1.649108670669959e+00  1.649108670977618e+00  1.649108670823789e+00 -3.076594534690003e-10  1.605332224034705e-03 
 8.537500000000082e-06  1.650000000000000e+00  1.649108588353055e+00  1.649108670651950e+00  1.649108670959743e+00  1.649108670805847e+00 -3.077933463657700e-10  1.605332224421382e-03 
 8.542500000000083e-06  1.650000000000000e+00  1.649108588335153e+00  1.649108670637414e+00  1.649108670941707e+00  1.649108670789560e+00 -3.042937013475466e-10  1.605332224437551e-03 
 8.547500000000084e-06  1.650000000000000e+00  1.649108588332370e+00  1.649108670627419e+00  1.649108670930754e+00  1.649108670779087e+00 -3.033346906988754e-10  1.605332224486148e-03 
 8.552500000000085e-06  1.650000000000000e+00  1.649108588321860e+00  1.649108670620377e+00  1.649108670920089e+00  1.649108670770233e+00 -2.997120329695235e-10  1.605332224649227e-03 
 8.557500000000085e-06  1.650000000000000e+00  1.649108588311688e+00  1.649108670617391e+00  1.649108670908532e+00  1.649108670762962e+00 -2.911406671302075e-10  1.605332224863675e-03 
 8.562500000000086e-06  1.650000000000000e+00  1.649108588313101e+00  1.649108670620417e+00  1.649108670909067e+00  1.649108670764742e+00 -2.886493266629486e-10  1.605332225108539e-03 
 8.567500000000087e-06  1.650000000000000e+00  1.649108588312773e+00  1.649108670626156e+00  1.649108670923523e+00  1.649108670774839e+00 -2.973661317184906e-10  1.605332224921313e-03 
 8.572500000000088e-06  1.650000000000000e+00  1.649108588326688e+00  1.649108670631541e+00  1.649108670933603e+00  1.649108670782572e+00 -3.020621530680501e-10  1.605332224887321e-03 
 8.577500000000089e-06  1.650000000000000e+00  1.649108588332096e+00  1.649108670636978e+00  1.649108670941659e+00  1.649108670789318e+00 -3.046807250939310e-10  1.605332224636534e-03 
 8.582500000000089e-06  1.650000000000000e+00  1.649108588337751e+00  1.649108670641690e+00  1.649108670951926e+00  1.649108670796808e+00 -3.102365031537602e-10  1.605332224851730e-03 
 8.587500000000090e-06  1.650000000000000e+00  1.649108588345313e+00  1.649108670645042e+00  1.649108670962444e+00  1.649108670803743e+00 -3.174025486885057e-10  1.605332224848086e-03 
 8.592500000000091e-06  1.650000000000000e+00  1.649108588350056e+00  1.649108670648244e+00  1.649108670967968e+00  1.649108670808106e+00 -3.197240250329969e-10  1.605332224860000e-03 
 8.597500000000092e-06  1.650000000000000e+00  1.649108588354816e+00  1.649108670654447e+00  1.649108670980147e+00  1.649108670817297e+00 -3.257005776191590e-10  1.605332224849341e-03 
 8.602500000000093e-06  1.650000000000000e+00  1.649108588369580e+00  1.649108670663268e+00  1.649108670993217e+00  1.649108670828243e+00 -3.299496231790044e-10  1.605332224902268e-03 
 8.607500000000093e-06  1.650000000000000e+00  1.649108588377564e+00  1.649108670671952e+00  1.649108670996139e+00  1.649108670834046e+00 -3.241871215919900e-10  1.605332224879453e-03 
 8.612500000000094e-06  1.650000000000000e+00  1.649108588379066e+00  1.649108670679814e+00  1.649108670993719e+00  1.649108670836767e+00 -3.139055682055414e-10  1.605332224864663e-03 
 8.617500000000095e-06  1.650000000000000e+00  1.649108588379055e+00  1.649108670685450e+00  1.649108670983236e+00  1.649108670834343e+00 -2.977864621556137e-10  1.605332224431037e-03 
 8.622500000000096e-06  1.650000000000000e+00  1.649108588375095e+00  1.649108670691916e+00  1.649108670975301e+00  1.649108670833608e+00 -2.833853152139909e-10  1.605332224719362e-03 
 8.627500000000097e-06  1.650000000000000e+00  1.649108588376408e+00  1.649108670696459e+00  1.649108670968510e+00  1.649108670832484e+00 -2.720508263109878e-10  1.605332224760105e-03 
 8.632500000000097e-06  1.650000000000000e+00  1.649108588375005e+00  1.649108670697571e+00  1.649108670959262e+00  1.649108670828416e+00 -2.616906691343956e-10  1.605332224487497e-03 
 8.637500000000098e-06  1.650000000000000e+00  1.649108588373542e+00  1.649108670696501e+00  1.649108670960166e+00  1.649108670828333e+00 -2.636653118059940e-10  1.605332224883117e-03 
 8.642500000000099e-06  1.650000000000000e+00  1.649108588378446e+00  1.649108670694602e+00  1.649108670973642e+00  1.649108670834122e+00 -2.790399022956080e-10  1.605332224948401e-03 
 8.647500000000100e-06  1.650000000000000e+00  1.649108588377212e+00  1.649108670686673e+00  1.649108670981708e+00  1.649108670834190e+00 -2.950355515451974e-10  1.605332224746822e-03 
 8.652500000000101e-06  1.650000000000000e+00  1.649108588377851e+00  1.649108670672944e+00  1.649108670988618e+00  1.649108670830781e+00 -3.156732653053496e-10  1.605332224517702e-03 
 8.657500000000101e-06  1.650000000000000e+00  1.649108588367850e+00  1.649108670656508e+00  1.649108670995192e+00  1.649108670825850e+00 -3.386839697583355e-10  1.605332224704816e-03 
 8.662500000000102e-06  1.650000000000000e+00  1.649108588361163e+00  1.649108670641979e+00  1.649108670992155e+00  1.649108670817067e+00 -3.501754441970206e-10  1.605332224456880e-03 
 8.667500000000103e-06  1.650000000000000e+00  1.649108588352866e+00  1.649108670624106e+00  1.649108670982963e+00  1.649108670803535e+00 -3.588573882495893e-10  1.605332224037308e-03 
 8.672500000000104e-06  1.650000000000000e+00  1.649108588345266e+00  1.649108670608135e+00  1.649108670982227e+00  1.649108670795181e+00 -3.740920906381007e-10  1.605332224649444e-03 
 8.677500000000105e-06  1.650000000000000e+00  1.649108588338112e+00  1.649108670596280e+00  1.649108670985775e+00  1.649108670791027e+00 -3.894951028371452e-10  1.605332224900012e-03 
 8.682500000000105e-06  1.650000000000000e+00  1.649108588334160e+00  1.649108670587376e+00  1.649108670981764e+00  1.649108670784570e+00 -3.943885218404830e-10  1.605332224875804e-03 
 8.687500000000106e-06  1.650000000000000e+00  1.649108588327624e+00  1.649108670583448e+00  1.649108670974243e+00  1.649108670778845e+00 -3.907956180881911e-10  1.605332224668876e-03 
 8.692500000000107e-06  1.650000000000000e+00  1.649108588323073e+00  1.649108670582948e+00  1.649108670969119e+00  1.649108670776033e+00 -3.861717612352322e-10  1.605332224878981e-03 
 8.697500000000108e-06  1.650000000000000e+00  1.649108588323967e+00  1.649108670585072e+00  1.649108670965692e+00  1.649108670775382e+00 -3.806197579336867e-10  1.605332224424173e-03 
 8.702500000000109e-06  1.650000000000000e+00  1.649108588319467e+00  1.649108670589818e+00  1.649108670957794e+00  1.649108670773806e+00 -3.679763160846505e-10  1.605332224864802e-03 
 8.707500000000109e-06  1.650000000000000e+00  1.649108588315041e+00  1.649108670596468e+00  1.649108670943661e+00  1.649108670770064e+00 -3.471929410636676e-10  1.605332224656586e-03 
 8.712500000000110e-06  1.650000000000000e+00  1.649108588317769e+00  1.649108670604803e+00  1.649108670930066e+00  1.649108670767435e+00 -3.252633717920617e-10  1.605332225172876e-03 
 8.717500000000111e-06  1.650000000000000e+00  1.649108588307261e+00  1.649108670612296e+00  1.649108670923849e+00  1.649108670768073e+00 -3.115536717501755e-10  1.605332224504564e-03 
 8.722500000000112e-06  1.650000000000000e+00  1.649108588307703e+00  1.649108670616955e+00  1.649108670916196e+00  1.649108670766575e+00 -2.992408543178726e-10  1.605332224639993e-03 
 8.727500000000113e-06  1.650000000000000e+00  1.649108588299034e+00  1.649108670613651e+00  1.649108670896177e+00  1.649108670754914e+00 -2.825255585037212e-10  1.605332224269654e-03 
 8.732500000000113e-06  1.650000000000000e+00  1.649108588291959e+00  1.649108670604998e+00  1.649108670875040e+00  1.649108670740019e+00 -2.700417667256261e-10  1.605332224443484e-03 
 8.737500000000114e-06  1.650000000000000e+00  1.649108588279088e+00  1.649108670595344e+00  1.649108670853684e+00  1.649108670724514e+00 -2.583400160460769e-10  1.605332224143089e-03 
 8.742500000000115e-06  1.650000000000000e+00  1.649108588261088e+00  1.649108670588696e+00  1.649108670836015e+00  1.649108670712356e+00 -2.473190541252279e-10  1.605332224650738e-03 
 8.747500000000116e-06  1.650000000000000e+00  1.649108588253625e+00  1.649108670582996e+00  1.649108670826031e+00  1.649108670704514e+00 -2.430347034731994e-10  1.605332224398779e-03 
 8.752500000000117e-06  1.650000000000000e+00  1.649108588247186e+00  1.649108670578413e+00  1.649108670823806e+00  1.649108670701109e+00 -2.453930392221082e-10  1.605332224656310e-03 
 8.757500000000117e-06  1.650000000000000e+00  1.649108588248738e+00  1.649108670577411e+00  1.649108670822010e+00  1.649108670699710e+00 -2.445987856702914e-10  1.605332224859986e-03 
 8.762500000000118e-06  1.650000000000000e+00  1.649108588248917e+00  1.649108670580941e+00  1.649108670827106e+00  1.649108670704023e+00 -2.461650883134325e-10  1.605332225035136e-03 
 8.767500000000119e-06  1.650000000000000e+00  1.649108588253749e+00  1.649108670583804e+00  1.649108670841381e+00  1.649108670712592e+00 -2.575770707835545e-10  1.605332224829671e-03 
 8.772500000000120e-06  1.650000000000000e+00  1.649108588262836e+00  1.649108670585961e+00  1.649108670849358e+00  1.649108670717659e+00 -2.633973039678494e-10  1.605332225106255e-03 
 8.777500000000121e-06  1.650000000000000e+00  1.649108588266755e+00  1.649108670590635e+00  1.649108670864891e+00  1.649108670727763e+00 -2.742561733271032e-10  1.605332224905824e-03 
 8.782500000000121e-06  1.650000000000000e+00  1.649108588276759e+00  1.649108670599370e+00  1.649108670886092e+00  1.649108670742731e+00 -2.867217574475944e-10  1.605332225110652e-03 
 8.787500000000122e-06  1.650000000000000e+00  1.649108588295171e+00  1.649108670606818e+00  1.649108670898125e+00  1.649108670752471e+00 -2.913072005839012e-10  1.605332225338988e-03 
 8.792500000000123e-06  1.650000000000000e+00  1.649108588302654e+00  1.649108670608331e+00  1.649108670906973e+00  1.649108670757652e+00 -2.986415559291800e-10  1.605332224650592e-03 
 8.797500000000124e-06  1.650000000000000e+00  1.649108588299817e+00  1.649108670607435e+00  1.649108670910803e+00  1.649108670759119e+00 -3.033677753450092e-10  1.605332224877910e-03 
 8.802500000000125e-06  1.650000000000000e+00  1.649108588307135e+00  1.649108670606763e+00  1.649108670915969e+00  1.649108670761366e+00 -3.092062161869080e-10  1.605332224881052e-03 
 8.807500000000125e-06  1.650000000000000e+00  1.649108588308229e+00  1.649108670604292e+00  1.649108670913247e+00  1.649108670758770e+00 -3.089555278279477e-10  1.605332224878916e-03 
 8.812500000000126e-06  1.650000000000000e+00  1.649108588297310e+00  1.649108670600904e+00  1.649108670905441e+00  1.649108670753173e+00 -3.045370622345445e-10  1.605332224716574e-03 
 8.817500000000127e-06  1.650000000000000e+00  1.649108588291761e+00  1.649108670595855e+00  1.649108670904207e+00  1.649108670750031e+00 -3.083513444579467e-10  1.605332224515707e-03 
 8.822500000000128e-06  1.650000000000000e+00  1.649108588294105e+00  1.649108670588866e+00  1.649108670911087e+00  1.649108670749976e+00 -3.222209166153789e-10  1.605332224705580e-03 
 8.827500000000129e-06  1.650000000000000e+00  1.649108588292301e+00  1.649108670582382e+00  1.649108670911799e+00  1.649108670747090e+00 -3.294169381717893e-10  1.605332224686183e-03 
 8.832500000000129e-06  1.650000000000000e+00  1.649108588288788e+00  1.649108670576908e+00  1.649108670912302e+00  1.649108670744605e+00 -3.353939348471613e-10  1.605332224989673e-03 
 8.837500000000130e-06  1.650000000000000e+00  1.649108588283166e+00  1.649108670570259e+00  1.649108670903553e+00  1.649108670736906e+00 -3.332940590183853e-10  1.605332224412093e-03 
 8.842500000000131e-06  1.650000000000000e+00  1.649108588276106e+00  1.649108670563568e+00  1.649108670889731e+00  1.649108670726649e+00 -3.261633185758228e-10  1.605332224273614e-03 
 8.847500000000132e-06  1.650000000000000e+00  1.649108588264893e+00  1.649108670556306e+00  1.649108670881807e+00  1.649108670719057e+00 -3.255011815639364e-10  1.605332224896631e-03 
 8.852500000000133e-06  1.650000000000000e+00  1.649108588261954e+00  1.649108670549770e+00  1.649108670875423e+00  1.649108670712597e+00 -3.256521718952854e-10  1.605332224653920e-03 
 8.857500000000133e-06  1.650000000000000e+00  1.649108588254522e+00  1.649108670545874e+00  1.649108670865749e+00  1.649108670705812e+00 -3.198752374089509e-10  1.605332224218734e-03 
 8.862500000000134e-06  1.650000000000000e+00  1.649108588245457e+00  1.649108670545944e+00  1.649108670852606e+00  1.649108670699275e+00 -3.066615850144672e-10  1.605332224408125e-03 
 8.867500000000135e-06  1.650000000000000e+00  1.649108588240759e+00  1.649108670548532e+00  1.649108670846660e+00  1.649108670697596e+00 -2.981279667579884e-10  1.605332224986688e-03 
 8.872500000000136e-06  1.650000000000000e+00  1.649108588242732e+00  1.649108670548669e+00  1.649108670850037e+00  1.649108670699353e+00 -3.013687077668692e-10  1.605332224883873e-03 
 8.877500000000137e-06  1.650000000000000e+00  1.649108588250823e+00  1.649108670547926e+00  1.649108670857857e+00  1.649108670702891e+00 -3.099305256881735e-10  1.605332224863225e-03 
 8.882500000000137e-06  1.650000000000000e+00  1.649108588258938e+00  1.649108670552814e+00  1.649108670875723e+00  1.649108670714269e+00 -3.229090328460416e-10  1.605332225266144e-03 
 8.887500000000138e-06  1.650000000000000e+00  1.649108588268916e+00  1.649108670565375e+00  1.649108670891611e+00  1.649108670728493e+00 -3.262365932954481e-10  1.605332225053363e-03 
 8.892500000000139e-06  1.650000000000000e+00  1.649108588283932e+00  1.649108670582897e+00  1.649108670910616e+00  1.649108670746757e+00 -3.277194071671374e-10  1.605332225702492e-03 
 8.897500000000140e-06  1.650000000000000e+00  1.649108588296871e+00  1.649108670599744e+00  1.649108670920294e+00  1.649108670760019e+00 -3.205498089187131e-10  1.605332224822066e-03 
 8.902500000000140e-06  1.650000000000000e+00  1.649108588311432e+00  1.649108670616163e+00  1.649108670929327e+00  1.649108670772745e+00 -3.131632730912770e-10  1.605332224891320e-03 
 8.907500000000141e-06  1.650000000000000e+00  1.649108588324052e+00  1.649108670631326e+00  1.649108670940621e+00  1.649108670785973e+00 -3.092941458504583e-10  1.605332225093634e-03 
 8.912500000000142e-06  1.650000000000000e+00  1.649108588335883e+00  1.649108670644925e+00  1.649108670946737e+00  1.649108670795831e+00 -3.018121308429045e-10  1.605332225037657e-03 
 8.917500000000143e-06  1.650000000000000e+00  1.649108588342140e+00  1.649108670657752e+00  1.649108670947305e+00  1.649108670802528e+00 -2.895532702495984e-10  1.605332224890286e-03 
 8.922500000000144e-06  1.650000000000000e+00  1.649108588348550e+00  1.649108670666722e+00  1.649108670950482e+00  1.649108670808602e+00 -2.837603485517093e-10  1.605332224678520e-03 
 8.927500000000144e-06  1.650000000000000e+00  1.649108588358332e+00  1.649108670673754e+00  1.649108670957682e+00  1.649108670815718e+00 -2.839275481392178e-10  1.605332224603422e-03 
 8.932500000000145e-06  1.650000000000000e+00  1.649108588362241e+00  1.649108670680536e+00  1.649108670969349e+00  1.649108670824943e+00 -2.888134176259882e-10  1.605332224867664e-03 
 8.937500000000146e-06  1.650000000000000e+00  1.649108588379188e+00  1.649108670686971e+00  1.649108670985843e+00  1.649108670836407e+00 -2.988720382290921e-10  1.605332225229182e-03 
 8.942500000000147e-06  1.650000000000000e+00  1.649108588387508e+00  1.649108670692025e+00  1.649108670994442e+00  1.649108670843234e+00 -3.024163142129055e-10  1.605332224998895e-03 
 8.947500000000148e-06  1.650000000000000e+00  1.649108588396121e+00  1.649108670694411e+00  1.649108671006564e+00  1.649108670850487e+00 -3.121534142280780e-10  1.605332224916815e-03 
 8.952500000000148e-06  1.650000000000000e+00  1.649108588393330e+00  1.649108670691305e+00  1.649108671019910e+00  1.649108670855608e+00 -3.286051430961834e-10  1.605332225180413e-03 
 8.957500000000149e-06  1.650000000000000e+00  1.649108588393599e+00  1.649108670680874e+00  1.649108671018548e+00  1.649108670849711e+00 -3.376738888505315e-10  1.605332224311015e-03 
 8.962500000000150e-06  1.650000000000000e+00  1.649108588385313e+00  1.649108670669374e+00  1.649108671008529e+00  1.649108670838952e+00 -3.391544822761716e-10  1.605332224534152e-03 
 8.967500000000151e-06  1.650000000000000e+00  1.649108588380948e+00  1.649108670662800e+00  1.649108671003120e+00  1.649108670832960e+00 -3.403202164520280e-10  1.605332224883587e-03 
 8.972500000000152e-06  1.650000000000000e+00  1.649108588382090e+00  1.649108670663056e+00  1.649108671009613e+00  1.649108670836334e+00 -3.465574494043722e-10  1.605332224882237e-03 
 8.977500000000152e-06  1.650000000000000e+00  1.649108588388782e+00  1.649108670666734e+00  1.649108671016378e+00  1.649108670841556e+00 -3.496438694128301e-10  1.605332224674722e-03 
 8.982500000000153e-06  1.650000000000000e+00  1.649108588386370e+00  1.649108670668866e+00  1.649108671022159e+00  1.649108670845512e+00 -3.532933945393779e-10  1.605332224602400e-03 
 8.987500000000154e-06  1.650000000000000e+00  1.649108588386494e+00  1.649108670665605e+00  1.649108671020620e+00  1.649108670843112e+00 -3.550149063613617e-10  1.605332224893712e-03 
 8.992500000000155e-06  1.650000000000000e+00  1.649108588381542e+00  1.649108670659205e+00  1.649108671014792e+00  1.649108670836998e+00 -3.555871153082535e-10  1.605332224407515e-03 
 8.997500000000156e-06  1.650000000000000e+00  1.649108588378468e+00  1.649108670652432e+00  1.649108671011190e+00  1.649108670831811e+00 -3.587579122665829e-10  1.605332224518590e-03 
 9.002500000000156e-06  1.650000000000000e+00  1.649108588374018e+00  1.649108670644459e+00  1.649108671011977e+00  1.649108670828218e+00 -3.675177939754803e-10  1.605332224766118e-03 
 9.007500000000157e-06  1.650000000000000e+00  1.649108588363887e+00  1.649108670633479e+00  1.649108671002351e+00  1.649108670817915e+00 -3.688727101547329e-10  1.605332224765565e-03 
