 frequency              onoise_spectrum       
 2.570395782768853e-01  3.095958147655631e-02 
 2.630267991895371e-01  3.060045768075200e-02 
 2.691534803926904e-01  3.024555431580255e-02 
 2.754228703338155e-01  2.989482111487527e-02 
 2.818382931264442e-01  2.954820841795846e-02 
 2.884031503126593e-01  2.920566716449333e-02 
 2.951209226666373e-01  2.886714888594490e-02 
 3.019951720402003e-01  2.853260569849496e-02 
 3.090295432513577e-01  2.820199029629188e-02 
 3.162277660168365e-01  2.787525594377511e-02 
 3.235936569296268e-01  2.755235646943717e-02 
 3.311311214825896e-01  2.723324625828161e-02 
 3.388441561392009e-01  2.691788024531697e-02 
 3.467368504525300e-01  2.660621390883929e-02 
 3.548133892335738e-01  2.629820326391113e-02 
 3.630780547700996e-01  2.599380485546579e-02 
 3.715352290971707e-01  2.569297575213713e-02 
 3.801893963205594e-01  2.539567353975425e-02 
 3.890451449942787e-01  2.510185631507430e-02 
 3.981071705534953e-01  2.481148267959043e-02 
 4.073802778041107e-01  2.452451173313831e-02 
 4.168693834703334e-01  2.424090306815983e-02 
 4.265795188015906e-01  2.396061676341864e-02 
 4.365158322401638e-01  2.368361337821736e-02 
 4.466835921509609e-01  2.340985394647594e-02 
 4.570881896148728e-01  2.313929997096631e-02 
 4.677351412871959e-01  2.287191341771570e-02 
 4.786300923226360e-01  2.260765670996482e-02 
 4.897788193684438e-01  2.234649272320652e-02 
 5.011872336272698e-01  2.208838477905019e-02 
 5.128613839913623e-01  2.183329664027099e-02 
 5.248074602497700e-01  2.158119250514780e-02 
 5.370317963702500e-01  2.133203700223679e-02 
 5.495408738576217e-01  2.108579518527811e-02 
 5.623413251903462e-01  2.084243252783275e-02 
 5.754399373371539e-01  2.060191491810298e-02 
 5.888436553555859e-01  2.036420865418924e-02 
 6.025595860743546e-01  2.012928043871090e-02 
 6.165950018614789e-01  1.989709737433936e-02 
 6.309573444801898e-01  1.966762695856268e-02 
 6.456542290346520e-01  1.944083707895470e-02 
 6.606934480075923e-01  1.921669600858112e-02 
 6.760829753919780e-01  1.899517240109316e-02 
 6.918309709189326e-01  1.877623528637956e-02 
 7.079457843841339e-01  1.855985406564781e-02 
 7.244359600749859e-01  1.834599850718670e-02 
 7.413102413009133e-01  1.813463874186807e-02 
 7.585775750291794e-01  1.792574525848910e-02 
 7.762471166286873e-01  1.771928889975185e-02 
 7.943282347242769e-01  1.751524085783525e-02 
 8.128305161640945e-01  1.731357267005834e-02 
 8.317637711026662e-01  1.711425621476447e-02 
 8.511380382023715e-01  1.691726370719315e-02 
