 frequency              vinn_real              vinn_imag              outn_real              outn_imag             
 8.810488730080371e-03  1.000000000000000e+00  0.000000000000000e+00  9.874130706611306e-01  1.114822903698744e-01 
 8.912509381337690e-03  1.000000000000000e+00  0.000000000000000e+00  9.876960544661799e-01  1.102377472508836e-01 
 9.015711376059806e-03  1.000000000000000e+00  0.000000000000000e+00  9.879727535223795e-01  1.090063953411724e-01 
 9.120108393559338e-03  1.000000000000000e+00  0.000000000000000e+00  9.882433039590782e-01  1.077881185033944e-01 
 9.225714271547876e-03  1.000000000000000e+00  0.000000000000000e+00  9.885078391105284e-01  1.065828007984114e-01 
 9.332543007970158e-03  1.000000000000000e+00  0.000000000000000e+00  9.887664895663862e-01  1.053903265185818e-01 
 9.440608762859485e-03  1.000000000000000e+00  0.000000000000000e+00  9.890193832216204e-01  1.042105802196149e-01 
 9.549925860214614e-03  1.000000000000000e+00  0.000000000000000e+00  9.892666453258158e-01  1.030434467510328e-01 
 9.660508789898391e-03  1.000000000000000e+00  0.000000000000000e+00  9.895083985318650e-01  1.018888112852862e-01 
 9.772372209558369e-03  1.000000000000000e+00  0.000000000000000e+00  9.897447629440442e-01  1.007465593455624e-01 
 9.885530946569654e-03  1.000000000000000e+00  0.000000000000000e+00  9.899758561654615e-01  9.961657683233001e-02 
 1.000000000000027e-02  1.000000000000000e+00  0.000000000000000e+00  9.902017933448762e-01  9.849875004865835e-02 
 1.011579454259926e-02  1.000000000000000e+00  0.000000000000000e+00  9.904226872228868e-01  9.739296572435134e-02 
 1.023292992280782e-02  1.000000000000000e+00  0.000000000000000e+00  9.906386481774762e-01  9.629911103893360e-02 
 1.035142166679372e-02  1.000000000000000e+00  0.000000000000000e+00  9.908497842689208e-01  9.521707364352643e-02 
 1.047128548050928e-02  1.000000000000000e+00  0.000000000000000e+00  9.910562012840568e-01  9.414674168164933e-02 
 1.059253725177318e-02  1.000000000000000e+00  0.000000000000000e+00  9.912580027799017e-01  9.308800380898287e-02 
 1.071519305237636e-02  1.000000000000000e+00  0.000000000000000e+00  9.914552901266321e-01  9.204074921212631e-02 
 1.083926914021233e-02  1.000000000000000e+00  0.000000000000000e+00  9.916481625499186e-01  9.100486762638471e-02 
 1.096478196143215e-02  1.000000000000000e+00  0.000000000000000e+00  9.918367171726173e-01  8.998024935261692e-02 
 1.109174815262432e-02  1.000000000000000e+00  0.000000000000000e+00  9.920210490558168e-01  8.896678527317661e-02 
 1.122018454301995e-02  1.000000000000000e+00  0.000000000000000e+00  9.922012512392479e-01  8.796436686697717e-02 
 1.135010815672347e-02  1.000000000000000e+00  0.000000000000000e+00  9.923774147810541e-01  8.697288622371063e-02 
 1.148153621496915e-02  1.000000000000000e+00  0.000000000000000e+00  9.925496287969248e-01  8.599223605724871e-02 
 1.161448613840375e-02  1.000000000000000e+00  0.000000000000000e+00  9.927179804985978e-01  8.502230971825593e-02 
 1.174897554939563e-02  1.000000000000000e+00  0.000000000000000e+00  9.928825552317324e-01  8.406300120604102e-02 
 1.188502227437052e-02  1.000000000000000e+00  0.000000000000000e+00  9.930434365131570e-01  8.311420517967379e-02 
 1.202264434617447e-02  1.000000000000000e+00  0.000000000000000e+00  9.932007060674949e-01  8.217581696839368e-02 
 1.216186000646402e-02  1.000000000000000e+00  0.000000000000000e+00  9.933544438631752e-01  8.124773258133479e-02 
 1.230268770812416e-02  1.000000000000000e+00  0.000000000000000e+00  9.935047281478300e-01  8.032984871659232e-02 
 1.244514611771420e-02  1.000000000000000e+00  0.000000000000000e+00  9.936516354830863e-01  7.942206276965379e-02 
 1.258925411794203e-02  1.000000000000000e+00  0.000000000000000e+00  9.937952407787558e-01  7.852427284121859e-02 
 1.273503081016698e-02  1.000000000000000e+00  0.000000000000000e+00  9.939356173264294e-01  7.763637774442797e-02 
 1.288249551693171e-02  1.000000000000000e+00  0.000000000000000e+00  9.940728368324796e-01  7.675827701152689e-02 
 1.303166778452337e-02  1.000000000000000e+00  0.000000000000000e+00  9.942069694504825e-01  7.588987089997988e-02 
 1.318256738556445e-02  1.000000000000000e+00  0.000000000000000e+00  9.943380838130578e-01  7.503106039806014e-02 
 1.333521432163363e-02  1.000000000000000e+00  0.000000000000000e+00  9.944662470631387e-01  7.418174722993238e-02 
 1.348962882591693e-02  1.000000000000000e+00  0.000000000000000e+00  9.945915248846775e-01  7.334183386024866e-02 
 1.364583136588964e-02  1.000000000000000e+00  0.000000000000000e+00  9.947139815327910e-01  7.251122349827549e-02 
 1.380384264602925e-02  1.000000000000000e+00  0.000000000000000e+00  9.948336798633539e-01  7.168982010157073e-02 
 1.396368361055978e-02  1.000000000000000e+00  0.000000000000000e+00  9.949506813620478e-01  7.087752837922721e-02 
 1.412537544622796e-02  1.000000000000000e+00  0.000000000000000e+00  9.950650461728706e-01  7.007425379470060e-02 
 1.428893958511145e-02  1.000000000000000e+00  0.000000000000000e+00  9.951768331261154e-01  6.927990256823749e-02 
 1.445439770745970e-02  1.000000000000000e+00  0.000000000000000e+00  9.952860997658246e-01  6.849438167892008e-02 
 1.462177174456761e-02  1.000000000000000e+00  0.000000000000000e+00  9.953929023767261e-01  6.771759886634220e-02 
 1.479108388168251e-02  1.000000000000000e+00  0.000000000000000e+00  9.954972960106606e-01  6.694946263193224e-02 
 1.496235656094478e-02  1.000000000000000e+00  0.000000000000000e+00  9.955993345125033e-01  6.618988223993699e-02 
 1.513561248436253e-02  1.000000000000000e+00  0.000000000000000e+00  9.956990705455930e-01  6.543876771808065e-02 
 1.531087461682076e-02  1.000000000000000e+00  0.000000000000000e+00  9.957965556166691e-01  6.469602985791190e-02 
 1.548816618912527e-02  1.000000000000000e+00  0.000000000000000e+00  9.958918401003293e-01  6.396158021485328e-02 
 1.566751070108196e-02  1.000000000000000e+00  0.000000000000000e+00  9.959849732630128e-01  6.323533110796417e-02 
 1.584893192461161e-02  1.000000000000000e+00  0.000000000000000e+00  9.960760032865138e-01  6.251719561943041e-02 
 1.603245390690090e-02  1.000000000000000e+00  0.000000000000000e+00  9.961649772910394e-01  6.180708759379232e-02 
 1.621810097358979e-02  1.000000000000000e+00  0.000000000000000e+00  9.962519413578118e-01  6.110492163692249e-02 
 1.640589773199589e-02  1.000000000000000e+00  0.000000000000000e+00  9.963369405512247e-01  6.041061311476383e-02 
 1.659586907437611e-02  1.000000000000000e+00  0.000000000000000e+00  9.964200189405632e-01  5.972407815183957e-02 
 1.678804018122611e-02  1.000000000000000e+00  0.000000000000000e+00  9.965012196212900e-01  5.904523362954478e-02 
 1.698243652461796e-02  1.000000000000000e+00  0.000000000000000e+00  9.965805847359103e-01  5.837399718422963e-02 
 1.717908387157641e-02  1.000000000000000e+00  0.000000000000000e+00  9.966581554944162e-01  5.771028720508391e-02 
 1.737800828749429e-02  1.000000000000000e+00  0.000000000000000e+00  9.967339721943228e-01  5.705402283183231e-02 
 1.757923613958746e-02  1.000000000000000e+00  0.000000000000000e+00  9.968080742403010e-01  5.640512395224921e-02 
 1.778279410038977e-02  1.000000000000000e+00  0.000000000000000e+00  9.968805001634125e-01  5.576351119950183e-02 
 1.798870915128843e-02  1.000000000000000e+00  0.000000000000000e+00  9.969512876399558e-01  5.512910594932990e-02 
 1.819700858610039e-02  1.000000000000000e+00  0.000000000000000e+00  9.970204735099294e-01  5.450183031707022e-02 
 1.840772001469013e-02  1.000000000000000e+00  0.000000000000000e+00  9.970880937951196e-01  5.388160715453361e-02 
 1.862087136662925e-02  1.000000000000000e+00  0.000000000000000e+00  9.971541837168161e-01  5.326836004674199e-02 
 1.883649089489859e-02  1.000000000000000e+00  0.000000000000000e+00  9.972187777131674e-01  5.266201330853264e-02 
 1.905460717963306e-02  1.000000000000000e+00  0.000000000000000e+00  9.972819094561781e-01  5.206249198103693e-02 
 1.927524913190996e-02  1.000000000000000e+00  0.000000000000000e+00  9.973436118683557e-01  5.146972182803979e-02 
 1.949844599758106e-02  1.000000000000000e+00  0.000000000000000e+00  9.974039171390160e-01  5.088362933222713e-02 
 1.972422736114916e-02  1.000000000000000e+00  0.000000000000000e+00  9.974628567402469e-01  5.030414169132660e-02 
 1.995262314968942e-02  1.000000000000000e+00  0.000000000000000e+00  9.975204614425460e-01  4.973118681414863e-02 
 2.018366363681625e-02  1.000000000000000e+00  0.000000000000000e+00  9.975767613301277e-01  4.916469331653287e-02 
 2.041737944669594e-02  1.000000000000000e+00  0.000000000000000e+00  9.976317858159158e-01  4.860459051720598e-02 
 2.065380155810595e-02  1.000000000000000e+00  0.000000000000000e+00  9.976855636562194e-01  4.805080843355617e-02 
 2.089296130854106e-02  1.000000000000000e+00  0.000000000000000e+00  9.977381229651042e-01  4.750327777732953e-02 
 2.113489039836714e-02  1.000000000000000e+00  0.000000000000000e+00  9.977894912284603e-01  4.696192995025341e-02 
 2.137962089502300e-02  1.000000000000000e+00  0.000000000000000e+00  9.978396953177748e-01  4.642669703959124e-02 
 2.162718523727089e-02  1.000000000000000e+00  0.000000000000000e+00  9.978887615036163e-01  4.589751181363411e-02 
 2.187761623949623e-02  1.000000000000000e+00  0.000000000000000e+00  9.979367154688312e-01  4.537430771713288e-02 
 2.213094709605709e-02  1.000000000000000e+00  0.000000000000000e+00  9.979835823214639e-01  4.485701886667541e-02 
 2.238721138568412e-02  1.000000000000000e+00  0.000000000000000e+00  9.980293866074021e-01  4.434558004601329e-02 
 2.264644307593133e-02  1.000000000000000e+00  0.000000000000000e+00  9.980741523227545e-01  4.383992670134156e-02 
 2.290867652767847e-02  1.000000000000000e+00  0.000000000000000e+00  9.981179029259641e-01  4.333999493653563e-02 
 2.317394649968553e-02  1.000000000000000e+00  0.000000000000000e+00  9.981606613496660e-01  4.284572150834880e-02 
 2.344228815319998e-02  1.000000000000000e+00  0.000000000000000e+00  9.982024500122889e-01  4.235704382157413e-02 
 2.371373705661732e-02  1.000000000000000e+00  0.000000000000000e+00  9.982432908294120e-01  4.187389992417389e-02 
 2.398832919019568e-02  1.000000000000000e+00  0.000000000000000e+00  9.982832052248778e-01  4.139622850237998e-02 
 2.426610095082495e-02  1.000000000000000e+00  0.000000000000000e+00  9.983222141416660e-01  4.092396887576822e-02 
 2.454708915685111e-02  1.000000000000000e+00  0.000000000000000e+00  9.983603380525349e-01  4.045706099230977e-02 
 2.483133105295652e-02  1.000000000000000e+00  0.000000000000000e+00  9.983975969704352e-01  3.999544542340244e-02 
 2.511886431509663e-02  1.000000000000000e+00  0.000000000000000e+00  9.984340104586965e-01  3.953906335888455e-02 
 2.540972705549389e-02  1.000000000000000e+00  0.000000000000000e+00  9.984695976409987e-01  3.908785660203427e-02 
 2.570395782768949e-02  1.000000000000000e+00  0.000000000000000e+00  9.985043772111246e-01  3.864176756455656e-02 
 2.600159563165358e-02  1.000000000000000e+00  0.000000000000000e+00  9.985383674425036e-01  3.820073926156056e-02 
 2.630267991895469e-02  1.000000000000000e+00  0.000000000000000e+00  9.985715861975484e-01  3.776471530652950e-02 
 2.660725059798898e-02  1.000000000000000e+00  0.000000000000000e+00  9.986040509367906e-01  3.733363990628546e-02 
 2.691534803927005e-02  1.000000000000000e+00  0.000000000000000e+00  9.986357787278161e-01  3.690745785595106e-02 
 2.722701308078003e-02  1.000000000000000e+00  0.000000000000000e+00  9.986667862540085e-01  3.648611453391022e-02 
 2.754228703338258e-02  1.000000000000000e+00  0.000000000000000e+00  9.986970898231028e-01  3.606955589676980e-02 
 2.786121168629864e-02  1.000000000000000e+00  0.000000000000000e+00  9.987267053755496e-01  3.565772847432411e-02 
 2.818382931264548e-02  1.000000000000000e+00  0.000000000000000e+00  9.987556484927020e-01  3.525057936452405e-02 
 2.851018267504005e-02  1.000000000000000e+00  0.000000000000000e+00  9.987839344048198e-01  3.484805622845256e-02 
 2.884031503126703e-02  1.000000000000000e+00  0.000000000000000e+00  9.988115779989024e-01  3.445010728530802e-02 
 2.917427014001265e-02  1.000000000000000e+00  0.000000000000000e+00  9.988385938263474e-01  3.405668130739714e-02 
 2.951209226666485e-02  1.000000000000000e+00  0.000000000000000e+00  9.988649961104443e-01  3.366772761513891e-02 
 2.985382618918061e-02  1.000000000000000e+00  0.000000000000000e+00  9.988907987537030e-01  3.328319607208084e-02 
 3.019951720402118e-02  1.000000000000000e+00  0.000000000000000e+00  9.989160153450215e-01  3.290303707992905e-02 
 3.054921113215617e-02  1.000000000000000e+00  0.000000000000000e+00  9.989406591666977e-01  3.252720157359342e-02 
 3.090295432513696e-02  1.000000000000000e+00  0.000000000000000e+00  9.989647432012861e-01  3.215564101624890e-02 
 3.126079367124061e-02  1.000000000000000e+00  0.000000000000000e+00  9.989882801383035e-01  3.178830739441427e-02 
 3.162277660168487e-02  1.000000000000000e+00  0.000000000000000e+00  9.990112823807893e-01  3.142515321304951e-02 
 3.198895109691507e-02  1.000000000000000e+00  0.000000000000000e+00  9.990337620517190e-01  3.106613149067259e-02 
 3.235936569296394e-02  1.000000000000000e+00  0.000000000000000e+00  9.990557310002789e-01  3.071119575449704e-02 
 3.273406948788495e-02  1.000000000000000e+00  0.000000000000000e+00  9.990772008079999e-01  3.036030003559081e-02 
 3.311311214826025e-02  1.000000000000000e+00  0.000000000000000e+00  9.990981827947587e-01  3.001339886405767e-02 
 3.349654391578392e-02  1.000000000000000e+00  0.000000000000000e+00  9.991186880246442e-01  2.967044726424180e-02 
 3.388441561392143e-02  1.000000000000000e+00  0.000000000000000e+00  9.991387273116963e-01  2.933140074995657e-02 
 3.427677865464623e-02  1.000000000000000e+00  0.000000000000000e+00  9.991583112255159e-01  2.899621531973784e-02 
 3.467368504525437e-02  1.000000000000000e+00  0.000000000000000e+00  9.991774500967532e-01  2.866484745212311e-02 
 3.507518739525803e-02  1.000000000000000e+00  0.000000000000000e+00  9.991961540224713e-01  2.833725410095663e-02 
 3.548133892335879e-02  1.000000000000000e+00  0.000000000000000e+00  9.992144328713953e-01  2.801339269072146e-02 
 3.589219346450179e-02  1.000000000000000e+00  0.000000000000000e+00  9.992322962890403e-01  2.769322111189884e-02 
 3.630780547701142e-02  1.000000000000000e+00  0.000000000000000e+00  9.992497537027297e-01  2.737669771635563e-02 
 3.672823004980976e-02  1.000000000000000e+00  0.000000000000000e+00  9.992668143265003e-01  2.706378131276024e-02 
 3.715352290971857e-02  1.000000000000000e+00  0.000000000000000e+00  9.992834871658974e-01  2.675443116202741e-02 
 3.758374042884575e-02  1.000000000000000e+00  0.000000000000000e+00  9.992997810226664e-01  2.644860697279267e-02 
 3.801893963205747e-02  1.000000000000000e+00  0.000000000000000e+00  9.993157044993370e-01  2.614626889691642e-02 
 3.845917820453672e-02  1.000000000000000e+00  0.000000000000000e+00  9.993312660037081e-01  2.584737752501845e-02 
 3.890451449942944e-02  1.000000000000000e+00  0.000000000000000e+00  9.993464737532308e-01  2.555189388204293e-02 
 3.935500754557915e-02  1.000000000000000e+00  0.000000000000000e+00  9.993613357792948e-01  2.525977942285450e-02 
 3.981071705535115e-02  1.000000000000000e+00  0.000000000000000e+00  9.993758599314193e-01  2.497099602786558e-02 
 4.027170343254735e-02  1.000000000000000e+00  0.000000000000000e+00  9.993900538813499e-01  2.468550599869510e-02 
 4.073802778041274e-02  1.000000000000000e+00  0.000000000000000e+00  9.994039251270661e-01  2.440327205385935e-02 
 4.120975190973451e-02  1.000000000000000e+00  0.000000000000000e+00  9.994174809966961e-01  2.412425732449454e-02 
 4.168693834703505e-02  1.000000000000000e+00  0.000000000000000e+00  9.994307286523473e-01  2.384842535011186e-02 
 4.216965034285975e-02  1.000000000000000e+00  0.000000000000000e+00  9.994436750938488e-01  2.357574007438488e-02 
 4.265795188016081e-02  1.000000000000000e+00  0.000000000000000e+00  9.994563271624134e-01  2.330616584096965e-02 
 4.315190768277809e-02  1.000000000000000e+00  0.000000000000000e+00  9.994686915442144e-01  2.303966738935751e-02 
 4.365158322401818e-02  1.000000000000000e+00  0.000000000000000e+00  9.994807747738836e-01  2.277620985076085e-02 
 4.415704473533286e-02  1.000000000000000e+00  0.000000000000000e+00  9.994925832379336e-01  2.251575874403187e-02 
 4.466835921509794e-02  1.000000000000000e+00  0.000000000000000e+00  9.995041231780981e-01  2.225827997161450e-02 
 4.518559443749388e-02  1.000000000000000e+00  0.000000000000000e+00  9.995154006946033e-01  2.200373981552944e-02 
 4.570881896148917e-02  1.000000000000000e+00  0.000000000000000e+00  9.995264217493628e-01  2.175210493339259e-02 
 4.623810213992772e-02  1.000000000000000e+00  0.000000000000000e+00  9.995371921690999e-01  2.150334235446654e-02 
 4.677351412872153e-02  1.000000000000000e+00  0.000000000000000e+00  9.995477176484030e-01  2.125741947574575e-02 
 4.731512589614978e-02  1.000000000000000e+00  0.000000000000000e+00  9.995580037527113e-01  2.101430405807474e-02 
 4.786300923226559e-02  1.000000000000000e+00  0.000000000000000e+00  9.995680559212321e-01  2.077396422229986e-02 
 4.841723675841171e-02  1.000000000000000e+00  0.000000000000000e+00  9.995778794697945e-01  2.053636844545434e-02 
 4.897788193684642e-02  1.000000000000000e+00  0.000000000000000e+00  9.995874795936384e-01  2.030148555697663e-02 
 4.954501908048085e-02  1.000000000000000e+00  0.000000000000000e+00  9.995968613701398e-01  2.006928473496212e-02 
 5.011872336272908e-02  1.000000000000000e+00  0.000000000000000e+00  9.996060297614779e-01  1.983973550244801e-02 
 5.069907082747231e-02  1.000000000000000e+00  0.000000000000000e+00  9.996149896172392e-01  1.961280772373153e-02 
 5.128613839913838e-02  1.000000000000000e+00  0.000000000000000e+00  9.996237456769632e-01  1.938847160072108e-02 
 5.188000389289803e-02  1.000000000000000e+00  0.000000000000000e+00  9.996323025726342e-01  1.916669766932061e-02 
 5.248074602497921e-02  1.000000000000000e+00  0.000000000000000e+00  9.996406648311129e-01  1.894745679584686e-02 
 5.308844442310081e-02  1.000000000000000e+00  0.000000000000000e+00  9.996488368765163e-01  1.873072017347957e-02 
 5.370317963702727e-02  1.000000000000000e+00  0.000000000000000e+00  9.996568230325417e-01  1.851645931874437e-02 
 5.432503314924535e-02  1.000000000000000e+00  0.000000000000000e+00  9.996646275247414e-01  1.830464606802839e-02 
 5.495408738576451e-02  1.000000000000000e+00  0.000000000000000e+00  9.996722544827434e-01  1.809525257412840e-02 
 5.559042572704244e-02  1.000000000000000e+00  0.000000000000000e+00  9.996797079424229e-01  1.788825130283141e-02 
 5.623413251903701e-02  1.000000000000000e+00  0.000000000000000e+00  9.996869918480260e-01  1.768361502952749e-02 
 5.688529308438628e-02  1.000000000000000e+00  0.000000000000000e+00  9.996941100542437e-01  1.748131683585480e-02 
 5.754399373371786e-02  1.000000000000000e+00  0.000000000000000e+00  9.997010663282412e-01  1.728133010637662e-02 
 5.821032177708933e-02  1.000000000000000e+00  0.000000000000000e+00  9.997078643516399e-01  1.708362852529025e-02 
 5.888436553556112e-02  1.000000000000000e+00  0.000000000000000e+00  9.997145077224558e-01  1.688818607316753e-02 
 5.956621435290330e-02  1.000000000000000e+00  0.000000000000000e+00  9.997209999569933e-01  1.669497702372702e-02 
 6.025595860743806e-02  1.000000000000000e+00  0.000000000000000e+00  9.997273444916958e-01  1.650397594063748e-02 
 6.095368972401922e-02  1.000000000000000e+00  0.000000000000000e+00  9.997335446849572e-01  1.631515767435256e-02 
 6.165950018615056e-02  1.000000000000000e+00  0.000000000000000e+00  9.997396038188896e-01  1.612849735897652e-02 
 6.237348354824430e-02  1.000000000000000e+00  0.000000000000000e+00  9.997455251010525e-01  1.594397040916087e-02 
 6.309573444802173e-02  1.000000000000000e+00  0.000000000000000e+00  9.997513116661433e-01  1.576155251703153e-02 
 6.382634861905731e-02  1.000000000000000e+00  0.000000000000000e+00  9.997569665776472e-01  1.558121964914660e-02 
 6.456542290346802e-02  1.000000000000000e+00  0.000000000000000e+00  9.997624928294551e-01  1.540294804348440e-02 
 6.531305526474973e-02  1.000000000000000e+00  0.000000000000000e+00  9.997678933474380e-01  1.522671420646149e-02 
 6.606934480076213e-02  1.000000000000000e+00  0.000000000000000e+00  9.997731709909916e-01  1.505249490998078e-02 
 6.683439175686402e-02  1.000000000000000e+00  0.000000000000000e+00  9.997783285545433e-01  1.488026718850916e-02 
 6.760829753920078e-02  1.000000000000000e+00  0.000000000000000e+00  9.997833687690255e-01  1.471000833618475e-02 
 6.839116472814556e-02  1.000000000000000e+00  0.000000000000000e+00  9.997882943033159e-01  1.454169590395338e-02 
 6.918309709189631e-02  1.000000000000000e+00  0.000000000000000e+00  9.997931077656460e-01  1.437530769673420e-02 
 6.998419960023004e-02  1.000000000000000e+00  0.000000000000000e+00  9.997978117049747e-01  1.421082177061411e-02 
 7.079457843841652e-02  1.000000000000000e+00  0.000000000000000e+00  9.998024086123357e-01  1.404821643007094e-02 
 7.161434102129297e-02  1.000000000000000e+00  0.000000000000000e+00  9.998069009221495e-01  1.388747022522502e-02 
 7.244359600750180e-02  1.000000000000000e+00  0.000000000000000e+00  9.998112910135095e-01  1.372856194911906e-02 
 7.328245331389324e-02  1.000000000000000e+00  0.000000000000000e+00  9.998155812114368e-01  1.357147063502597e-02 
 7.413102413009462e-02  1.000000000000000e+00  0.000000000000000e+00  9.998197737881080e-01  1.341617555378459e-02 
 7.498942093324849e-02  1.000000000000000e+00  0.000000000000000e+00  9.998238709640531e-01  1.326265621116296e-02 
 7.585775750292133e-02  1.000000000000000e+00  0.000000000000000e+00  9.998278749093295e-01  1.311089234524900e-02 
 7.673614893618488e-02  1.000000000000000e+00  0.000000000000000e+00  9.998317877446666e-01  1.296086392386833e-02 
 7.762471166287220e-02  1.000000000000000e+00  0.000000000000000e+00  9.998356115425856e-01  1.281255114202905e-02 
 7.852356346101025e-02  1.000000000000000e+00  0.000000000000000e+00  9.998393483284944e-01  1.266593441939322e-02 
 7.943282347243126e-02  1.000000000000000e+00  0.000000000000000e+00  9.998430000817565e-01  1.252099439777487e-02 
 8.035261221856488e-02  1.000000000000000e+00  0.000000000000000e+00  9.998465687367372e-01  1.237771193866427e-02 
 8.128305161641312e-02  1.000000000000000e+00  0.000000000000000e+00  9.998500561838245e-01  1.223606812077829e-02 
 8.222426499471036e-02  1.000000000000000e+00  0.000000000000000e+00  9.998534642704282e-01  1.209604423763654e-02 
 8.317637711027039e-02  1.000000000000000e+00  0.000000000000000e+00  9.998567948019561e-01  1.195762179516322e-02 
 8.413951416452284e-02  1.000000000000000e+00  0.000000000000000e+00  9.998600495427671e-01  1.182078250931426e-02 
 8.511380382024102e-02  1.000000000000000e+00  0.000000000000000e+00  9.998632302171041e-01  1.168550830372973e-02 
 8.609937521846348e-02  1.000000000000000e+00  0.000000000000000e+00  9.998663385100042e-01  1.155178130741114e-02 
 8.709635899561152e-02  1.000000000000000e+00  0.000000000000000e+00  9.998693760681906e-01  1.141958385242351e-02 
 8.810488730080492e-02  1.000000000000000e+00  0.000000000000000e+00  9.998723445009421e-01  1.128889847162194e-02 
 8.912509381337810e-02  1.000000000000000e+00  0.000000000000000e+00  9.998752453809431e-01  1.115970789640249e-02 
 9.015711376059929e-02  1.000000000000000e+00  0.000000000000000e+00  9.998780802451154e-01  1.103199505447709e-02 
 9.120108393559462e-02  1.000000000000000e+00  0.000000000000000e+00  9.998808505954311e-01  1.090574306767238e-02 
 9.225714271548001e-02  1.000000000000000e+00  0.000000000000000e+00  9.998835578997062e-01  1.078093524975211e-02 
 9.332543007970284e-02  1.000000000000000e+00  0.000000000000000e+00  9.998862035923765e-01  1.065755510426298e-02 
 9.440608762859612e-02  1.000000000000000e+00  0.000000000000000e+00  9.998887890752556e-01  1.053558632240376e-02 
 9.549925860214743e-02  1.000000000000000e+00  0.000000000000000e+00  9.998913157182772e-01  1.041501278091726e-02 
 9.660508789898523e-02  1.000000000000000e+00  0.000000000000000e+00  9.998937848602183e-01  1.029581854000517e-02 
 9.772372209558501e-02  1.000000000000000e+00  0.000000000000000e+00  9.998961978094087e-01  1.017798784126546e-02 
 9.885530946569789e-02  1.000000000000000e+00  0.000000000000000e+00  9.998985558444211e-01  1.006150510565202e-02 
 1.000000000000041e-01  1.000000000000000e+00  0.000000000000000e+00  9.999008602147484e-01  9.946354931456583e-03 
 1.011579454259940e-01  1.000000000000000e+00  0.000000000000000e+00  9.999031121414647e-01  9.832522092312408e-03 
 1.023292992280796e-01  1.000000000000000e+00  0.000000000000000e+00  9.999053128178702e-01  9.719991535219788e-03 
 1.035142166679386e-01  1.000000000000000e+00  0.000000000000000e+00  9.999074634101238e-01  9.608748378592998e-03 
 1.047128548050942e-01  1.000000000000000e+00  0.000000000000000e+00  9.999095650578586e-01  9.498777910328556e-03 
 1.059253725177332e-01  1.000000000000000e+00  0.000000000000000e+00  9.999116188747854e-01  9.390065585894530e-03 
 1.071519305237650e-01  1.000000000000000e+00  0.000000000000000e+00  9.999136259492828e-01  9.282597026440778e-03 
 1.083926914021248e-01  1.000000000000000e+00  0.000000000000000e+00  9.999155873449713e-01  9.176358016929809e-03 
 1.096478196143230e-01  1.000000000000000e+00  0.000000000000000e+00  9.999175041012771e-01  9.071334504288105e-03 
 1.109174815262447e-01  1.000000000000000e+00  0.000000000000000e+00  9.999193772339824e-01  8.967512595577756e-03 
 1.122018454302010e-01  1.000000000000000e+00  0.000000000000000e+00  9.999212077357617e-01  8.864878556188116e-03 
 1.135010815672362e-01  1.000000000000000e+00  0.000000000000000e+00  9.999229965767084e-01  8.763418808047322e-03 
 1.148153621496930e-01  1.000000000000000e+00  0.000000000000000e+00  9.999247447048473e-01  8.663119927853489e-03 
 1.161448613840391e-01  1.000000000000000e+00  0.000000000000000e+00  9.999264530466369e-01  8.563968645325368e-03 
 1.174897554939578e-01  1.000000000000000e+00  0.000000000000000e+00  9.999281225074594e-01  8.465951841472270e-03 
 1.188502227437068e-01  1.000000000000000e+00  0.000000000000000e+00  9.999297539720998e-01  8.369056546883047e-03 
 1.202264434617463e-01  1.000000000000000e+00  0.000000000000000e+00  9.999313483052145e-01  8.273269940033981e-03 
 1.216186000646419e-01  1.000000000000000e+00  0.000000000000000e+00  9.999329063517888e-01  8.178579345615358e-03 
 1.230268770812433e-01  1.000000000000000e+00  0.000000000000000e+00  9.999344289375837e-01  8.084972232876493e-03 
 1.244514611771437e-01  1.000000000000000e+00  0.000000000000000e+00  9.999359168695743e-01  7.992436213989139e-03 
 1.258925411794220e-01  1.000000000000000e+00  0.000000000000000e+00  9.999373709363761e-01  7.900959042428962e-03 
 1.273503081016715e-01  1.000000000000000e+00  0.000000000000000e+00  9.999387919086621e-01  7.810528611374928e-03 
 1.288249551693188e-01  1.000000000000000e+00  0.000000000000000e+00  9.999401805395717e-01  7.721132952126536e-03 
 1.303166778452354e-01  1.000000000000000e+00  0.000000000000000e+00  9.999415375651087e-01  7.632760232538486e-03 
 1.318256738556463e-01  1.000000000000000e+00  0.000000000000000e+00  9.999428637045320e-01  7.545398755472843e-03 
 1.333521432163380e-01  1.000000000000000e+00  0.000000000000000e+00  9.999441596607347e-01  7.459036957268319e-03 
 1.348962882591710e-01  1.000000000000000e+00  0.000000000000000e+00  9.999454261206182e-01  7.373663406226636e-03 
 1.364583136588982e-01  1.000000000000000e+00  0.000000000000000e+00  9.999466637554543e-01  7.289266801115683e-03 
 1.380384264602943e-01  1.000000000000000e+00  0.000000000000000e+00  9.999478732212422e-01  7.205835969689392e-03 
 1.396368361055997e-01  1.000000000000000e+00  0.000000000000000e+00  9.999490551590542e-01  7.123359867224050e-03 
 1.412537544622814e-01  1.000000000000000e+00  0.000000000000000e+00  9.999502101953762e-01  7.041827575070990e-03 
 1.428893958511163e-01  1.000000000000000e+00  0.000000000000000e+00  9.999513389424398e-01  6.961228299225366e-03 
 1.445439770745989e-01  1.000000000000000e+00  0.000000000000000e+00  9.999524419985450e-01  6.881551368910963e-03 
 1.462177174456780e-01  1.000000000000000e+00  0.000000000000000e+00  9.999535199483793e-01  6.802786235180777e-03 
