 time                   tr_ref                 tr_voutcm              tr_vcmfb               tr_error              
 2.800500000000134e-06  1.650000000000000e+00  1.649961382044742e+00  2.484699922764090e+00 -3.861795525827993e-05 
 2.801500000000134e-06  1.650000000000000e+00  1.649961382053402e+00  2.484699922764107e+00 -3.861794659854034e-05 
 2.802500000000135e-06  1.650000000000000e+00  1.649961382045852e+00  2.484699922764092e+00 -3.861795414805691e-05 
 2.803500000000135e-06  1.650000000000000e+00  1.649961382045408e+00  2.484699922764091e+00 -3.861795459214612e-05 
 2.804500000000135e-06  1.650000000000000e+00  1.649961382050293e+00  2.484699922764101e+00 -3.861794970716481e-05 
 2.805500000000135e-06  1.650000000000000e+00  1.649961382049627e+00  2.484699922764099e+00 -3.861795037329863e-05 
 2.806500000000135e-06  1.650000000000000e+00  1.649961382049849e+00  2.484699922764100e+00 -3.861795015125402e-05 
 2.807500000000135e-06  1.650000000000000e+00  1.649961382051403e+00  2.484699922764103e+00 -3.861794859694179e-05 
 2.808500000000135e-06  1.650000000000000e+00  1.649961382050071e+00  2.484699922764100e+00 -3.861794992920942e-05 
 2.809500000000135e-06  1.650000000000000e+00  1.649961382048295e+00  2.484699922764097e+00 -3.861795170556626e-05 
 2.810500000000135e-06  1.650000000000000e+00  1.649961382045408e+00  2.484699922764091e+00 -3.861795459214612e-05 
 2.811500000000135e-06  1.650000000000000e+00  1.649961382047628e+00  2.484699922764095e+00 -3.861795237170007e-05 
 2.812500000000135e-06  1.650000000000000e+00  1.649961382051403e+00  2.484699922764103e+00 -3.861794859694179e-05 
 2.813500000000135e-06  1.650000000000000e+00  1.649961382041189e+00  2.484699922764082e+00 -3.861795881099361e-05 
 2.814500000000135e-06  1.650000000000000e+00  1.649961382051403e+00  2.484699922764103e+00 -3.861794859694179e-05 
 2.815500000000136e-06  1.650000000000000e+00  1.649961382048073e+00  2.484699922764096e+00 -3.861795192761086e-05 
 2.816500000000136e-06  1.650000000000000e+00  1.649961382042743e+00  2.484699922764086e+00 -3.861795725668138e-05 
 2.817500000000136e-06  1.650000000000000e+00  1.649961382042077e+00  2.484699922764084e+00 -3.861795792281519e-05 
 2.818500000000136e-06  1.650000000000000e+00  1.649961382044964e+00  2.484699922764090e+00 -3.861795503623533e-05 
 2.819500000000136e-06  1.650000000000000e+00  1.649961382044742e+00  2.484699922764090e+00 -3.861795525827993e-05 
 2.820500000000136e-06  1.650000000000000e+00  1.649961382046740e+00  2.484699922764094e+00 -3.861795325987849e-05 
 2.821500000000136e-06  1.650000000000000e+00  1.649961382048073e+00  2.484699922764096e+00 -3.861795192761086e-05 
 2.822500000000136e-06  1.650000000000000e+00  1.649961382047628e+00  2.484699922764095e+00 -3.861795237170007e-05 
 2.823500000000136e-06  1.650000000000000e+00  1.649961382048517e+00  2.484699922764097e+00 -3.861795148352165e-05 
 2.824500000000136e-06  1.650000000000000e+00  1.649961382044742e+00  2.484699922764090e+00 -3.861795525827993e-05 
 2.825500000000136e-06  1.650000000000000e+00  1.649961382045852e+00  2.484699922764092e+00 -3.861795414805691e-05 
 2.826500000000136e-06  1.650000000000000e+00  1.649961382049849e+00  2.484699922764100e+00 -3.861795015125402e-05 
 2.827500000000136e-06  1.650000000000000e+00  1.649961382046074e+00  2.484699922764092e+00 -3.861795392601231e-05 
 2.828500000000136e-06  1.650000000000000e+00  1.649961382045408e+00  2.484699922764091e+00 -3.861795459214612e-05 
 2.829500000000137e-06  1.650000000000000e+00  1.649961382046962e+00  2.484699922764094e+00 -3.861795303783389e-05 
 2.830500000000137e-06  1.650000000000000e+00  1.649961382055178e+00  2.484699922764110e+00 -3.861794482218350e-05 
 2.831500000000137e-06  1.650000000000000e+00  1.649961382053846e+00  2.484699922764108e+00 -3.861794615445113e-05 
 2.832500000000137e-06  1.650000000000000e+00  1.649961382053180e+00  2.484699922764106e+00 -3.861794682058495e-05 
 2.833500000000137e-06  1.650000000000000e+00  1.649961382045630e+00  2.484699922764091e+00 -3.861795437010151e-05 
 2.834500000000137e-06  1.650000000000000e+00  1.649961382049849e+00  2.484699922764100e+00 -3.861795015125402e-05 
 2.835500000000137e-06  1.650000000000000e+00  1.649961382046962e+00  2.484699922764094e+00 -3.861795303783389e-05 
 2.836500000000137e-06  1.650000000000000e+00  1.649961382042521e+00  2.484699922764085e+00 -3.861795747872598e-05 
 2.837500000000137e-06  1.650000000000000e+00  1.649961382045186e+00  2.484699922764090e+00 -3.861795481419072e-05 
 2.838500000000137e-06  1.650000000000000e+00  1.649961382049627e+00  2.484699922764099e+00 -3.861795037329863e-05 
 2.839500000000137e-06  1.650000000000000e+00  1.649961382043854e+00  2.484699922764088e+00 -3.861795614645835e-05 
 2.840500000000137e-06  1.650000000000000e+00  1.649961382054734e+00  2.484699922764110e+00 -3.861794526627271e-05 
 2.841500000000137e-06  1.650000000000000e+00  1.649961382049405e+00  2.484699922764099e+00 -3.861795059534323e-05 
 2.842500000000138e-06  1.650000000000000e+00  1.649961382050737e+00  2.484699922764102e+00 -3.861794926307560e-05 
 2.843500000000138e-06  1.650000000000000e+00  1.649961382053624e+00  2.484699922764107e+00 -3.861794637649574e-05 
 2.844500000000138e-06  1.650000000000000e+00  1.649961382053180e+00  2.484699922764106e+00 -3.861794682058495e-05 
 2.845500000000138e-06  1.650000000000000e+00  1.649961382048961e+00  2.484699922764098e+00 -3.861795103943244e-05 
 2.846500000000138e-06  1.650000000000000e+00  1.649961382042299e+00  2.484699922764085e+00 -3.861795770077059e-05 
 2.847500000000138e-06  1.650000000000000e+00  1.649961382054956e+00  2.484699922764110e+00 -3.861794504422811e-05 
 2.848500000000138e-06  1.650000000000000e+00  1.649961382055844e+00  2.484699922764112e+00 -3.861794415604969e-05 
 2.849500000000138e-06  1.650000000000000e+00  1.649961382049627e+00  2.484699922764099e+00 -3.861795037329863e-05 
 2.850500000000138e-06  1.650000000000000e+00  1.649961382049183e+00  2.484699922764098e+00 -3.861795081738784e-05 
 2.851500000000138e-06  1.650000000000000e+00  1.649961382042743e+00  2.484699922764086e+00 -3.861795725668138e-05 
 2.852500000000138e-06  1.650000000000000e+00  1.649961382051847e+00  2.484699922764104e+00 -3.861794815285258e-05 
 2.853500000000138e-06  1.650000000000000e+00  1.649961382050293e+00  2.484699922764101e+00 -3.861794970716481e-05 
 2.854500000000138e-06  1.650000000000000e+00  1.649961382047850e+00  2.484699922764096e+00 -3.861795214965547e-05 
 2.855500000000139e-06  1.650000000000000e+00  1.649961382046074e+00  2.484699922764092e+00 -3.861795392601231e-05 
 2.856500000000139e-06  1.650000000000000e+00  1.649961382050515e+00  2.484699922764101e+00 -3.861794948512021e-05 
 2.857500000000139e-06  1.650000000000000e+00  1.649961382052958e+00  2.484699922764106e+00 -3.861794704262955e-05 
 2.858500000000139e-06  1.650000000000000e+00  1.649961382047850e+00  2.484699922764096e+00 -3.861795214965547e-05 
 2.859500000000139e-06  1.650000000000000e+00  1.649961382045186e+00  2.484699922764090e+00 -3.861795481419072e-05 
 2.860500000000139e-06  1.650000000000000e+00  1.649961382050071e+00  2.484699922764100e+00 -3.861794992920942e-05 
 2.861500000000139e-06  1.650000000000000e+00  1.649961382048739e+00  2.484699922764098e+00 -3.861795126147705e-05 
 2.862500000000139e-06  1.650000000000000e+00  1.649961382050959e+00  2.484699922764102e+00 -3.861794904103100e-05 
 2.863500000000139e-06  1.650000000000000e+00  1.649961382048517e+00  2.484699922764097e+00 -3.861795148352165e-05 
 2.864500000000139e-06  1.650000000000000e+00  1.649961382045186e+00  2.484699922764090e+00 -3.861795481419072e-05 
 2.865500000000139e-06  1.650000000000000e+00  1.649961382050293e+00  2.484699922764101e+00 -3.861794970716481e-05 
 2.866500000000139e-06  1.650000000000000e+00  1.649961382048295e+00  2.484699922764097e+00 -3.861795170556626e-05 
 2.867500000000139e-06  1.650000000000000e+00  1.649961382048295e+00  2.484699922764097e+00 -3.861795170556626e-05 
 2.868500000000139e-06  1.650000000000000e+00  1.649961382054290e+00  2.484699922764109e+00 -3.861794571036192e-05 
 2.869500000000140e-06  1.650000000000000e+00  1.649961382051625e+00  2.484699922764103e+00 -3.861794837489718e-05 
 2.870500000000140e-06  1.650000000000000e+00  1.649961382050293e+00  2.484699922764101e+00 -3.861794970716481e-05 
 2.871500000000140e-06  1.650000000000000e+00  1.649961382046074e+00  2.484699922764092e+00 -3.861795392601231e-05 
 2.872500000000140e-06  1.650000000000000e+00  1.649961382049183e+00  2.484699922764098e+00 -3.861795081738784e-05 
 2.873500000000140e-06  1.650000000000000e+00  1.649961382050737e+00  2.484699922764102e+00 -3.861794926307560e-05 
 2.874500000000140e-06  1.650000000000000e+00  1.649961382053624e+00  2.484699922764107e+00 -3.861794637649574e-05 
 2.875500000000140e-06  1.650000000000000e+00  1.649961382044742e+00  2.484699922764090e+00 -3.861795525827993e-05 
 2.876500000000140e-06  1.650000000000000e+00  1.649961382047406e+00  2.484699922764095e+00 -3.861795259374468e-05 
 2.877500000000140e-06  1.650000000000000e+00  1.649961382043188e+00  2.484699922764086e+00 -3.861795681259217e-05 
 2.878500000000140e-06  1.650000000000000e+00  1.649961382046518e+00  2.484699922764093e+00 -3.861795348192310e-05 
 2.879500000000140e-06  1.650000000000000e+00  1.649961382042299e+00  2.484699922764085e+00 -3.861795770077059e-05 
 2.880500000000140e-06  1.650000000000000e+00  1.649961382042521e+00  2.484699922764085e+00 -3.861795747872598e-05 
 2.881500000000140e-06  1.650000000000000e+00  1.649961382042299e+00  2.484699922764085e+00 -3.861795770077059e-05 
 2.882500000000141e-06  1.650000000000000e+00  1.649961382050959e+00  2.484699922764102e+00 -3.861794904103100e-05 
 2.883500000000141e-06  1.650000000000000e+00  1.649961382047850e+00  2.484699922764096e+00 -3.861795214965547e-05 
 2.884500000000141e-06  1.650000000000000e+00  1.649961382053624e+00  2.484699922764107e+00 -3.861794637649574e-05 
 2.885500000000141e-06  1.650000000000000e+00  1.649961382052735e+00  2.484699922764106e+00 -3.861794726467416e-05 
 2.886500000000141e-06  1.650000000000000e+00  1.649961382048517e+00  2.484699922764097e+00 -3.861795148352165e-05 
 2.887500000000141e-06  1.650000000000000e+00  1.649961382049627e+00  2.484699922764099e+00 -3.861795037329863e-05 
 2.888500000000141e-06  1.650000000000000e+00  1.649961382051847e+00  2.484699922764104e+00 -3.861794815285258e-05 
 2.889500000000141e-06  1.650000000000000e+00  1.649961382052958e+00  2.484699922764106e+00 -3.861794704262955e-05 
 2.890500000000141e-06  1.650000000000000e+00  1.649961382047850e+00  2.484699922764096e+00 -3.861795214965547e-05 
 2.891500000000141e-06  1.650000000000000e+00  1.649961382048961e+00  2.484699922764098e+00 -3.861795103943244e-05 
 2.892500000000141e-06  1.650000000000000e+00  1.649961382046074e+00  2.484699922764092e+00 -3.861795392601231e-05 
 2.893500000000141e-06  1.650000000000000e+00  1.649961382046518e+00  2.484699922764093e+00 -3.861795348192310e-05 
 2.894500000000141e-06  1.650000000000000e+00  1.649961382056732e+00  2.484699922764114e+00 -3.861794326787127e-05 
 2.895500000000142e-06  1.650000000000000e+00  1.649961382050737e+00  2.484699922764102e+00 -3.861794926307560e-05 
 2.896500000000142e-06  1.650000000000000e+00  1.649961382045630e+00  2.484699922764091e+00 -3.861795437010151e-05 
 2.897500000000142e-06  1.650000000000000e+00  1.649961382050293e+00  2.484699922764101e+00 -3.861794970716481e-05 
 2.898500000000142e-06  1.650000000000000e+00  1.649961382051403e+00  2.484699922764103e+00 -3.861794859694179e-05 
 2.899500000000142e-06  1.650000000000000e+00  1.649961382052735e+00  2.484699922764106e+00 -3.861794726467416e-05 
 2.900500000000142e-06  1.650000000000000e+00  1.649961382043188e+00  2.484699922764086e+00 -3.861795681259217e-05 
 2.901500000000142e-06  1.650000000000000e+00  1.649961382046740e+00  2.484699922764094e+00 -3.861795325987849e-05 
 2.902500000000142e-06  1.650000000000000e+00  1.649961382044520e+00  2.484699922764089e+00 -3.861795548032454e-05 
 2.903500000000142e-06  1.650000000000000e+00  1.649961382047184e+00  2.484699922764094e+00 -3.861795281578928e-05 
 2.904500000000142e-06  1.650000000000000e+00  1.649961382054290e+00  2.484699922764109e+00 -3.861794571036192e-05 
 2.905500000000142e-06  1.650000000000000e+00  1.649961382045630e+00  2.484699922764091e+00 -3.861795437010151e-05 
 2.906500000000142e-06  1.650000000000000e+00  1.649961382051181e+00  2.484699922764102e+00 -3.861794881898639e-05 
 2.907500000000142e-06  1.650000000000000e+00  1.649961382048961e+00  2.484699922764098e+00 -3.861795103943244e-05 
 2.908500000000142e-06  1.650000000000000e+00  1.649961382052958e+00  2.484699922764106e+00 -3.861794704262955e-05 
 2.909500000000143e-06  1.650000000000000e+00  1.649961382045408e+00  2.484699922764091e+00 -3.861795459214612e-05 
 2.910500000000143e-06  1.650000000000000e+00  1.649961382048739e+00  2.484699922764098e+00 -3.861795126147705e-05 
 2.911500000000143e-06  1.650000000000000e+00  1.649961382048073e+00  2.484699922764096e+00 -3.861795192761086e-05 
 2.912500000000143e-06  1.650000000000000e+00  1.649961382050515e+00  2.484699922764101e+00 -3.861794948512021e-05 
 2.913500000000143e-06  1.650000000000000e+00  1.649961382045408e+00  2.484699922764091e+00 -3.861795459214612e-05 
 2.914500000000143e-06  1.650000000000000e+00  1.649961382054512e+00  2.484699922764109e+00 -3.861794548831732e-05 
 2.915500000000143e-06  1.650000000000000e+00  1.649961382050515e+00  2.484699922764101e+00 -3.861794948512021e-05 
 2.916500000000143e-06  1.650000000000000e+00  1.649961382049627e+00  2.484699922764099e+00 -3.861795037329863e-05 
 2.917500000000143e-06  1.650000000000000e+00  1.649961382048073e+00  2.484699922764096e+00 -3.861795192761086e-05 
 2.918500000000143e-06  1.650000000000000e+00  1.649961382047406e+00  2.484699922764095e+00 -3.861795259374468e-05 
 2.919500000000143e-06  1.650000000000000e+00  1.649961382049627e+00  2.484699922764099e+00 -3.861795037329863e-05 
 2.920500000000143e-06  1.650000000000000e+00  1.649961382050071e+00  2.484699922764100e+00 -3.861794992920942e-05 
 2.921500000000143e-06  1.650000000000000e+00  1.649961382046296e+00  2.484699922764093e+00 -3.861795370396770e-05 
 2.922500000000144e-06  1.650000000000000e+00  1.649961382047850e+00  2.484699922764096e+00 -3.861795214965547e-05 
 2.923500000000144e-06  1.650000000000000e+00  1.649961382051181e+00  2.484699922764102e+00 -3.861794881898639e-05 
 2.924500000000144e-06  1.650000000000000e+00  1.649961382048295e+00  2.484699922764097e+00 -3.861795170556626e-05 
 2.925500000000144e-06  1.650000000000000e+00  1.649961382050071e+00  2.484699922764100e+00 -3.861794992920942e-05 
 2.926500000000144e-06  1.650000000000000e+00  1.649961382046962e+00  2.484699922764094e+00 -3.861795303783389e-05 
 2.927500000000144e-06  1.650000000000000e+00  1.649961382044298e+00  2.484699922764089e+00 -3.861795570236914e-05 
 2.928500000000144e-06  1.650000000000000e+00  1.649961382047406e+00  2.484699922764095e+00 -3.861795259374468e-05 
 2.929500000000144e-06  1.650000000000000e+00  1.649961382053180e+00  2.484699922764106e+00 -3.861794682058495e-05 
 2.930500000000144e-06  1.650000000000000e+00  1.649961382052735e+00  2.484699922764106e+00 -3.861794726467416e-05 
 2.931500000000144e-06  1.650000000000000e+00  1.649961382052291e+00  2.484699922764105e+00 -3.861794770876337e-05 
 2.932500000000144e-06  1.650000000000000e+00  1.649961382055178e+00  2.484699922764110e+00 -3.861794482218350e-05 
 2.933500000000144e-06  1.650000000000000e+00  1.649961382051625e+00  2.484699922764103e+00 -3.861794837489718e-05 
 2.934500000000144e-06  1.650000000000000e+00  1.649961382053402e+00  2.484699922764107e+00 -3.861794659854034e-05 
 2.935500000000145e-06  1.650000000000000e+00  1.649961382048739e+00  2.484699922764098e+00 -3.861795126147705e-05 
 2.936500000000145e-06  1.650000000000000e+00  1.649961382051181e+00  2.484699922764102e+00 -3.861794881898639e-05 
 2.937500000000145e-06  1.650000000000000e+00  1.649961382046962e+00  2.484699922764094e+00 -3.861795303783389e-05 
 2.938500000000145e-06  1.650000000000000e+00  1.649961382046296e+00  2.484699922764093e+00 -3.861795370396770e-05 
 2.939500000000145e-06  1.650000000000000e+00  1.649961382049405e+00  2.484699922764099e+00 -3.861795059534323e-05 
 2.940500000000145e-06  1.650000000000000e+00  1.649961382048517e+00  2.484699922764097e+00 -3.861795148352165e-05 
 2.941500000000145e-06  1.650000000000000e+00  1.649961382049183e+00  2.484699922764098e+00 -3.861795081738784e-05 
 2.942500000000145e-06  1.650000000000000e+00  1.649961382048073e+00  2.484699922764096e+00 -3.861795192761086e-05 
 2.943500000000145e-06  1.650000000000000e+00  1.649961382042299e+00  2.484699922764085e+00 -3.861795770077059e-05 
 2.944500000000145e-06  1.650000000000000e+00  1.649961382050071e+00  2.484699922764100e+00 -3.861794992920942e-05 
 2.945500000000145e-06  1.650000000000000e+00  1.649961382045408e+00  2.484699922764091e+00 -3.861795459214612e-05 
 2.946500000000145e-06  1.650000000000000e+00  1.649961382046518e+00  2.484699922764093e+00 -3.861795348192310e-05 
 2.947500000000145e-06  1.650000000000000e+00  1.649961382052291e+00  2.484699922764105e+00 -3.861794770876337e-05 
 2.948500000000145e-06  1.650000000000000e+00  1.649961382046518e+00  2.484699922764093e+00 -3.861795348192310e-05 
 2.949500000000146e-06  1.650000000000000e+00  1.649961382047184e+00  2.484699922764094e+00 -3.861795281578928e-05 
 2.950500000000146e-06  1.650000000000000e+00  1.649961382048961e+00  2.484699922764098e+00 -3.861795103943244e-05 
 2.951500000000146e-06  1.650000000000000e+00  1.649961382045408e+00  2.484699922764091e+00 -3.861795459214612e-05 
 2.952500000000146e-06  1.650000000000000e+00  1.649961382046740e+00  2.484699922764094e+00 -3.861795325987849e-05 
 2.953500000000146e-06  1.650000000000000e+00  1.649961382048073e+00  2.484699922764096e+00 -3.861795192761086e-05 
 2.954500000000146e-06  1.650000000000000e+00  1.649961382047406e+00  2.484699922764095e+00 -3.861795259374468e-05 
 2.955500000000146e-06  1.650000000000000e+00  1.649961382046074e+00  2.484699922764092e+00 -3.861795392601231e-05 
 2.956500000000146e-06  1.650000000000000e+00  1.649961382047184e+00  2.484699922764094e+00 -3.861795281578928e-05 
 2.957500000000146e-06  1.650000000000000e+00  1.649961382046740e+00  2.484699922764094e+00 -3.861795325987849e-05 
 2.958500000000146e-06  1.650000000000000e+00  1.649961382050515e+00  2.484699922764101e+00 -3.861794948512021e-05 
 2.959500000000146e-06  1.650000000000000e+00  1.649961382048517e+00  2.484699922764097e+00 -3.861795148352165e-05 
 2.960500000000146e-06  1.650000000000000e+00  1.649961382052513e+00  2.484699922764105e+00 -3.861794748671876e-05 
 2.961500000000146e-06  1.650000000000000e+00  1.649961382051403e+00  2.484699922764103e+00 -3.861794859694179e-05 
 2.962500000000147e-06  1.650000000000000e+00  1.649961382048739e+00  2.484699922764098e+00 -3.861795126147705e-05 
 2.963500000000147e-06  1.650000000000000e+00  1.649961382051625e+00  2.484699922764103e+00 -3.861794837489718e-05 
 2.964500000000147e-06  1.650000000000000e+00  1.649961382047184e+00  2.484699922764094e+00 -3.861795281578928e-05 
 2.965500000000147e-06  1.650000000000000e+00  1.649961382050515e+00  2.484699922764101e+00 -3.861794948512021e-05 
 2.966500000000147e-06  1.650000000000000e+00  1.649961382040967e+00  2.484699922764082e+00 -3.861795903303822e-05 
 2.967500000000147e-06  1.650000000000000e+00  1.649961382047850e+00  2.484699922764096e+00 -3.861795214965547e-05 
 2.968500000000147e-06  1.650000000000000e+00  1.649961382050071e+00  2.484699922764100e+00 -3.861794992920942e-05 
 2.969500000000147e-06  1.650000000000000e+00  1.649961382043410e+00  2.484699922764087e+00 -3.861795659054756e-05 
 2.970500000000147e-06  1.650000000000000e+00  1.649961382046074e+00  2.484699922764092e+00 -3.861795392601231e-05 
 2.971500000000147e-06  1.650000000000000e+00  1.649961382056732e+00  2.484699922764114e+00 -3.861794326787127e-05 
 2.972500000000147e-06  1.650000000000000e+00  1.649961382048517e+00  2.484699922764097e+00 -3.861795148352165e-05 
 2.973500000000147e-06  1.650000000000000e+00  1.649961382045186e+00  2.484699922764090e+00 -3.861795481419072e-05 
 2.974500000000147e-06  1.650000000000000e+00  1.649961382055400e+00  2.484699922764111e+00 -3.861794460013890e-05 
 2.975500000000148e-06  1.650000000000000e+00  1.649961382054512e+00  2.484699922764109e+00 -3.861794548831732e-05 
 2.976500000000148e-06  1.650000000000000e+00  1.649961382050515e+00  2.484699922764101e+00 -3.861794948512021e-05 
 2.977500000000148e-06  1.650000000000000e+00  1.649961382046962e+00  2.484699922764094e+00 -3.861795303783389e-05 
 2.978500000000148e-06  1.650000000000000e+00  1.649961382043854e+00  2.484699922764088e+00 -3.861795614645835e-05 
 2.979500000000148e-06  1.650000000000000e+00  1.649961382047406e+00  2.484699922764095e+00 -3.861795259374468e-05 
 2.980500000000148e-06  1.650000000000000e+00  1.649961382049183e+00  2.484699922764098e+00 -3.861795081738784e-05 
 2.981500000000148e-06  1.650000000000000e+00  1.649961382049183e+00  2.484699922764098e+00 -3.861795081738784e-05 
 2.982500000000148e-06  1.650000000000000e+00  1.649961382047406e+00  2.484699922764095e+00 -3.861795259374468e-05 
 2.983500000000148e-06  1.650000000000000e+00  1.649961382048961e+00  2.484699922764098e+00 -3.861795103943244e-05 
 2.984500000000148e-06  1.650000000000000e+00  1.649961382048739e+00  2.484699922764098e+00 -3.861795126147705e-05 
 2.985500000000148e-06  1.650000000000000e+00  1.649961382050071e+00  2.484699922764100e+00 -3.861794992920942e-05 
 2.986500000000148e-06  1.650000000000000e+00  1.649961382048295e+00  2.484699922764097e+00 -3.861795170556626e-05 
 2.987500000000148e-06  1.650000000000000e+00  1.649961382051847e+00  2.484699922764104e+00 -3.861794815285258e-05 
 2.988500000000149e-06  1.650000000000000e+00  1.649961382052735e+00  2.484699922764106e+00 -3.861794726467416e-05 
 2.989500000000149e-06  1.650000000000000e+00  1.649961382049405e+00  2.484699922764099e+00 -3.861795059534323e-05 
 2.990500000000149e-06  1.650000000000000e+00  1.649961382049405e+00  2.484699922764099e+00 -3.861795059534323e-05 
 2.991500000000149e-06  1.650000000000000e+00  1.649961382044298e+00  2.484699922764089e+00 -3.861795570236914e-05 
 2.992500000000149e-06  1.650000000000000e+00  1.649961382040301e+00  2.484699922764081e+00 -3.861795969917203e-05 
 2.993500000000149e-06  1.650000000000000e+00  1.649961382051625e+00  2.484699922764103e+00 -3.861794837489718e-05 
 2.994500000000149e-06  1.650000000000000e+00  1.649961382046518e+00  2.484699922764093e+00 -3.861795348192310e-05 
 2.995500000000149e-06  1.650000000000000e+00  1.649961382047628e+00  2.484699922764095e+00 -3.861795237170007e-05 
 2.996500000000149e-06  1.650000000000000e+00  1.649961382050737e+00  2.484699922764102e+00 -3.861794926307560e-05 
 2.997500000000149e-06  1.650000000000000e+00  1.649961382043188e+00  2.484699922764086e+00 -3.861795681259217e-05 
 2.998500000000149e-06  1.650000000000000e+00  1.649961382042521e+00  2.484699922764085e+00 -3.861795747872598e-05 
 2.999500000000149e-06  1.650000000000000e+00  1.649961382044964e+00  2.484699922764090e+00 -3.861795503623533e-05 
 3.000500000000149e-06  1.650000000000000e+00  1.649961382045186e+00  2.484699922764090e+00 -3.861795481419072e-05 
 3.001500000000149e-06  1.650000000000000e+00  1.649961382052291e+00  2.484699922764105e+00 -3.861794770876337e-05 
 3.002500000000150e-06  1.650000000000000e+00  1.649961382045408e+00  2.484699922764091e+00 -3.861795459214612e-05 
 3.003500000000150e-06  1.650000000000000e+00  1.649961382049405e+00  2.484699922764099e+00 -3.861795059534323e-05 
 3.004500000000150e-06  1.650000000000000e+00  1.649961382051403e+00  2.484699922764103e+00 -3.861794859694179e-05 
 3.005500000000150e-06  1.650000000000000e+00  1.649961382046074e+00  2.484699922764092e+00 -3.861795392601231e-05 
 3.006500000000150e-06  1.650000000000000e+00  1.649961382050293e+00  2.484699922764101e+00 -3.861794970716481e-05 
 3.007500000000150e-06  1.650000000000000e+00  1.649961382049849e+00  2.484699922764100e+00 -3.861795015125402e-05 
 3.008500000000150e-06  1.650000000000000e+00  1.649961382049183e+00  2.484699922764098e+00 -3.861795081738784e-05 
 3.009500000000150e-06  1.650000000000000e+00  1.649961382050737e+00  2.484699922764102e+00 -3.861794926307560e-05 
 3.010500000000150e-06  1.650000000000000e+00  1.649961382053846e+00  2.484699922764108e+00 -3.861794615445113e-05 
 3.011500000000150e-06  1.650000000000000e+00  1.649961382046962e+00  2.484699922764094e+00 -3.861795303783389e-05 
 3.012500000000150e-06  1.650000000000000e+00  1.649961382050293e+00  2.484699922764101e+00 -3.861794970716481e-05 
 3.013500000000150e-06  1.650000000000000e+00  1.649961382053624e+00  2.484699922764107e+00 -3.861794637649574e-05 
 3.014500000000150e-06  1.650000000000000e+00  1.649961382052069e+00  2.484699922764104e+00 -3.861794793080797e-05 
 3.015500000000151e-06  1.650000000000000e+00  1.649961382048295e+00  2.484699922764097e+00 -3.861795170556626e-05 
 3.016500000000151e-06  1.650000000000000e+00  1.649961382046962e+00  2.484699922764094e+00 -3.861795303783389e-05 
 3.017500000000151e-06  1.650000000000000e+00  1.649961382047406e+00  2.484699922764095e+00 -3.861795259374468e-05 
 3.018500000000151e-06  1.650000000000000e+00  1.649961382051847e+00  2.484699922764104e+00 -3.861794815285258e-05 
 3.019500000000151e-06  1.650000000000000e+00  1.649961382050515e+00  2.484699922764101e+00 -3.861794948512021e-05 
 3.020500000000151e-06  1.650000000000000e+00  1.649961382047850e+00  2.484699922764096e+00 -3.861795214965547e-05 
 3.021500000000151e-06  1.650000000000000e+00  1.649961382047850e+00  2.484699922764096e+00 -3.861795214965547e-05 
 3.022500000000151e-06  1.650000000000000e+00  1.649961382048739e+00  2.484699922764098e+00 -3.861795126147705e-05 
 3.023500000000151e-06  1.650000000000000e+00  1.649961382052513e+00  2.484699922764105e+00 -3.861794748671876e-05 
 3.024500000000151e-06  1.650000000000000e+00  1.649961382043632e+00  2.484699922764087e+00 -3.861795636850296e-05 
 3.025500000000151e-06  1.650000000000000e+00  1.649961382050293e+00  2.484699922764101e+00 -3.861794970716481e-05 
 3.026500000000151e-06  1.650000000000000e+00  1.649961382046074e+00  2.484699922764092e+00 -3.861795392601231e-05 
 3.027500000000151e-06  1.650000000000000e+00  1.649961382052513e+00  2.484699922764105e+00 -3.861794748671876e-05 
 3.028500000000152e-06  1.650000000000000e+00  1.649961382049849e+00  2.484699922764100e+00 -3.861795015125402e-05 
 3.029500000000152e-06  1.650000000000000e+00  1.649961382046074e+00  2.484699922764092e+00 -3.861795392601231e-05 
 3.030500000000152e-06  1.650000000000000e+00  1.649961382053624e+00  2.484699922764107e+00 -3.861794637649574e-05 
 3.031500000000152e-06  1.650000000000000e+00  1.649961382047628e+00  2.484699922764095e+00 -3.861795237170007e-05 
 3.032500000000152e-06  1.650000000000000e+00  1.649961382043632e+00  2.484699922764087e+00 -3.861795636850296e-05 
 3.033500000000152e-06  1.650000000000000e+00  1.649961382041633e+00  2.484699922764083e+00 -3.861795836690440e-05 
 3.034500000000152e-06  1.650000000000000e+00  1.649961382050071e+00  2.484699922764100e+00 -3.861794992920942e-05 
 3.035500000000152e-06  1.650000000000000e+00  1.649961382049405e+00  2.484699922764099e+00 -3.861795059534323e-05 
 3.036500000000152e-06  1.650000000000000e+00  1.649961382048517e+00  2.484699922764097e+00 -3.861795148352165e-05 
 3.037500000000152e-06  1.650000000000000e+00  1.649961382048961e+00  2.484699922764098e+00 -3.861795103943244e-05 
 3.038500000000152e-06  1.650000000000000e+00  1.649961382039191e+00  2.484699922764078e+00 -3.861796080939506e-05 
 3.039500000000152e-06  1.650000000000000e+00  1.649961382046962e+00  2.484699922764094e+00 -3.861795303783389e-05 
