 time                   tr_ref                 tr_voutcm              tr_vcmfb               tr_error              
 2.528000000000000e-08  1.550000000000000e+00  1.550967112580938e+00  2.484501934225162e+00  9.671125809382897e-04 
 2.627999999999999e-08  1.550000000000000e+00  1.550967112602033e+00  2.484501934225204e+00  9.671126020325271e-04 
 2.727999999999999e-08  1.550000000000000e+00  1.550967112588044e+00  2.484501934225176e+00  9.671125880437170e-04 
 2.827999999999999e-08  1.550000000000000e+00  1.550967112593151e+00  2.484501934225186e+00  9.671125931507429e-04 
 2.927999999999999e-08  1.550000000000000e+00  1.550967112581382e+00  2.484501934225163e+00  9.671125813823789e-04 
 3.027999999999999e-08  1.550000000000000e+00  1.550967112597148e+00  2.484501934225194e+00  9.671125971475458e-04 
 3.127999999999999e-08  1.550000000000000e+00  1.550967112586489e+00  2.484501934225173e+00  9.671125864894048e-04 
 3.228000000000000e-08  1.550000000000000e+00  1.550967112597370e+00  2.484501934225195e+00  9.671125973695904e-04 
 3.328000000000000e-08  1.550000000000000e+00  1.550967112582271e+00  2.484501934225165e+00  9.671125822705573e-04 
 3.428000000000000e-08  1.550000000000000e+00  1.550967112598258e+00  2.484501934225197e+00  9.671125982577689e-04 
 3.528000000000000e-08  1.550000000000000e+00  1.550967112581382e+00  2.484501934225163e+00  9.671125813823789e-04 
 3.628000000000000e-08  1.550000000000000e+00  1.550967112594039e+00  2.484501934225188e+00  9.671125940389214e-04 
 3.728000000000001e-08  1.550000000000000e+00  1.550967112586711e+00  2.484501934225174e+00  9.671125867114494e-04 
 3.828000000000001e-08  1.550000000000000e+00  1.550967112577608e+00  2.484501934225155e+00  9.671125776076206e-04 
 3.928000000000001e-08  1.550000000000000e+00  1.550967112593817e+00  2.484501934225188e+00  9.671125938168768e-04 
 4.028000000000001e-08  1.550000000000000e+00  1.550967112586489e+00  2.484501934225173e+00  9.671125864894048e-04 
 4.128000000000002e-08  1.550000000000000e+00  1.550967112594927e+00  2.484501934225190e+00  9.671125949270998e-04 
 4.228000000000002e-08  1.550000000000000e+00  1.550967112579384e+00  2.484501934225159e+00  9.671125793839774e-04 
 4.328000000000002e-08  1.550000000000000e+00  1.550967112593151e+00  2.484501934225186e+00  9.671125931507429e-04 
 4.428000000000002e-08  1.550000000000000e+00  1.550967112583159e+00  2.484501934225166e+00  9.671125831587357e-04 
 4.528000000000003e-08  1.550000000000000e+00  1.550967112596481e+00  2.484501934225193e+00  9.671125964814120e-04 
 4.628000000000003e-08  1.550000000000000e+00  1.550967112582715e+00  2.484501934225166e+00  9.671125827146465e-04 
 4.728000000000003e-08  1.550000000000000e+00  1.550967112600700e+00  2.484501934225201e+00  9.671126007002595e-04 
 4.828000000000003e-08  1.550000000000000e+00  1.550967112589598e+00  2.484501934225179e+00  9.671125895980293e-04 
 4.928000000000003e-08  1.550000000000000e+00  1.550967112594039e+00  2.484501934225188e+00  9.671125940389214e-04 
 5.028000000000004e-08  1.550000000000000e+00  1.550967112587156e+00  2.484501934225174e+00  9.671125871555386e-04 
 5.128000000000004e-08  1.550000000000000e+00  1.550967112587378e+00  2.484501934225175e+00  9.671125873775832e-04 
 5.228000000000004e-08  1.550000000000000e+00  1.550967112577830e+00  2.484501934225156e+00  9.671125778296652e-04 
 5.328000000000004e-08  1.550000000000000e+00  1.550967112573167e+00  2.484501934225146e+00  9.671125731667285e-04 
 5.428000000000005e-08  1.550000000000000e+00  1.550967112595593e+00  2.484501934225191e+00  9.671125955932336e-04 
 5.528000000000005e-08  1.550000000000000e+00  1.550967112582049e+00  2.484501934225164e+00  9.671125820485127e-04 
 5.628000000000005e-08  1.550000000000000e+00  1.550967112592485e+00  2.484501934225185e+00  9.671125924846091e-04 
 5.728000000000005e-08  1.550000000000000e+00  1.550967112585823e+00  2.484501934225172e+00  9.671125858232710e-04 
 5.828000000000006e-08  1.550000000000000e+00  1.550967112598924e+00  2.484501934225198e+00  9.671125989239027e-04 
 5.928000000000006e-08  1.550000000000000e+00  1.550967112581604e+00  2.484501934225163e+00  9.671125816044235e-04 
 6.028000000000006e-08  1.550000000000000e+00  1.550967112598480e+00  2.484501934225197e+00  9.671125984798135e-04 
 6.128000000000006e-08  1.550000000000000e+00  1.550967112585157e+00  2.484501934225170e+00  9.671125851571372e-04 
 6.228000000000005e-08  1.550000000000000e+00  1.550967112597814e+00  2.484501934225196e+00  9.671125978136796e-04 
 6.328000000000005e-08  1.550000000000000e+00  1.550967112583159e+00  2.484501934225166e+00  9.671125831587357e-04 
 6.428000000000004e-08  1.550000000000000e+00  1.550967112601588e+00  2.484501934225203e+00  9.671126015884379e-04 
 6.528000000000004e-08  1.550000000000000e+00  1.550967112580272e+00  2.484501934225161e+00  9.671125802721559e-04 
 6.628000000000003e-08  1.550000000000000e+00  1.550967112598258e+00  2.484501934225197e+00  9.671125982577689e-04 
 6.728000000000003e-08  1.550000000000000e+00  1.550967112591374e+00  2.484501934225183e+00  9.671125913743861e-04 
 6.828000000000003e-08  1.550000000000000e+00  1.550967112603143e+00  2.484501934225206e+00  9.671126031427502e-04 
 6.928000000000002e-08  1.550000000000000e+00  1.550967112584713e+00  2.484501934225170e+00  9.671125847130480e-04 
 7.028000000000002e-08  1.550000000000000e+00  1.550967112590042e+00  2.484501934225180e+00  9.671125900421185e-04 
 7.128000000000001e-08  1.550000000000000e+00  1.550967112577164e+00  2.484501934225154e+00  9.671125771635314e-04 
 7.228000000000001e-08  1.550000000000000e+00  1.550967112595371e+00  2.484501934225191e+00  9.671125953711890e-04 
 7.328000000000001e-08  1.550000000000000e+00  1.550967112582937e+00  2.484501934225166e+00  9.671125829366911e-04 
 7.428000000000000e-08  1.550000000000000e+00  1.550967112600256e+00  2.484501934225201e+00  9.671126002561703e-04 
 7.528000000000000e-08  1.550000000000000e+00  1.550967112588266e+00  2.484501934225177e+00  9.671125882657616e-04 
 7.627999999999999e-08  1.550000000000000e+00  1.550967112596481e+00  2.484501934225193e+00  9.671125964814120e-04 
 7.727999999999999e-08  1.550000000000000e+00  1.550967112579828e+00  2.484501934225160e+00  9.671125798280666e-04 
 7.827999999999998e-08  1.550000000000000e+00  1.550967112598036e+00  2.484501934225196e+00  9.671125980357242e-04 
 7.927999999999998e-08  1.550000000000000e+00  1.550967112584047e+00  2.484501934225168e+00  9.671125840469141e-04 
 8.027999999999998e-08  1.550000000000000e+00  1.550967112596259e+00  2.484501934225193e+00  9.671125962593674e-04 
 8.127999999999997e-08  1.550000000000000e+00  1.550967112588932e+00  2.484501934225178e+00  9.671125889318954e-04 
 8.227999999999997e-08  1.550000000000000e+00  1.550967112601366e+00  2.484501934225203e+00  9.671126013663933e-04 
 8.327999999999996e-08  1.550000000000000e+00  1.550967112582937e+00  2.484501934225166e+00  9.671125829366911e-04 
 8.427999999999996e-08  1.550000000000000e+00  1.550967112601144e+00  2.484501934225202e+00  9.671126011443487e-04 
 8.527999999999995e-08  1.550000000000000e+00  1.550967112584047e+00  2.484501934225168e+00  9.671125840469141e-04 
 8.627999999999995e-08  1.550000000000000e+00  1.550967112596704e+00  2.484501934225193e+00  9.671125967034566e-04 
 8.727999999999995e-08  1.550000000000000e+00  1.550967112589376e+00  2.484501934225179e+00  9.671125893759847e-04 
 8.827999999999994e-08  1.550000000000000e+00  1.550967112596704e+00  2.484501934225193e+00  9.671125967034566e-04 
 8.927999999999994e-08  1.550000000000000e+00  1.550967112582271e+00  2.484501934225165e+00  9.671125822705573e-04 
 9.027999999999993e-08  1.550000000000000e+00  1.550967112602477e+00  2.484501934225205e+00  9.671126024766163e-04 
 9.127999999999993e-08  1.550000000000000e+00  1.550967112587378e+00  2.484501934225175e+00  9.671125873775832e-04 
 9.227999999999992e-08  1.550000000000000e+00  1.550967112596481e+00  2.484501934225193e+00  9.671125964814120e-04 
 9.327999999999992e-08  1.550000000000000e+00  1.550967112583381e+00  2.484501934225167e+00  9.671125833807803e-04 
 9.427999999999992e-08  1.550000000000000e+00  1.550967112596259e+00  2.484501934225193e+00  9.671125962593674e-04 
 9.527999999999991e-08  1.550000000000000e+00  1.550967112582493e+00  2.484501934225165e+00  9.671125824926019e-04 
 9.627999999999991e-08  1.550000000000000e+00  1.550967112600034e+00  2.484501934225200e+00  9.671126000341257e-04 
 9.727999999999990e-08  1.550000000000000e+00  1.550967112586045e+00  2.484501934225172e+00  9.671125860453156e-04 
 9.827999999999990e-08  1.550000000000000e+00  1.550967112600256e+00  2.484501934225201e+00  9.671126002561703e-04 
 9.927999999999989e-08  1.550000000000000e+00  1.550967112583381e+00  2.484501934225167e+00  9.671125833807803e-04 
 1.002799999999999e-07  1.550000000000000e+00  1.550967112598480e+00  2.484501934225197e+00  9.671125984798135e-04 
 1.012799999999999e-07  1.550000000000000e+00  1.550967112578496e+00  2.484501934225157e+00  9.671125784957990e-04 
 1.022799999999999e-07  1.550000000000000e+00  1.550967112599812e+00  2.484501934225200e+00  9.671125998120811e-04 
 1.032799999999999e-07  1.550000000000000e+00  1.550967112586045e+00  2.484501934225172e+00  9.671125860453156e-04 
 1.042799999999999e-07  1.550000000000000e+00  1.550967112595815e+00  2.484501934225192e+00  9.671125958152782e-04 
 1.052799999999999e-07  1.550000000000000e+00  1.550967112579162e+00  2.484501934225158e+00  9.671125791619328e-04 
 1.062799999999999e-07  1.550000000000000e+00  1.550967112599812e+00  2.484501934225200e+00  9.671125998120811e-04 
 1.072799999999999e-07  1.550000000000000e+00  1.550967112587822e+00  2.484501934225176e+00  9.671125878216724e-04 
 1.082799999999999e-07  1.550000000000000e+00  1.550967112591819e+00  2.484501934225184e+00  9.671125918184753e-04 
 1.092799999999999e-07  1.550000000000000e+00  1.550967112583825e+00  2.484501934225168e+00  9.671125838248695e-04 
 1.102799999999998e-07  1.550000000000000e+00  1.550967112584047e+00  2.484501934225168e+00  9.671125840469141e-04 
 1.112799999999998e-07  1.550000000000000e+00  1.550967112580050e+00  2.484501934225160e+00  9.671125800501112e-04 
 1.122799999999998e-07  1.550000000000000e+00  1.550967112599146e+00  2.484501934225198e+00  9.671125991459473e-04 
 1.132799999999998e-07  1.550000000000000e+00  1.550967112583825e+00  2.484501934225168e+00  9.671125838248695e-04 
 1.142799999999998e-07  1.550000000000000e+00  1.550967112593817e+00  2.484501934225188e+00  9.671125938168768e-04 
 1.152799999999998e-07  1.550000000000000e+00  1.550967112579162e+00  2.484501934225158e+00  9.671125791619328e-04 
 1.162799999999998e-07  1.550000000000000e+00  1.550967112590708e+00  2.484501934225182e+00  9.671125907082523e-04 
 1.172799999999998e-07  1.550000000000000e+00  1.550967112581827e+00  2.484501934225164e+00  9.671125818264681e-04 
 1.182799999999998e-07  1.550000000000000e+00  1.550967112593817e+00  2.484501934225188e+00  9.671125938168768e-04 
 1.192799999999998e-07  1.550000000000000e+00  1.550967112582271e+00  2.484501934225165e+00  9.671125822705573e-04 
 1.202799999999998e-07  1.550000000000000e+00  1.550967112589598e+00  2.484501934225179e+00  9.671125895980293e-04 
 1.212799999999998e-07  1.550000000000000e+00  1.550967112578940e+00  2.484501934225158e+00  9.671125789398882e-04 
 1.222799999999998e-07  1.550000000000000e+00  1.550967112593151e+00  2.484501934225186e+00  9.671125931507429e-04 
 1.232799999999998e-07  1.550000000000000e+00  1.550967112584935e+00  2.484501934225170e+00  9.671125849350926e-04 
 1.242799999999998e-07  1.550000000000000e+00  1.550967112593817e+00  2.484501934225188e+00  9.671125938168768e-04 
 1.252799999999998e-07  1.550000000000000e+00  1.550967112579384e+00  2.484501934225159e+00  9.671125793839774e-04 
 1.262799999999998e-07  1.550000000000000e+00  1.550967112593595e+00  2.484501934225187e+00  9.671125935948321e-04 
 1.272799999999998e-07  1.550000000000000e+00  1.550967112582271e+00  2.484501934225165e+00  9.671125822705573e-04 
 1.282799999999998e-07  1.550000000000000e+00  1.550967112591596e+00  2.484501934225183e+00  9.671125915964307e-04 
 1.292799999999998e-07  1.550000000000000e+00  1.550967112579384e+00  2.484501934225159e+00  9.671125793839774e-04 
 1.302799999999998e-07  1.550000000000000e+00  1.550967112587600e+00  2.484501934225175e+00  9.671125875996278e-04 
 1.312799999999998e-07  1.550000000000000e+00  1.550967112580938e+00  2.484501934225162e+00  9.671125809382897e-04 
 1.322799999999998e-07  1.550000000000000e+00  1.550967112582271e+00  2.484501934225165e+00  9.671125822705573e-04 
 1.332799999999997e-07  1.550000000000000e+00  1.550967112582937e+00  2.484501934225166e+00  9.671125829366911e-04 
 1.342799999999997e-07  1.550000000000000e+00  1.550967112578052e+00  2.484501934225156e+00  9.671125780517098e-04 
 1.352799999999997e-07  1.550000000000000e+00  1.550967112589820e+00  2.484501934225180e+00  9.671125898200739e-04 
 1.362799999999997e-07  1.550000000000000e+00  1.550967112582715e+00  2.484501934225166e+00  9.671125827146465e-04 
 1.372799999999997e-07  1.550000000000000e+00  1.550967112601811e+00  2.484501934225204e+00  9.671126018104825e-04 
 1.382799999999997e-07  1.550000000000000e+00  1.550967112589598e+00  2.484501934225179e+00  9.671125895980293e-04 
 1.392799999999997e-07  1.550000000000000e+00  1.550967112594705e+00  2.484501934225190e+00  9.671125947050552e-04 
 1.402799999999997e-07  1.550000000000000e+00  1.550967112583381e+00  2.484501934225167e+00  9.671125833807803e-04 
 1.412799999999997e-07  1.550000000000000e+00  1.550967112592485e+00  2.484501934225185e+00  9.671125924846091e-04 
 1.422799999999997e-07  1.550000000000000e+00  1.550967112585379e+00  2.484501934225171e+00  9.671125853791818e-04 
 1.432799999999997e-07  1.550000000000000e+00  1.550967112596259e+00  2.484501934225193e+00  9.671125962593674e-04 
 1.442799999999997e-07  1.550000000000000e+00  1.550967112580716e+00  2.484501934225162e+00  9.671125807162451e-04 
 1.452799999999997e-07  1.550000000000000e+00  1.550967112592485e+00  2.484501934225185e+00  9.671125924846091e-04 
 1.462799999999997e-07  1.550000000000000e+00  1.550967112589820e+00  2.484501934225180e+00  9.671125898200739e-04 
 1.472799999999997e-07  1.550000000000000e+00  1.550967112601366e+00  2.484501934225203e+00  9.671126013663933e-04 
 1.482799999999997e-07  1.550000000000000e+00  1.550967112578052e+00  2.484501934225156e+00  9.671125780517098e-04 
 1.492799999999997e-07  1.550000000000000e+00  1.550967112593817e+00  2.484501934225188e+00  9.671125938168768e-04 
 1.502799999999997e-07  1.550000000000000e+00  1.550967112589376e+00  2.484501934225179e+00  9.671125893759847e-04 
 1.512799999999997e-07  1.550000000000000e+00  1.550967112601588e+00  2.484501934225203e+00  9.671126015884379e-04 
 1.522799999999997e-07  1.550000000000000e+00  1.550967112589376e+00  2.484501934225179e+00  9.671125893759847e-04 
 1.532799999999997e-07  1.550000000000000e+00  1.550967112593595e+00  2.484501934225187e+00  9.671125935948321e-04 
 1.542799999999997e-07  1.550000000000000e+00  1.550967112584269e+00  2.484501934225169e+00  9.671125842689587e-04 
 1.552799999999997e-07  1.550000000000000e+00  1.550967112593595e+00  2.484501934225187e+00  9.671125935948321e-04 
 1.562799999999996e-07  1.550000000000000e+00  1.550967112590486e+00  2.484501934225181e+00  9.671125904862077e-04 
 1.572799999999996e-07  1.550000000000000e+00  1.550967112591596e+00  2.484501934225183e+00  9.671125915964307e-04 
 1.582799999999996e-07  1.550000000000000e+00  1.550967112580716e+00  2.484501934225162e+00  9.671125807162451e-04 
 1.592799999999996e-07  1.550000000000000e+00  1.550967112594705e+00  2.484501934225190e+00  9.671125947050552e-04 
 1.602799999999996e-07  1.550000000000000e+00  1.550967112580272e+00  2.484501934225161e+00  9.671125802721559e-04 
 1.612799999999996e-07  1.550000000000000e+00  1.550967112593595e+00  2.484501934225187e+00  9.671125935948321e-04 
 1.622799999999996e-07  1.550000000000000e+00  1.550967112584491e+00  2.484501934225169e+00  9.671125844910033e-04 
 1.632799999999996e-07  1.550000000000000e+00  1.550967112599368e+00  2.484501934225199e+00  9.671125993679919e-04 
 1.642799999999996e-07  1.550000000000000e+00  1.550967112578274e+00  2.484501934225157e+00  9.671125782737544e-04 
 1.652799999999996e-07  1.550000000000000e+00  1.550967112593817e+00  2.484501934225188e+00  9.671125938168768e-04 
 1.662799999999996e-07  1.550000000000000e+00  1.550967112579828e+00  2.484501934225160e+00  9.671125798280666e-04 
 1.672799999999996e-07  1.550000000000000e+00  1.550967112596037e+00  2.484501934225192e+00  9.671125960373228e-04 
 1.682799999999996e-07  1.550000000000000e+00  1.550967112580050e+00  2.484501934225160e+00  9.671125800501112e-04 
 1.692799999999996e-07  1.550000000000000e+00  1.550967112590930e+00  2.484501934225182e+00  9.671125909302969e-04 
 1.702799999999996e-07  1.550000000000000e+00  1.550967112583381e+00  2.484501934225167e+00  9.671125833807803e-04 
 1.712799999999996e-07  1.550000000000000e+00  1.550967112598258e+00  2.484501934225197e+00  9.671125982577689e-04 
 1.722799999999996e-07  1.550000000000000e+00  1.550967112582271e+00  2.484501934225165e+00  9.671125822705573e-04 
 1.732799999999996e-07  1.550000000000000e+00  1.550967112591596e+00  2.484501934225183e+00  9.671125915964307e-04 
 1.742799999999996e-07  1.550000000000000e+00  1.550967112580494e+00  2.484501934225161e+00  9.671125804942005e-04 
 1.752799999999996e-07  1.550000000000000e+00  1.550967112597592e+00  2.484501934225195e+00  9.671125975916350e-04 
 1.762799999999996e-07  1.550000000000000e+00  1.550967112585823e+00  2.484501934225172e+00  9.671125858232710e-04 
 1.772799999999996e-07  1.550000000000000e+00  1.550967112593373e+00  2.484501934225187e+00  9.671125933727875e-04 
 1.782799999999996e-07  1.550000000000000e+00  1.550967112582049e+00  2.484501934225164e+00  9.671125820485127e-04 
 1.792799999999996e-07  1.550000000000000e+00  1.550967112584935e+00  2.484501934225170e+00  9.671125849350926e-04 
 1.802799999999995e-07  1.550000000000000e+00  1.550967112583159e+00  2.484501934225166e+00  9.671125831587357e-04 
 1.812799999999995e-07  1.550000000000000e+00  1.550967112573833e+00  2.484501934225148e+00  9.671125738328623e-04 
 1.822799999999995e-07  1.550000000000000e+00  1.550967112593373e+00  2.484501934225187e+00  9.671125933727875e-04 
 1.832799999999995e-07  1.550000000000000e+00  1.550967112580938e+00  2.484501934225162e+00  9.671125809382897e-04 
 1.842799999999995e-07  1.550000000000000e+00  1.550967112595371e+00  2.484501934225191e+00  9.671125953711890e-04 
 1.852799999999995e-07  1.550000000000000e+00  1.550967112584269e+00  2.484501934225169e+00  9.671125842689587e-04 
 1.862799999999995e-07  1.550000000000000e+00  1.550967112591152e+00  2.484501934225182e+00  9.671125911523415e-04 
 1.872799999999995e-07  1.550000000000000e+00  1.550967112576942e+00  2.484501934225154e+00  9.671125769414868e-04 
 1.882799999999995e-07  1.550000000000000e+00  1.550967112595149e+00  2.484501934225190e+00  9.671125951491444e-04 
 1.892799999999995e-07  1.550000000000000e+00  1.550967112578274e+00  2.484501934225157e+00  9.671125782737544e-04 
 1.902799999999995e-07  1.550000000000000e+00  1.550967112589820e+00  2.484501934225180e+00  9.671125898200739e-04 
 1.912799999999995e-07  1.550000000000000e+00  1.550967112586711e+00  2.484501934225174e+00  9.671125867114494e-04 
 1.922799999999995e-07  1.550000000000000e+00  1.550967112597370e+00  2.484501934225195e+00  9.671125973695904e-04 
 1.932799999999995e-07  1.550000000000000e+00  1.550967112584935e+00  2.484501934225170e+00  9.671125849350926e-04 
 1.942799999999995e-07  1.550000000000000e+00  1.550967112594039e+00  2.484501934225188e+00  9.671125940389214e-04 
 1.952799999999995e-07  1.550000000000000e+00  1.550967112582049e+00  2.484501934225164e+00  9.671125820485127e-04 
 1.962799999999995e-07  1.550000000000000e+00  1.550967112577608e+00  2.484501934225155e+00  9.671125776076206e-04 
 1.972799999999995e-07  1.550000000000000e+00  1.550967112575165e+00  2.484501934225150e+00  9.671125751651299e-04 
 1.982799999999995e-07  1.550000000000000e+00  1.550967112592929e+00  2.484501934225186e+00  9.671125929286983e-04 
 1.992799999999995e-07  1.550000000000000e+00  1.550967112578496e+00  2.484501934225157e+00  9.671125784957990e-04 
 2.002799999999995e-07  1.550000000000000e+00  1.550967112598480e+00  2.484501934225197e+00  9.671125984798135e-04 
 2.012799999999995e-07  1.550000000000000e+00  1.550967112581160e+00  2.484501934225162e+00  9.671125811603343e-04 
 2.022799999999995e-07  1.550000000000000e+00  1.550967112598924e+00  2.484501934225198e+00  9.671125989239027e-04 
 2.032799999999994e-07  1.550000000000000e+00  1.550967112578496e+00  2.484501934225157e+00  9.671125784957990e-04 
 2.042799999999994e-07  1.550000000000000e+00  1.550967112593595e+00  2.484501934225187e+00  9.671125935948321e-04 
 2.052799999999994e-07  1.550000000000000e+00  1.550967112587822e+00  2.484501934225176e+00  9.671125878216724e-04 
 2.062799999999994e-07  1.550000000000000e+00  1.550967112582049e+00  2.484501934225164e+00  9.671125820485127e-04 
 2.072799999999994e-07  1.550000000000000e+00  1.550967112582271e+00  2.484501934225165e+00  9.671125822705573e-04 
 2.082799999999994e-07  1.550000000000000e+00  1.550967112581827e+00  2.484501934225164e+00  9.671125818264681e-04 
 2.092799999999994e-07  1.550000000000000e+00  1.550967112583159e+00  2.484501934225166e+00  9.671125831587357e-04 
 2.102799999999994e-07  1.550000000000000e+00  1.550967112585379e+00  2.484501934225171e+00  9.671125853791818e-04 
 2.112799999999994e-07  1.550000000000000e+00  1.550967112582049e+00  2.484501934225164e+00  9.671125820485127e-04 
 2.122799999999994e-07  1.550000000000000e+00  1.550967112585157e+00  2.484501934225170e+00  9.671125851571372e-04 
 2.132799999999994e-07  1.550000000000000e+00  1.550967112577830e+00  2.484501934225156e+00  9.671125778296652e-04 
 2.142799999999994e-07  1.550000000000000e+00  1.550967112590264e+00  2.484501934225181e+00  9.671125902641631e-04 
 2.152799999999994e-07  1.550000000000000e+00  1.550967112579828e+00  2.484501934225160e+00  9.671125798280666e-04 
 2.162799999999994e-07  1.550000000000000e+00  1.550967112597370e+00  2.484501934225195e+00  9.671125973695904e-04 
 2.172799999999994e-07  1.550000000000000e+00  1.550967112590042e+00  2.484501934225180e+00  9.671125900421185e-04 
 2.182799999999994e-07  1.550000000000000e+00  1.550967112601366e+00  2.484501934225203e+00  9.671126013663933e-04 
 2.192799999999994e-07  1.550000000000000e+00  1.550967112584713e+00  2.484501934225170e+00  9.671125847130480e-04 
 2.202799999999994e-07  1.550000000000000e+00  1.550967112599590e+00  2.484501934225199e+00  9.671125995900365e-04 
 2.212799999999994e-07  1.550000000000000e+00  1.550967112588932e+00  2.484501934225178e+00  9.671125889318954e-04 
 2.222799999999994e-07  1.550000000000000e+00  1.550967112594705e+00  2.484501934225190e+00  9.671125947050552e-04 
 2.232799999999994e-07  1.550000000000000e+00  1.550967112587156e+00  2.484501934225174e+00  9.671125871555386e-04 
 2.242799999999994e-07  1.550000000000000e+00  1.550967112601144e+00  2.484501934225202e+00  9.671126011443487e-04 
 2.252799999999994e-07  1.550000000000000e+00  1.550967112590486e+00  2.484501934225181e+00  9.671125904862077e-04 
 2.262799999999994e-07  1.550000000000000e+00  1.550967112597148e+00  2.484501934225194e+00  9.671125971475458e-04 
 2.272799999999993e-07  1.550000000000000e+00  1.550967112583159e+00  2.484501934225166e+00  9.671125831587357e-04 
 2.282799999999993e-07  1.550000000000000e+00  1.550967112599146e+00  2.484501934225198e+00  9.671125991459473e-04 
 2.292799999999993e-07  1.550000000000000e+00  1.550967112585157e+00  2.484501934225170e+00  9.671125851571372e-04 
 2.302799999999993e-07  1.550000000000000e+00  1.550967112596481e+00  2.484501934225193e+00  9.671125964814120e-04 
 2.312799999999993e-07  1.550000000000000e+00  1.550967112583603e+00  2.484501934225167e+00  9.671125836028249e-04 
 2.322799999999993e-07  1.550000000000000e+00  1.550967112570946e+00  2.484501934225142e+00  9.671125709462824e-04 
 2.332799999999993e-07  1.550000000000000e+00  1.550967112588266e+00  2.484501934225177e+00  9.671125882657616e-04 
 2.342799999999993e-07  1.550000000000000e+00  1.550967112586267e+00  2.484501934225173e+00  9.671125862673602e-04 
 2.352799999999993e-07  1.550000000000000e+00  1.550967112598480e+00  2.484501934225197e+00  9.671125984798135e-04 
 2.362799999999993e-07  1.550000000000000e+00  1.550967112582271e+00  2.484501934225165e+00  9.671125822705573e-04 
