 frequency              onoise_spectrum       
 2.084490883097254e-02  1.699668446958336e-03 
 2.089296130854004e-02  1.697581045978265e-03 
 2.094112455850857e-02  1.695496236391567e-03 
 2.098939883623488e-02  1.693414014951647e-03 
 2.103778439766439e-02  1.691334378416008e-03 
 2.108628149933253e-02  1.689257323546249e-03 
 2.113489039836610e-02  1.687182847108054e-03 
 2.118361135248465e-02  1.685110945871189e-03 
 2.123244462000183e-02  1.683041616609501e-03 
 2.128139045982675e-02  1.680974856100901e-03 
 2.133044913146539e-02  1.678910661127373e-03 
 2.137962089502195e-02  1.676849028474962e-03 
 2.142890601120021e-02  1.674789954933768e-03 
 2.147830474130496e-02  1.672733437297942e-03 
 2.152781734724335e-02  1.670679472365682e-03 
 2.157744409152628e-02  1.668628056939225e-03 
 2.162718523726982e-02  1.666579187824849e-03 
 2.167704104819657e-02  1.664532861832855e-03 
 2.172701178863706e-02  1.662489075777576e-03 
 2.177709772353120e-02  1.660447826477363e-03 
 2.182729911842963e-02  1.658409110754582e-03 
 2.187761623949514e-02  1.656372925435611e-03 
 2.192804935350410e-02  1.654339267350830e-03 
 2.197859872784786e-02  1.652308133334622e-03 
 2.202926463053417e-02  1.650279520225365e-03 
 2.208004733018860e-02  1.648253424865425e-03 
 2.213094709605598e-02  1.646229844101155e-03 
 2.218196419800179e-02  1.644208774782885e-03 
 2.223309890651363e-02  1.642190213764924e-03 
 2.228435149270263e-02  1.640174157905547e-03 
 2.233572222830491e-02  1.638160604066994e-03 
 2.238721138568299e-02  1.636149549115468e-03 
 2.243881923782725e-02  1.634140989921123e-03 
 2.249054605835740e-02  1.632134923358064e-03 
 2.254239212152388e-02  1.630131346304341e-03 
 2.259435770220936e-02  1.628130255641942e-03 
 2.264644307593018e-02  1.626131648256793e-03 
 2.269864851883780e-02  1.624135521038746e-03 
 2.275097430772028e-02  1.622141870881577e-03 
 2.280342072000376e-02  1.620150694682987e-03 
 2.285598803375387e-02  1.618161989344586e-03 
 2.290867652767730e-02  1.616175751771898e-03 
 2.296148648112319e-02  1.614191978874348e-03 
 2.301441817408465e-02  1.612210667565264e-03 
 2.306747188720025e-02  1.610231814761865e-03 
 2.312064790175550e-02  1.608255417385264e-03 
 2.317394649968434e-02  1.606281472360458e-03 
 2.322736796357062e-02  1.604309976616319e-03 
 2.328091257664963e-02  1.602340927085604e-03 
 2.333458062280958e-02  1.600374320704930e-03 
 2.338837238659310e-02  1.598410154414785e-03 
 2.344228815319876e-02  1.596448425159517e-03 
 2.349632820848261e-02  1.594489129887327e-03 
 2.355049283895963e-02  1.592532265550269e-03 
 2.360478233180531e-02  1.590577829104242e-03 
 2.365919697485712e-02  1.588625817508985e-03 
 2.371373705661608e-02  1.586676227728074e-03 
 2.376840286624829e-02  1.584729056728914e-03 
 2.382319469358643e-02  1.582784301482740e-03 
 2.387811282913130e-02  1.580841958964603e-03 
 2.393315756405339e-02  1.578902026153375e-03 
 2.398832919019442e-02  1.576964500031740e-03 
 2.404362800006885e-02  1.575029377586185e-03 
 2.409905428686546e-02  1.573096655807001e-03 
 2.415460834444891e-02  1.571166331688277e-03 
